gene_ID	hgnc_symbol	chr	strand	start	end	SIX3_PTC_log2FoldChange	SIX3_PTC_pvalue	SIX3_PTC_padj
ENSG00000277135		chr15	-	96139472	96140452	0.532	0.679	
ENSG00000148291	SURF2	chr9	+	133356550	133361158	-0.0215	0.879	0.962
ENSG00000128534	LSM8	chr7	+	118184144	118204035	-0.0461	0.407	0.725
ENSG00000289519		chr3	-	52899204	52900345	-0.14	0.521	0.799
ENSG00000166197	NOLC1	chr10	+	102152176	102163871	0.0241	0.643	0.864
ENSG00000185551	NR2F2	chr15	+	96325938	96340263	0.108	0.0738	0.305
ENSG00000010017	RANBP9	chr6	-	13621498	13711835	-0.0296	0.595	0.842
ENSG00000184160	ADRA2C	chr4	+	3766348	3768526	0.00117	0.994	0.999
ENSG00000275734		chr16	+	89671568	89685304	0.0409	0.803	0.934
ENSG00000182057	OGFRP1	chr22	+	42269703	42279534	-0.146	0.544	0.814
ENSG00000185594	SPATA8	chr15	+	96783389	96785615	0.48	0.347	
ENSG00000075290	WNT8B	chr10	+	100463009	100483744	2.03	4.28e-46	3.84e-43
ENSG00000228436	RRAGC-DT	chr1	+	38859912	38965038	0.0838	0.849	0.951
ENSG00000259485	LINC02253	chr15	+	97215812	97432094	-0.166	0.454	0.758
ENSG00000259664	LINC02254	chr15	-	97339693	97523442	-0.213	0.879	
ENSG00000259582		chr15	-	97540597	97560702	1.95	0.351	
ENSG00000078401	EDN1	chr6	+	12290361	12297194	-0.199	0.803	
ENSG00000251209	LINC00923	chr15	-	97572185	97875650	0.154	0.393	0.714
ENSG00000116560	SFPQ	chr1	-	35176378	35193446	-0.0265	0.568	0.829
ENSG00000257527		chr16	-	18411309	18411851	0.413	0.665	
ENSG00000289194		chr11	+	62153730	62154783	-0.321	0.00322	0.0348
ENSG00000140450	ARRDC4	chr15	+	97960703	97973833	-0.109	0.0519	0.245
ENSG00000089041	P2RX7	chr12	+	121132819	121188032	1.22	0.00232	0.027
ENSG00000259424	IRAIN	chr15	-	98645118	98647389	0.164	0.604	0.846
ENSG00000155066	PROM2	chr2	+	95274449	95291308	-0.0326	0.886	0.966
ENSG00000140443	IGF1R	chr15	+	98648539	98964530	0.0975	0.0415	0.212
ENSG00000278090	LUNAR1	chr15	+	99014526	99031054	0.503	0.687	
ENSG00000182253	SYNM	chr15	+	99098217	99135593	0.11	0.583	0.836
ENSG00000104067	TJP1	chr15	-	29699367	29968915	-0.0399	0.333	0.666
ENSG00000228696	ARL17B	chr17	-	46274784	46361766	-0.0036	0.969	0.991
ENSG00000170469	SPATA24	chr5	-	139396563	139404089	-0.0628	0.687	0.889
ENSG00000261054	SYNM-AS2	chr15	-	99128832	99131806	-0.136	0.887	
ENSG00000103852	TTC23	chr15	-	99136323	99251223	0.0175	0.817	0.939
ENSG00000251259		chr4	-	105137280	105140619	0.042	0.96	
ENSG00000168904	LRRC28	chr15	+	99251362	99390729	-0.132	0.148	0.446
ENSG00000167600	CYP2S1	chr19	+	41193210	41207539	0.148	0.048	0.232
ENSG00000184731	FAM110C	chr2	-	38814	46870	0.374	0.363	0.691
ENSG00000082898	XPO1	chr2	-	61476032	61538741	-0.0114	0.77	0.923
ENSG00000124596	OARD1	chr6	-	41033627	41097787	-0.122	0.0438	0.219
ENSG00000111837	MAK	chr6	-	10762723	10838553	0.43	0.00723	0.0649
ENSG00000147117	ZNF157	chrX	+	47370578	47414498	-0.173	0.504	0.79
ENSG00000140470	ADAMTS17	chr15	-	99971437	100342005	0.0898	0.699	0.894
ENSG00000154227	CERS3	chr15	-	100400395	100544995	0.402	0.794	
ENSG00000183475	ASB7	chr15	+	100602589	100651701	0.00887	0.908	0.974
ENSG00000149182	ARFGAP2	chr11	-	47164299	47177125	-0.00756	0.902	0.973
ENSG00000259314		chr15	-	90604225	90614558	0.272	0.812	
ENSG00000113494	PRLR	chr5	-	35048756	35230487	0.725	0.00678	0.0613
ENSG00000134265	NAPG	chr18	+	10525905	10552764	0.0598	0.362	0.691
ENSG00000248746	ACTN3	chr11	+	66546395	66563334	-0.196	0.000522	0.00826
ENSG00000184254	ALDH1A3	chr15	+	100877714	100916626	1.17	0.27	
ENSG00000139613	SMARCC2	chr12	-	56162359	56189567	0.0704	0.173	0.484
ENSG00000104221	BRF2	chr8	-	37843268	37849861	-0.0104	0.915	0.976
ENSG00000154237	LRRK1	chr15	+	100919327	101078257	0.467	0.464	
ENSG00000119328	ABITRAM	chr9	+	108934400	108950744	-0.0728	0.42	0.735
ENSG00000287892		chr15	-	101058647	101063904	-0.157	0.911	
ENSG00000131873	CHSY1	chr15	-	101175727	101252048	0.0285	0.586	0.837
ENSG00000170175	CHRNB1	chr17	+	7445061	7457710	-0.128	0.519	0.799
ENSG00000101126	ADNP	chr20	-	50888916	50931437	-0.00255	0.949	0.985
ENSG00000131876	SNRPA1	chr15	-	101281510	101295282	-0.153	0.0101	0.082
ENSG00000225556	C2CD4D	chr1	-	151837818	151840557	0.5	0.609	
ENSG00000140479	PCSK6	chr15	-	101289784	101525202	0.449	0.00326	0.0352
ENSG00000161048	NAPEPLD	chr7	-	103099776	103149560	0.00884	0.908	0.974
ENSG00000189129	PLAC9	chr10	+	80131682	80145359	-0.0397	0.957	
ENSG00000121653	MAPK8IP1	chr11	+	45885651	45906465	-0.0729	0.471	0.769
ENSG00000235518		chr15	-	26657030	26658763	-0.657	0.482	
ENSG00000286733		chr15	-	101602786	101614531	-0.653	0.708	
ENSG00000289810		chr5	-	71032670	71034400	-0.00499	0.985	0.996
ENSG00000152240	HAUS1	chr18	+	46104378	46128333	-0.176	0.00172	0.0214
ENSG00000184277	TM2D3	chr15	-	101621444	101652391	-0.105	0.202	0.525
ENSG00000289028		chr15	+	101652442	101653755	1.35	0.0581	
ENSG00000290760	UBE2Q2P13	chr15	-	101737099	101746870	0.775	0.359	
ENSG00000183643	C15orf32	chr15	+	92471654	92501117	-0.127	0.923	
ENSG00000164056	SPRY1	chr4	+	123396795	123403760	-0.326	3.82e-09	1.93e-07
ENSG00000198324	PHETA1	chr12	-	111360651	111369121	-0.145	0.181	0.497
ENSG00000161981	SNRNP25	chr16	+	53828	57669	-0.0932	0.205	0.529
ENSG00000126460	PRRG2	chr19	+	49580646	49591004	-0.188	0.588	0.838
ENSG00000240996		chr10	-	89694295	89697928	0.708	0.275	
ENSG00000007384	RHBDF1	chr16	-	58059	76355	0.121	0.393	0.714
ENSG00000102225	CDK16	chrX	+	47217860	47229997	-0.134	0.00734	0.0656
ENSG00000164761	TNFRSF11B	chr8	-	118923557	118951885	0.282	0.747	
ENSG00000187605	TET3	chr2	+	73984910	74108176	0.145	0.00776	0.0683
ENSG00000290082		chr17	-	29567823	29568533	-0.0614	0.869	0.959
ENSG00000007392	LUC7L	chr16	-	188969	229463	0.121	0.0612	0.27
ENSG00000277825		chr19	-	16352462	16353182	-1.49	0.297	
ENSG00000167930	FAM234A	chr16	+	234521	272183	-0.037	0.436	0.746
ENSG00000103429	BFAR	chr16	+	14632931	14669236	-0.0463	0.379	0.703
ENSG00000161664	ASB16	chr17	+	44170447	44179084	0.0206	0.989	
ENSG00000242173	ARHGDIG	chr16	+	280450	283010	0.938	0.285	
ENSG00000143149	ALDH9A1	chr1	-	165662216	165698562	-0.0873	0.108	0.373
ENSG00000103126	AXIN1	chr16	-	287440	352723	-0.0593	0.365	0.693
ENSG00000289245		chrX	-	49155862	49156285	-1.25	0.482	
ENSG00000177238	TRIM72	chr16	+	31214119	31231537	-0.0895	0.908	
ENSG00000138032	PPM1B	chr2	+	44167969	44244384	-0.0643	0.27	0.605
ENSG00000103202	NME4	chr16	+	396725	410367	-0.0725	0.197	0.518
ENSG00000242612	DECR2	chr16	+	401858	412487	0.266	0.0658	0.282
ENSG00000116032	GRIN3B	chr19	+	1000419	1009732	0.11	0.877	
ENSG00000090565	RAB11FIP3	chr16	+	425649	523011	0.104	0.192	0.511
ENSG00000171316	CHD7	chr8	+	60678740	60868028	-0.00438	0.942	0.984
ENSG00000103326	CAPN15	chr16	+	527712	554636	0.139	0.102	0.363
ENSG00000153563	CD8A	chr2	-	86784610	86808396	-2.43	0.197	
ENSG00000165392	WRN	chr8	+	31033788	31176138	0.0368	0.438	0.747
ENSG00000007541	PIGQ	chr16	+	566995	584109	0.135	0.116	0.388
ENSG00000257108	NHLRC4	chr16	+	567005	569495	0.019	0.993	
ENSG00000127578	WFIKKN1	chr16	+	629239	634117	-0.00594	0.968	0.99
ENSG00000214827	MTCP1	chrX	-	155064034	155147937	0.379	0.338	0.671
ENSG00000159792	PSKH1	chr16	+	67893254	67929676	0.0307	0.671	0.88
ENSG00000161996	WDR90	chr16	+	649311	667833	0.374	0.0808	0.319
ENSG00000164663	USP49	chr6	-	41789896	41895375	0.0576	0.242	0.574
ENSG00000103269	RHBDL1	chr16	+	675671	678268	0.341	0.419	0.734
ENSG00000165637	VDAC2	chr10	+	75210154	75231448	-0.0481	0.358	0.688
ENSG00000127580	WDR24	chr16	-	684622	690444	-0.0228	0.821	0.941
ENSG00000147174	GCNA	chrX	+	71578437	71613583	0.0892	0.825	0.942
ENSG00000253250	C8orf88	chr8	-	90958471	90985238	-0.211	0.0773	0.311
ENSG00000267002		chr17	-	43148368	43171037	0.157	0.0921	0.343
ENSG00000103254	ANTKMT	chr16	+	720581	722590	-0.288	0.0874	0.333
ENSG00000286786		chr15	+	38493308	38499985	0.067	0.618	0.852
ENSG00000162004	CCDC78	chr16	-	722582	726954	0.931	0.00926	0.0777
ENSG00000103253	HAGHL	chr16	+	726936	735525	0.36	0.228	0.558
ENSG00000103245	CIAO3	chr16	-	729760	741329	0.0654	0.511	0.795
ENSG00000007376	RPUSD1	chr16	-	784974	788397	0.0415	0.731	0.908
ENSG00000152380	FAM151B	chr5	+	80487969	80542563	-0.495	0.251	0.583
ENSG00000132199	ENOSF1	chr18	-	670318	712662	0.394	2.81e-07	1.03e-05
ENSG00000139908	TSSK4	chr14	+	24205696	24208362	0.0904	0.937	
ENSG00000127586	CHTF18	chr16	+	788046	800737	0.244	0.103	0.365
ENSG00000103227	LMF1	chr16	-	853634	981318	-0.101	0.53	0.804
ENSG00000115970	THADA	chr2	-	43230851	43596038	0.105	0.0527	0.247
ENSG00000271643	PDCD6IP-DT	chr3	-	33793644	33798539	0.306	0.327	0.662
ENSG00000260316		chr16	-	898967	905224	0.988	0.0758	
ENSG00000163633	C4orf36	chr4	-	86876205	86892422	0.0472	0.818	0.939
ENSG00000198839	ZNF277	chr7	+	112206695	112343934	-0.0314	0.707	0.898
ENSG00000105518	TMEM205	chr19	-	11342776	11346518	-0.0196	0.836	0.946
ENSG00000276931		chr16	-	968375	969012	0.158	0.68	0.885
ENSG00000159063	ALG8	chr11	-	78095244	78139660	0.0149	0.784	0.928
ENSG00000198242	RPL23A	chr17	+	28719985	28724359	-0.143	0.0103	0.0832
ENSG00000149100	EIF3M	chr11	+	32583798	32606264	-0.0539	0.303	0.64
ENSG00000288799		chr5	+	172007100	172007345	1.39	0.438	
ENSG00000290916		chr1	+	1503250	1509466	-1.46	0.405	
ENSG00000187244	BCAM	chr19	+	44809071	44821421	0.289	0.00213	0.0252
ENSG00000166263	STXBP4	chr17	+	54968727	55173632	0.135	0.0243	0.151
ENSG00000125877	ITPA	chr20	+	3208868	3223870	-0.00567	0.952	0.986
ENSG00000162407	PLPP3	chr1	-	56494761	56645301	-0.00787	0.904	0.973
ENSG00000232828		chrX	-	48698963	48737163	0.336	0.826	
ENSG00000167701	GPT	chr8	+	144502973	144507174	0.409	0.636	
ENSG00000086504	MRPL28	chr16	-	366969	371289	-0.169	0.0231	0.145
ENSG00000277010		chr16	+	1223639	1224143	0.582	0.37	
ENSG00000233203	DHCR24-DT	chr1	+	54887563	54888850	-0.487	0.813	
ENSG00000103275	UBE2I	chr16	+	1308880	1327018	-0.0672	0.141	0.435
ENSG00000188064	WNT7B	chr22	-	45920366	45977162	1.35	5.84e-09	2.85e-07
ENSG00000261505		chr16	-	1317891	1322845	-2.07	0.188	
ENSG00000116668	SWT1	chr1	+	185157080	185291781	-0.0323	0.745	0.916
ENSG00000007516	BAIAP3	chr16	+	1333638	1349439	0.0716	0.781	0.927
ENSG00000007520	TSR3	chr16	-	1349240	1351878	-0.0366	0.71	0.898
ENSG00000260425		chr16	-	1358900	1361405	0.426	0.783	
ENSG00000102900	NUP93	chr16	+	56730118	56850286	-0.116	0.0218	0.139
ENSG00000174109	UQCC4	chr16	-	1419752	1420756	0.0725	0.637	0.862
ENSG00000272218		chr4	+	186892552	186892983	0.0333	0.959	
ENSG00000187535	IFT140	chr16	-	1510427	1612072	0.0191	0.725	0.905
ENSG00000121067	SPOP	chr17	-	49598884	49678163	-0.0781	0.188	0.507
ENSG00000079819	EPB41L2	chr6	-	130839347	131063322	-0.133	0.0328	0.183
ENSG00000153944	MSI2	chr17	+	57255851	57684689	0.288	2.17e-11	1.57e-09
ENSG00000161011	SQSTM1	chr5	+	179806398	179838078	-0.0197	0.752	0.916
ENSG00000100802	C14orf93	chr14	-	22985894	23010166	0.118	0.378	0.703
ENSG00000283567	C19orf85	chr19	-	55463001	55464751	1.34	0.467	
ENSG00000206053	JPT2	chr16	+	1678256	1702280	-0.143	0.000671	0.0103
ENSG00000275092		chr16	+	1707252	1707973	0.00712	0.989	
ENSG00000074071	MRPS34	chr16	-	1771890	1773150	-0.0615	0.426	0.739
ENSG00000197774	EME2	chr16	+	1772810	1781708	0.381	0.00227	0.0265
ENSG00000161526	SAP30BP	chr17	+	75667251	75708062	-0.0334	0.553	0.818
ENSG00000245857		chr8	+	6835535	6885276	-0.612	0.0459	0.226
ENSG00000143164	DCAF6	chr1	+	167935783	168075843	0.0601	0.464	0.765
ENSG00000162032	SPSB3	chr16	-	1776712	1793700	-0.144	0.247	0.58
ENSG00000095906	NUBP2	chr16	+	1782932	1789186	-0.0314	0.719	0.903
ENSG00000236204	LINC01376	chr2	-	18986451	19348067	-0.155	0.677	0.884
ENSG00000114737	CISH	chr3	-	50606489	50611774	0.193	0.547	0.815
ENSG00000271383	NBPF19	chr1	+	149475045	149556361	-0.0584	0.521	0.799
ENSG00000105229	PIAS4	chr19	+	4007736	4039386	-0.127	0.0755	0.308
ENSG00000198736	MSRB1	chr16	-	1938229	1943199	-0.136	0.222	0.55
ENSG00000140986	RPL3L	chr16	-	1943974	1957606	0.444	0.802	
ENSG00000260630	SNAI3-AS1	chr16	+	88663298	88687282	0.174	0.162	0.467
ENSG00000100628	ASB2	chr14	-	93934166	93976739	0.419	0.476	
ENSG00000255198	SNHG9	chr16	+	1964895	1965509	-0.973	0.123	
ENSG00000277602		chr16	-	1971655	1971896	-0.189	0.903	
ENSG00000127561	SYNGR3	chr16	+	1989660	1994275	0.261	0.0289	0.168
ENSG00000065057	NTHL1	chr16	-	2039815	2047866	-0.0521	0.614	0.851
ENSG00000103197	TSC2	chr16	+	2047967	2089491	0.118	0.07	0.294
ENSG00000278053	DDX52	chr17	-	37609739	37643446	-0.0575	0.299	0.635
ENSG00000008710	PKD1	chr16	-	2088708	2135898	0.179	0.185	0.503
ENSG00000290690		chr15	-	84398316	84411701	0.666	0.258	
ENSG00000259933	PKD1-AS1	chr16	+	2091436	2095433	-1.85	0.378	
ENSG00000245384	CXXC4-AS1	chr4	+	104490849	104734546	-0.365	0.16	0.464
ENSG00000167964	RAB26	chr16	+	2140803	2154165	0.201	0.734	
ENSG00000260260	SNHG19	chr16	-	2154792	2155405	0.103	0.493	0.783
ENSG00000182685	BRICD5	chr16	-	2209253	2210905	-0.375	0.396	0.716
ENSG00000179588	ZFPM1	chr16	+	88453280	88537031	0.0589	0.716	0.902
ENSG00000197322	TMEM132E-DT	chr17	-	34574123	34579369	0.546	0.296	
ENSG00000184207	PGP	chr16	-	2211593	2214840	0.0373	0.669	0.879
ENSG00000259780		chr16	-	2235689	2236913	-1.66	0.237	
ENSG00000114573	ATP6V1A	chr3	+	113746770	113812056	-0.0572	0.198	0.52
ENSG00000174238	PITPNA	chr17	-	1517718	1562792	-0.0242	0.658	0.873
ENSG00000167968	DNASE1L2	chr16	+	2235816	2238711	-0.151	0.804	
ENSG00000050767	COL23A1	chr5	-	178237476	178590393	0.251	0.452	0.757
ENSG00000167969	ECI1	chr16	-	2239402	2252300	0.0103	0.892	0.968
ENSG00000196466	ZNF799	chr19	-	12390016	12401271	-0.205	0.0833	0.324
ENSG00000261663	ECI1-AS1	chr16	+	2240487	2241818	0.0704	0.966	
ENSG00000161813	LARP4	chr12	+	50392383	50480004	0.103	0.0283	0.166
ENSG00000260095		chr16	-	2452581	2452977	0.437	0.691	
ENSG00000162062	TEDC2	chr16	+	2460086	2464963	0.0178	0.834	0.945
ENSG00000288029		chr3	+	54033988	54058864	0.423	0.58	
ENSG00000162068	NTN3	chr16	+	2471297	2474145	-0.549	0.3	
ENSG00000113248	PCDHB15	chr5	+	141245395	141249365	-0.114	0.114	0.387
ENSG00000162065	TBC1D24	chr16	+	2475051	2509560	0.133	0.0993	0.358
ENSG00000261140		chr16	-	2569043	2571936	0.359	0.338	0.671
ENSG00000165688	PMPCA	chr9	+	136410630	136427992	0.0122	0.828	0.944
ENSG00000113263	ITK	chr5	+	157142933	157255185	1.11	0.566	
ENSG00000260176		chr16	-	2644084	2645214	-1.76	0.233	
ENSG00000183621	ZNF438	chr10	-	30820207	31031937	-0.13	0.375	0.7
ENSG00000167977	KCTD5	chr16	+	2682523	2709030	-0.0738	0.353	0.684
ENSG00000115364	MRPL19	chr2	+	75646783	75690851	0.0985	0.0412	0.211
ENSG00000205913	SRRM2-AS1	chr16	-	2737076	2752600	0.0822	0.731	0.908
ENSG00000167978	SRRM2	chr16	+	2752626	2772538	0.0825	0.174	0.485
ENSG00000213397	HAUS7	chrX	-	153447668	153495516	-0.178	0.0843	0.326
ENSG00000241563	CORT	chr1	+	10450031	10451998	-0.344	0.465	0.765
ENSG00000103355	PRSS33	chr16	-	2783953	2787948	0.673	0.643	
ENSG00000051523	CYBA	chr16	-	88643275	88651083	0.0484	0.511	0.795
ENSG00000171314	PGAM1	chr10	+	97426191	97433444	-0.11	0.0354	0.192
ENSG00000229335	DANT1	chrX	+	115840899	115908066	0.28	0.224	0.553
ENSG00000105656	ELL	chr19	-	18442663	18522116	-0.0275	0.807	0.935
ENSG00000263280		chr16	-	2866325	2868251	-0.151	0.865	
ENSG00000059122	FLYWCH1	chr16	+	2911931	2951208	-0.0628	0.565	0.827
ENSG00000105321	CCDC9	chr19	+	47255980	47273701	0.0165	0.853	0.952
ENSG00000131650	KREMEN2	chr16	+	2964216	2968380	0.519	0.0883	0.334
ENSG00000274367		chr16	-	2981175	2981591	0.849	0.558	
ENSG00000229325	ACAP2-IT1	chr3	-	195280723	195282741	0.758	0.13	0.414
ENSG00000273403		chr3	+	184741937	184742462	-0.269	0.815	
ENSG00000131652	THOC6	chr16	+	3024027	3027755	-0.0042	0.96	0.988
ENSG00000164037	SLC9B1	chr4	-	102885048	103019719	-0.177	0.505	0.791
ENSG00000162069	BICDL2	chr16	-	3027682	3036944	-0.531	0.79	
ENSG00000286831		chr7	-	142725729	142733437	0.0891	0.95	
ENSG00000261971	MMP25-AS1	chr16	-	3037400	3059370	0.172	0.323	0.657
ENSG00000008517	IL32	chr16	+	3065297	3082192	1.09	0.254	
ENSG00000130182	ZSCAN10	chr16	-	3088890	3099295	-0.0124	0.927	0.98
ENSG00000115306	SPTBN1	chr2	+	54456317	54671446	0.0841	0.12	0.397
ENSG00000263072	ZNF213-AS1	chr16	-	3100696	3143734	-0.0302	0.74	0.913
ENSG00000075643	MOCOS	chr18	+	36187497	36272157	0.0864	0.66	0.874
ENSG00000198945	L3MBTL3	chr6	+	130013699	130141449	-0.109	0.164	0.47
ENSG00000085644	ZNF213	chr16	+	3129777	3142804	-0.216	0.0816	0.32
ENSG00000122386	ZNF205	chr16	+	3112560	3120517	-0.00726	0.955	0.986
ENSG00000010539	ZNF200	chr16	-	3222325	3236221	-0.0819	0.377	0.702
ENSG00000075785	RAB7A	chr3	+	128693669	128825942	-0.0481	0.342	0.674
ENSG00000115275	MOGS	chr2	-	74461057	74465410	-0.0568	0.329	0.663
ENSG00000290183		chr16	+	3263800	3291029	0.719	0.00186	0.0227
ENSG00000130700	GATA5	chr20	-	62463497	62475995	-0.553	0.789	
ENSG00000162086	ZNF75A	chr16	+	3305406	3318852	0.0582	0.476	0.771
ENSG00000135549	PKIB	chr6	+	122471917	122726373	0.0948	0.231	0.561
ENSG00000161652	IZUMO2	chr19	-	50152548	50163281	0.0935	0.833	0.945
ENSG00000026508	CD44	chr11	+	35138882	35232402	0.569	0.0517	0.245
ENSG00000135740	SLC9A5	chr16	+	67237683	67272191	0.227	0.291	0.628
ENSG00000167981	ZNF597	chr16	-	3432414	3443504	0.0928	0.48	0.774
ENSG00000231249	ITPR1-DT	chr3	-	4490312	4493201	-0.432	0.41	0.728
ENSG00000171806	METTL18	chr1	-	169792529	169794963	-0.117	0.314	0.65
ENSG00000122390	NAA60	chr16	+	3443649	3486953	-0.129	0.0698	0.294
ENSG00000141526	SLC16A3	chr17	+	82217934	82261129	0.083	0.812	0.937
ENSG00000262312		chr16	+	3542739	3545785	0.411	0.236	0.566
ENSG00000188827	SLX4	chr16	-	3581181	3611606	-0.105	0.0909	0.34
ENSG00000112514	CUTA	chr6	-	33416442	33418317	-0.0658	0.181	0.497
ENSG00000132603	NIP7	chr16	+	69337996	69343106	0.0383	0.555	0.819
ENSG00000005339	CREBBP	chr16	-	3725054	3880713	0.0322	0.582	0.835
ENSG00000282787		chr10	+	125162379	125162971	-0.862	0.506	
ENSG00000162104	ADCY9	chr16	-	3953387	4116442	0.0331	0.757	0.918
ENSG00000185739	SRL	chr16	-	4189374	4242080	1.08	0.564	
ENSG00000262468	LINC01569	chr16	-	4243943	4253847	0.259	0.306	0.643
ENSG00000158445	KCNB1	chr20	-	49293394	49484297	0.276	0.00836	0.0723
ENSG00000176842	IRX5	chr16	+	54930865	54934485	0.209	0.432	0.742
ENSG00000264456		chr17	+	30971652	30973312	0.404	0.188	0.507
ENSG00000277440		chr16	+	4430522	4431103	0.35	0.53	
ENSG00000153406	NMRAL1	chr16	-	4461691	4495763	-0.034	0.638	0.863
ENSG00000086200	IPO11	chr5	+	62403972	62628582	0.0124	0.798	0.933
ENSG00000278434		chr16	-	4532216	4533670	0.198	0.383	0.706
ENSG00000128016	ZFP36	chr19	+	39406847	39409412	0.196	0.34	0.672
ENSG00000205832	C16orf96	chr16	+	4556340	4600758	0.0122	0.947	0.985
ENSG00000102858	MGRN1	chr16	+	4616493	4690974	0.00157	0.978	0.994
ENSG00000281128	PTENP1-AS	chr9	+	33676785	33688011	-0.27	0.587	0.837
ENSG00000166246	DNAAF8	chr16	+	4734344	4749396	-0.629	0.536	
ENSG00000103199	ZNF500	chr16	-	4748239	4767624	0.0438	0.652	0.869
ENSG00000169727	GPS1	chr17	+	82050691	82057470	-0.0864	0.182	0.498
ENSG00000267077		chr16	-	4795265	4796532	1.33	0.307	
ENSG00000178150	ZNF114	chr19	+	48270081	48287608	-0.021	0.852	0.952
ENSG00000258457	AJUBA-DT	chr14	+	22982698	22999078	0.0639	0.915	
ENSG00000067836	ROGDI	chr16	-	4796968	4802880	-0.137	0.242	0.574
ENSG00000288940		chr4	+	30717369	30718929	0.0684	0.848	0.95
ENSG00000204519	ZNF551	chr19	+	57681969	57717301	0.0104	0.855	0.953
ENSG00000102554	KLF5	chr13	+	73054976	73077541	0.214	0.538	0.81
ENSG00000140632	GLYR1	chr16	-	4803203	4847288	-0.0684	0.153	0.452
ENSG00000275056		chr16	-	4839244	4840334	0.484	0.102	0.363
ENSG00000118900	UBN1	chr16	+	4846665	4882401	0.0485	0.37	0.697
ENSG00000289214		chr9	+	85858720	85859761	0.673	0.192	0.511
ENSG00000118898	PPL	chr16	-	4882507	4960741	0.73	5.95e-10	3.44e-08
ENSG00000096060	FKBP5	chr6	-	35573585	35728583	0.0621	0.185	0.503
ENSG00000103174	NAGPA	chr16	-	5024844	5034141	-0.0355	0.821	0.941
ENSG00000153446	C16orf89	chr16	-	5044122	5066110	-0.0514	0.944	
ENSG00000137218	FRS3	chr6	-	41770176	41786542	-0.0179	0.915	0.976
ENSG00000147650	LRP12	chr8	-	104489231	104589258	0.0222	0.709	0.898
ENSG00000078328	RBFOX1	chr16	+	5239802	7713340	0.322	0.115	0.387
ENSG00000164885	CDK5	chr7	-	151053815	151057897	-0.248	0.135	0.425
ENSG00000257180		chr16	+	6056975	6092954	1.35	0.369	
ENSG00000117616	RSRP1	chr1	-	25242249	25338213	-0.00181	0.981	0.994
ENSG00000232258	TMEM114	chr16	-	8537605	8590511	0.244	0.713	
ENSG00000133958	UNC79	chr14	+	93333219	93707876	0.223	0.115	0.387
ENSG00000099377	HSD3B7	chr16	+	30985207	30989147	0.347	0.251	0.584
ENSG00000113407	TARS1	chr5	+	33440696	33468091	-0.0859	0.178	0.492
ENSG00000184857	TMEM186	chr16	-	8780384	8797642	-0.0687	0.545	0.814
ENSG00000104812	GYS1	chr19	-	48968130	48993310	-0.0256	0.709	0.898
ENSG00000187555	USP7	chr16	-	8892097	8975328	-0.0629	0.2	0.522
ENSG00000272374	SCUBE3-AS1	chr6	-	35220370	35224630	0.253	0.172	0.482
ENSG00000161558	TMEM143	chr19	-	48332356	48364059	-0.00884	0.947	0.985
ENSG00000268401		chr19	+	46027648	46031667	0.297	0.215	0.542
ENSG00000197375	SLC22A5	chr5	+	132369710	132395613	0.141	0.341	0.673
ENSG00000169715	MT1E	chr16	+	56625475	56627112	0.692	0.65	
ENSG00000166402	TUB	chr11	+	8019244	8106243	-0.0426	0.482	0.775
ENSG00000087299	L2HGDH	chr14	-	50237563	50312229	0.147	0.0608	0.269
ENSG00000261617	LINC02177	chr16	+	9355588	9408093	0.0214	0.981	
ENSG00000005243	COPZ2	chr17	-	48026167	48038030	-1.24	0.498	
ENSG00000260071		chr16	+	9365540	9518325	0.835	0.574	
ENSG00000275613		chr17	+	36722443	36726346	0.167	0.754	
ENSG00000077235	GTF3C1	chr16	-	27459555	27549913	0.0314	0.506	0.793
ENSG00000246379	GNAO1-DT	chr16	-	55984009	56191118	0.0178	0.971	0.991
ENSG00000204852	TCTN1	chr12	+	110614027	110663431	0.0782	0.289	0.626
ENSG00000043514	TRIT1	chr1	-	39838110	39883511	-0.0193	0.782	0.927
ENSG00000183454	GRIN2A	chr16	-	9753404	10182928	-0.0603	0.627	0.857
ENSG00000142549	IGLON5	chr19	+	51311644	51330891	-0.298	2.6e-05	0.000609
ENSG00000137857	DUOX1	chr15	+	45129933	45165576	-0.17	0.889	
ENSG00000289532		chr4	-	98259390	98261215	0.0255	0.926	0.98
ENSG00000130935	NOL11	chr17	+	67717931	67744531	-0.047	0.362	0.691
ENSG00000213853	EMP2	chr16	-	10528422	10580632	0.0753	0.35	0.681
ENSG00000148468	FAM171A1	chr10	-	15211643	15371289	-0.0651	0.274	0.61
ENSG00000103274	NUBP1	chr16	+	10743786	10769351	-0.183	0.019	0.128
ENSG00000166676	TVP23A	chr16	-	10760919	10818794	0.227	0.128	0.411
ENSG00000038532	CLEC16A	chr16	+	10944539	11182186	0.0859	0.254	0.586
ENSG00000260924	LINC01311	chr22	+	19171395	19172851	0.349	0.189	0.508
ENSG00000115904	SOS1	chr2	-	38962206	39124345	0.0484	0.32	0.654
ENSG00000113583	C5orf15	chr5	-	133955510	133968674	-0.0152	0.82	0.94
ENSG00000274038		chr16	+	11056556	11057034	0.849	0.424	
ENSG00000112041	TULP1	chr6	-	35497874	35512896	-0.293	0.409	0.726
ENSG00000264345	LINC01894	chr18	-	24932771	24987919	-0.558	0.603	
ENSG00000175643	RMI2	chr16	+	11249619	11381662	-0.0616	0.287	0.624
