gene_ID	hgnc_symbol	chr	strand	start	end	PITX1_PTC_log2FoldChange	PITX1_PTC_pvalue	PITX1_PTC_padj
ENSG00000082898	XPO1	chr2	-	61476032	61538741	-0.0381	0.512	1
ENSG00000124596	OARD1	chr6	-	41033627	41097787	0.18	0.136	1
ENSG00000111837	MAK	chr6	-	10762723	10838553	-0.28	0.374	1
ENSG00000262406	MMP12	chr11	-	102862736	102874982	-0.254	0.473	1
ENSG00000147117	ZNF157	chrX	+	47370578	47414498	-1.32	0.439	1
ENSG00000140470	ADAMTS17	chr15	-	99971437	100342005	0.0869	0.701	1
ENSG00000154227	CERS3	chr15	-	100400395	100544995	0.176	0.839	1
ENSG00000183475	ASB7	chr15	+	100602589	100651701	-0.04	0.704	1
ENSG00000149182	ARFGAP2	chr11	-	47164299	47177125	0.0206	0.822	1
ENSG00000259314		chr15	-	90604225	90614558	-31.3	3.43e-20	
ENSG00000113494	PRLR	chr5	-	35048756	35230487	-0.126	0.124	1
ENSG00000134265	NAPG	chr18	+	10525905	10552764	-0.0757	0.505	1
ENSG00000248746	ACTN3	chr11	+	66546395	66563334	0.0374	0.968	1
ENSG00000184254	ALDH1A3	chr15	+	100877714	100916626	-0.167	0.475	1
ENSG00000139613	SMARCC2	chr12	-	56162359	56189567	0.034	0.756	1
ENSG00000259583	ALDH1A3-AS1	chr15	-	100892343	100919391	0.412	0.185	1
ENSG00000104221	BRF2	chr8	-	37843268	37849861	0.0958	0.537	1
ENSG00000154237	LRRK1	chr15	+	100919327	101078257	0.175	0.416	1
ENSG00000259376		chr15	-	101043716	101049456	1.82	0.581	1
ENSG00000119328	ABITRAM	chr9	+	108934400	108950744	-0.148	0.234	1
ENSG00000287892		chr15	-	101058647	101063904	-0.261	0.807	1
ENSG00000131873	CHSY1	chr15	-	101175727	101252048	0.0113	0.894	1
ENSG00000170175	CHRNB1	chr17	+	7445061	7457710	0.152	0.227	1
ENSG00000101126	ADNP	chr20	-	50888916	50931437	-0.0217	0.719	1
ENSG00000131876	SNRPA1	chr15	-	101281510	101295282	-0.138	0.0939	1
ENSG00000225556	C2CD4D	chr1	-	151837818	151840557	0.11	0.779	1
ENSG00000140479	PCSK6	chr15	-	101289784	101525202	-0.0368	0.733	1
ENSG00000161048	NAPEPLD	chr7	-	103099776	103149560	0.358	0.174	1
ENSG00000189129	PLAC9	chr10	+	80131682	80145359	-0.395	0.309	1
ENSG00000121653	MAPK8IP1	chr11	+	45885651	45906465	-0.13	0.422	1
ENSG00000286733		chr15	-	101602786	101614531	-0.109	0.87	1
ENSG00000289810		chr5	-	71032670	71034400	1.3	0.262	1
ENSG00000152240	HAUS1	chr18	+	46104378	46128333	0.0206	0.918	1
ENSG00000184277	TM2D3	chr15	-	101621444	101652391	-0.0817	0.361	1
ENSG00000289028		chr15	+	101652442	101653755	0.348	0.806	1
ENSG00000290760	UBE2Q2P13	chr15	-	101737099	101746870	0.473	0.716	1
ENSG00000136695	IL36RN	chr2	+	113058638	113065382	-0.0815	0.412	1
ENSG00000164056	SPRY1	chr4	+	123396795	123403760	0.119	0.608	1
ENSG00000198324	PHETA1	chr12	-	111360651	111369121	-0.0644	0.685	1
ENSG00000161981	SNRNP25	chr16	+	53828	57669	0.0206	0.896	1
ENSG00000126460	PRRG2	chr19	+	49580646	49591004	0.0268	0.896	1
ENSG00000240996		chr10	-	89694295	89697928	-1.28	0.685	1
ENSG00000007384	RHBDF1	chr16	-	58059	76355	-0.0936	0.391	1
ENSG00000102225	CDK16	chrX	+	47217860	47229997	-0.0107	0.9	1
ENSG00000164761	TNFRSF11B	chr8	-	118923557	118951885	-2.39	0.49	
ENSG00000188536	HBA2	chr16	+	172876	173710	-0.991	0.355	1
ENSG00000287693		chr18	+	71137829	71208366	1.73	0.552	1
ENSG00000187605	TET3	chr2	+	73984910	74108176	0.0649	0.326	1
ENSG00000290082		chr17	-	29567823	29568533	-0.139	0.799	1
ENSG00000007392	LUC7L	chr16	-	188969	229463	0.134	0.159	1
ENSG00000277825		chr19	-	16352462	16353182	0.0886	0.979	1
ENSG00000167930	FAM234A	chr16	+	234521	272183	-0.0946	0.217	1
ENSG00000103429	BFAR	chr16	+	14632931	14669236	0.0294	0.721	1
ENSG00000161664	ASB16	chr17	+	44170447	44179084	0.487	0.422	1
ENSG00000242173	ARHGDIG	chr16	+	280450	283010	0.891	0.497	1
ENSG00000143149	ALDH9A1	chr1	-	165662216	165698562	-0.0221	0.843	1
ENSG00000103126	AXIN1	chr16	-	287440	352723	-0.0113	0.921	1
ENSG00000177238	TRIM72	chr16	+	31214119	31231537	0.895	0.405	1
ENSG00000138032	PPM1B	chr2	+	44167969	44244384	-0.079	0.248	1
ENSG00000103202	NME4	chr16	+	396725	410367	-0.0167	0.906	1
ENSG00000242612	DECR2	chr16	+	401858	412487	0.227	0.328	1
ENSG00000116032	GRIN3B	chr19	+	1000419	1009732	0.455	0.597	1
ENSG00000090565	RAB11FIP3	chr16	+	425649	523011	0.0392	0.715	1
ENSG00000171316	CHD7	chr8	+	60678740	60868028	-0.0921	0.222	1
ENSG00000103326	CAPN15	chr16	+	527712	554636	0.054	0.645	1
ENSG00000261691		chr16	-	547185	553847	1.3	0.715	
ENSG00000165392	WRN	chr8	+	31033788	31176138	0.104	0.244	1
ENSG00000007541	PIGQ	chr16	+	566995	584109	-0.128	0.473	1
ENSG00000257108	NHLRC4	chr16	+	567005	569495	0.422	0.699	1
ENSG00000248373		chr4	+	104900125	105120000	0.326	0.915	1
ENSG00000127578	WFIKKN1	chr16	+	629239	634117	0.355	0.328	1
ENSG00000214827	MTCP1	chrX	-	155064034	155147937	-0.129	0.829	1
ENSG00000159792	PSKH1	chr16	+	67893254	67929676	0.212	0.175	1
ENSG00000161996	WDR90	chr16	+	649311	667833	-0.0592	0.695	1
ENSG00000164663	USP49	chr6	-	41789896	41895375	0.0153	0.921	1
ENSG00000262528		chr16	-	654611	656194	2.4	0.454	1
ENSG00000232316	LINC02518	chr6	-	113428540	113433555	-0.909	0.282	1
ENSG00000103269	RHBDL1	chr16	+	675671	678268	0.135	0.771	1
ENSG00000165637	VDAC2	chr10	+	75210154	75231448	-0.0602	0.369	1
ENSG00000127580	WDR24	chr16	-	684622	690444	-0.0718	0.635	1
ENSG00000147174	GCNA	chrX	+	71578437	71613583	-0.00081	0.997	1
ENSG00000253250	C8orf88	chr8	-	90958471	90985238	-0.24	0.464	1
ENSG00000267002		chr17	-	43148368	43171037	0.21	0.32	1
ENSG00000103254	ANTKMT	chr16	+	720581	722590	-0.171	0.545	1
ENSG00000286786		chr15	+	38493308	38499985	-0.00611	0.975	1
ENSG00000162004	CCDC78	chr16	-	722582	726954	0.725	0.132	1
ENSG00000103253	HAGHL	chr16	+	726936	735525	-0.302	0.372	1
ENSG00000103245	CIAO3	chr16	-	729760	741329	-0.23	0.0663	1
ENSG00000007376	RPUSD1	chr16	-	784974	788397	-0.203	0.0919	1
ENSG00000152380	FAM151B	chr5	+	80487969	80542563	0.091	0.672	1
ENSG00000132199	ENOSF1	chr18	-	670318	712662	0.326	0.00662	0.404
ENSG00000139908	TSSK4	chr14	+	24205696	24208362	0.275	0.72	1
ENSG00000127586	CHTF18	chr16	+	788046	800737	-0.101	0.312	1
ENSG00000103227	LMF1	chr16	-	853634	981318	0.154	0.348	1
ENSG00000232884		chr21	-	14676689	14763259	0.576	0.216	1
ENSG00000287667		chr4	+	186326302	186336662	-0.314	0.864	1
ENSG00000115970	THADA	chr2	-	43230851	43596038	-0.163	0.135	1
ENSG00000271643	PDCD6IP-DT	chr3	-	33793644	33798539	0.0202	0.946	1
ENSG00000260316		chr16	-	898967	905224	0.69	0.42	1
ENSG00000163633	C4orf36	chr4	-	86876205	86892422	0.107	0.817	1
ENSG00000260439	LMF1-AS1	chr16	+	921033	934495	-1.03	0.44	1
ENSG00000198839	ZNF277	chr7	+	112206695	112343934	-0.0753	0.386	1
ENSG00000105518	TMEM205	chr19	-	11342776	11346518	-0.0114	0.929	1
ENSG00000276931		chr16	-	968375	969012	0.551	0.554	1
ENSG00000159063	ALG8	chr11	-	78095244	78139660	0.00396	0.97	1
ENSG00000198242	RPL23A	chr17	+	28719985	28724359	-0.185	0.00229	0.182
ENSG00000149100	EIF3M	chr11	+	32583798	32606264	-0.067	0.249	1
ENSG00000290916		chr1	+	1503250	1509466	0.855	0.333	1
ENSG00000261713	SSTR5-AS1	chr16	-	1064087	1078731	-0.0806	0.836	1
ENSG00000187244	BCAM	chr19	+	44809071	44821421	0.019	0.828	1
ENSG00000166263	STXBP4	chr17	+	54968727	55173632	-0.0508	0.715	1
ENSG00000125877	ITPA	chr20	+	3208868	3223870	0.0253	0.867	1
ENSG00000162407	PLPP3	chr1	-	56494761	56645301	-0.139	0.072	1
ENSG00000116176	TPSG1	chr16	-	1221651	1225268	-28.6	5.7e-18	
ENSG00000167701	GPT	chr8	+	144502973	144507174	0.358	0.869	1
ENSG00000086504	MRPL28	chr16	-	366969	371289	0.0796	0.53	1
ENSG00000233203	DHCR24-DT	chr1	+	54887563	54888850	1.27	0.753	
ENSG00000103275	UBE2I	chr16	+	1308880	1327018	-0.128	0.041	0.989
ENSG00000188064	WNT7B	chr22	-	45920366	45977162	-0.196	0.281	1
ENSG00000204323	SMIM5	chr17	+	75633434	75641404	-0.0577	0.883	1
ENSG00000261505		chr16	-	1317891	1322845	-1.41	0.577	1
ENSG00000116668	SWT1	chr1	+	185157080	185291781	-0.0815	0.581	1
ENSG00000007516	BAIAP3	chr16	+	1333638	1349439	-0.0687	0.805	1
ENSG00000007520	TSR3	chr16	-	1349240	1351878	0.237	0.0774	1
ENSG00000260425		chr16	-	1358900	1361405	-1.51	0.501	1
ENSG00000102900	NUP93	chr16	+	56730118	56850286	-0.101	0.263	1
ENSG00000174109	UQCC4	chr16	-	1419752	1420756	-0.079	0.659	1
ENSG00000272218		chr4	+	186892552	186892983	-0.264	0.802	1
ENSG00000187535	IFT140	chr16	-	1510427	1612072	0.24	0.132	1
ENSG00000121067	SPOP	chr17	-	49598884	49678163	0.00416	0.965	1
ENSG00000079819	EPB41L2	chr6	-	130839347	131063322	0.0596	0.598	1
ENSG00000153944	MSI2	chr17	+	57255851	57684689	0.21	0.111	1
ENSG00000161011	SQSTM1	chr5	+	179806398	179838078	-0.051	0.491	1
ENSG00000100802	C14orf93	chr14	-	22985894	23010166	0.17	0.537	1
ENSG00000206053	JPT2	chr16	+	1678256	1702280	-0.000149	0.998	1
ENSG00000275092		chr16	+	1707252	1707973	-0.649	0.457	1
ENSG00000074071	MRPS34	chr16	-	1771890	1773150	0.0281	0.777	1
ENSG00000197774	EME2	chr16	+	1772810	1781708	-0.0439	0.784	1
ENSG00000161526	SAP30BP	chr17	+	75667251	75708062	-0.0469	0.568	1
ENSG00000245857		chr8	+	6835535	6885276	0.408	0.909	
ENSG00000143164	DCAF6	chr1	+	167935783	168075843	0.108	0.0618	1
ENSG00000162032	SPSB3	chr16	-	1776712	1793700	-0.0352	0.793	1
ENSG00000095906	NUBP2	chr16	+	1782932	1789186	0.0343	0.846	1
ENSG00000236204	LINC01376	chr2	-	18986451	19348067	-0.186	0.857	1
ENSG00000114737	CISH	chr3	-	50606489	50611774	0.288	0.251	1
ENSG00000271383	NBPF19	chr1	+	149475045	149556361	0.0279	0.81	1
ENSG00000105229	PIAS4	chr19	+	4007736	4039386	-0.221	0.031	0.882
ENSG00000198736	MSRB1	chr16	-	1938229	1943199	0.13	0.373	1
ENSG00000140986	RPL3L	chr16	-	1943974	1957606	-0.371	0.636	1
ENSG00000260630	SNAI3-AS1	chr16	+	88663298	88687282	0.11	0.747	1
ENSG00000100628	ASB2	chr14	-	93934166	93976739	-0.289	0.161	1
ENSG00000255198	SNHG9	chr16	+	1964895	1965509	-0.345	0.194	1
ENSG00000277602		chr16	-	1971655	1971896	0.75	0.626	1
ENSG00000127561	SYNGR3	chr16	+	1989660	1994275	-0.0484	0.898	1
ENSG00000065057	NTHL1	chr16	-	2039815	2047866	-0.0012	0.996	1
ENSG00000103197	TSC2	chr16	+	2047967	2089491	-0.0533	0.468	1
ENSG00000278053	DDX52	chr17	-	37609739	37643446	0.0285	0.809	1
ENSG00000008710	PKD1	chr16	-	2088708	2135898	-0.0328	0.775	1
ENSG00000290690		chr15	-	84398316	84411701	-0.534	0.64	1
ENSG00000259933	PKD1-AS1	chr16	+	2091436	2095433	16.2	5.15e-10	
ENSG00000260447		chr16	+	2119207	2120248	-1.65	0.551	1
ENSG00000167964	RAB26	chr16	+	2140803	2154165	-0.678	0.499	1
ENSG00000260260	SNHG19	chr16	-	2154792	2155405	-0.122	0.393	1
ENSG00000130701	RBBP8NL	chr20	-	62410237	62427539	-0.0531	0.662	1
ENSG00000182685	BRICD5	chr16	-	2209253	2210905	0.274	0.639	1
ENSG00000179588	ZFPM1	chr16	+	88453280	88537031	-0.302	0.242	1
ENSG00000197322	TMEM132E-DT	chr17	-	34574123	34579369	-1.74	0.637	
ENSG00000184207	PGP	chr16	-	2211593	2214840	-0.137	0.21	1
ENSG00000259780		chr16	-	2235689	2236913	0.159	0.863	1
ENSG00000114573	ATP6V1A	chr3	+	113746770	113812056	-0.0586	0.424	1
ENSG00000174238	PITPNA	chr17	-	1517718	1562792	-0.119	0.11	1
ENSG00000276850		chr10	-	47908064	47991877	-0.137	0.234	1
ENSG00000167968	DNASE1L2	chr16	+	2235816	2238711	0.304	0.859	1
ENSG00000050767	COL23A1	chr5	-	178237476	178590393	0.172	0.728	1
ENSG00000167969	ECI1	chr16	-	2239402	2252300	-0.043	0.785	1
ENSG00000196466	ZNF799	chr19	-	12390016	12401271	0.351	0.0179	0.698
ENSG00000261663	ECI1-AS1	chr16	+	2240487	2241818	0.887	0.756	1
ENSG00000161813	LARP4	chr12	+	50392383	50480004	-0.0699	0.312	1
ENSG00000260095		chr16	-	2452581	2452977	-2.2	0.381	1
ENSG00000162062	TEDC2	chr16	+	2460086	2464963	-0.135	0.617	1
ENSG00000291195		chr17	+	20436337	20447249	-3.04	0.186	1
ENSG00000288029		chr3	+	54033988	54058864	-0.974	0.453	1
ENSG00000162068	NTN3	chr16	+	2471297	2474145	-1.76	0.613	1
ENSG00000113248	PCDHB15	chr5	+	141245395	141249365	0.11	0.816	1
ENSG00000162065	TBC1D24	chr16	+	2475051	2509560	0.00656	0.972	1
ENSG00000254739		chr11	+	528907	529659	-0.0043	0.999	1
ENSG00000261140		chr16	-	2569043	2571936	0.0427	0.935	1
ENSG00000165688	PMPCA	chr9	+	136410630	136427992	-0.128	0.155	1
ENSG00000260436		chr16	-	2571570	2572353	0.385	0.918	
ENSG00000253181		chr8	+	37717579	37733756	0.528	0.575	1
ENSG00000261093		chr16	-	2597881	2599718	-1.46	0.399	1
ENSG00000260176		chr16	-	2644084	2645214	-0.565	0.715	1
ENSG00000104827	CGB3	chr19	-	49022869	49024333	0.0751	0.795	1
ENSG00000183621	ZNF438	chr10	-	30820207	31031937	0.219	0.561	1
ENSG00000167977	KCTD5	chr16	+	2682523	2709030	-0.0711	0.336	1
ENSG00000115364	MRPL19	chr2	+	75646783	75690851	0.0371	0.699	1
ENSG00000205913	SRRM2-AS1	chr16	-	2737076	2752600	-0.203	0.714	1
ENSG00000167978	SRRM2	chr16	+	2752626	2772538	-0.032	0.54	1
ENSG00000213397	HAUS7	chrX	-	153447668	153495516	-0.128	0.275	1
ENSG00000241563	CORT	chr1	+	10450031	10451998	-0.708	0.666	1
ENSG00000051523	CYBA	chr16	-	88643275	88651083	-0.0554	0.455	1
ENSG00000289445		chr21	+	38959431	38961079	-1.04	0.515	1
ENSG00000171314	PGAM1	chr10	+	97426191	97433444	0.0125	0.834	1
ENSG00000229335	DANT1	chrX	+	115840899	115908066	0.804	0.522	1
ENSG00000105656	ELL	chr19	-	18442663	18522116	-0.00808	0.928	1
ENSG00000005001	PRSS22	chr16	-	2852730	2858170	0.254	0.307	1
ENSG00000265728		chr18	+	10594590	10604798	2.38	0.307	1
ENSG00000059122	FLYWCH1	chr16	+	2911931	2951208	0.267	0.178	1
ENSG00000105321	CCDC9	chr19	+	47255980	47273701	-0.0869	0.424	1
ENSG00000131650	KREMEN2	chr16	+	2964216	2968380	0.32	0.61	1
ENSG00000274367		chr16	-	2981175	2981591	-0.0695	0.978	1
ENSG00000229325	ACAP2-IT1	chr3	-	195280723	195282741	1.05	0.251	1
ENSG00000272079		chr16	+	3006120	3007388	0.114	0.685	1
ENSG00000131652	THOC6	chr16	+	3024027	3027755	0.00185	0.988	1
ENSG00000164037	SLC9B1	chr4	-	102885048	103019719	-1.56	0.424	1
ENSG00000162069	BICDL2	chr16	-	3027682	3036944	-0.0223	0.908	1
ENSG00000261971	MMP25-AS1	chr16	-	3037400	3059370	0.147	0.482	1
ENSG00000008517	IL32	chr16	+	3065297	3082192	0.252	0.487	1
ENSG00000130182	ZSCAN10	chr16	-	3088890	3099295	0.76	0.239	1
ENSG00000140379	BCL2A1	chr15	-	79960892	79971196	0.77	0.698	1
ENSG00000115306	SPTBN1	chr2	+	54456317	54671446	0.0405	0.64	1
ENSG00000263072	ZNF213-AS1	chr16	-	3100696	3143734	0.35	0.08	1
ENSG00000075643	MOCOS	chr18	+	36187497	36272157	0.00638	0.956	1
ENSG00000198945	L3MBTL3	chr6	+	130013699	130141449	0.0116	0.924	1
ENSG00000085644	ZNF213	chr16	+	3129777	3142804	-0.0387	0.831	1
ENSG00000122386	ZNF205	chr16	+	3112560	3120517	-0.151	0.36	1
ENSG00000010539	ZNF200	chr16	-	3222325	3236221	-0.02	0.923	1
ENSG00000075785	RAB7A	chr3	+	128693669	128825942	-0.0575	0.347	1
ENSG00000115275	MOGS	chr2	-	74461057	74465410	-0.0471	0.551	1
ENSG00000290183		chr16	+	3263800	3291029	-0.614	0.629	1
ENSG00000130700	GATA5	chr20	-	62463497	62475995	-0.11	0.582	1
ENSG00000162086	ZNF75A	chr16	+	3305406	3318852	0.348	0.0322	0.896
ENSG00000135549	PKIB	chr6	+	122471917	122726373	-0.0108	0.896	1
ENSG00000161652	IZUMO2	chr19	-	50152548	50163281	2.49	0.364	1
ENSG00000026508	CD44	chr11	+	35138882	35232402	-0.252	0.709	1
ENSG00000135740	SLC9A5	chr16	+	67237683	67272191	-0.0717	0.858	1
ENSG00000167981	ZNF597	chr16	-	3432414	3443504	0.221	0.341	1
ENSG00000231249	ITPR1-DT	chr3	-	4490312	4493201	0.378	0.494	1
ENSG00000171806	METTL18	chr1	-	169792529	169794963	0.267	0.34	1
ENSG00000122390	NAA60	chr16	+	3443649	3486953	0.0925	0.351	1
ENSG00000141526	SLC16A3	chr17	+	82217934	82261129	0.216	0.0388	0.967
ENSG00000262312		chr16	+	3542739	3545785	0.582	0.545	1
ENSG00000188827	SLX4	chr16	-	3581181	3611606	-0.191	0.179	1
ENSG00000112514	CUTA	chr6	-	33416442	33418317	0.00878	0.927	1
ENSG00000132603	NIP7	chr16	+	69337996	69343106	-0.178	0.0776	1
ENSG00000005339	CREBBP	chr16	-	3725054	3880713	-0.136	0.0301	0.869
ENSG00000282787		chr10	+	125162379	125162971	1.51	0.19	1
ENSG00000162104	ADCY9	chr16	-	3953387	4116442	-7.29e-05	0.999	1
ENSG00000185739	SRL	chr16	-	4189374	4242080	2.83	0.255	1
ENSG00000262468	LINC01569	chr16	-	4243943	4253847	-1.23	0.0281	0.849
ENSG00000158445	KCNB1	chr20	-	49293394	49484297	-1.29	0.714	1
ENSG00000176842	IRX5	chr16	+	54930865	54934485	0.81	0.588	1
ENSG00000264456		chr17	+	30971652	30973312	-0.0712	0.894	1
ENSG00000277440		chr16	+	4430522	4431103	0.244	0.849	1
ENSG00000153406	NMRAL1	chr16	-	4461691	4495763	0.0602	0.643	1
ENSG00000086200	IPO11	chr5	+	62403972	62628582	0.0442	0.644	1
ENSG00000278434		chr16	-	4532216	4533670	0.425	0.805	1
ENSG00000128016	ZFP36	chr19	+	39406847	39409412	0.0421	0.793	1
ENSG00000205832	C16orf96	chr16	+	4556340	4600758	-0.034	0.985	1
ENSG00000102858	MGRN1	chr16	+	4616493	4690974	-0.0529	0.52	1
ENSG00000281128	PTENP1-AS	chr9	+	33676785	33688011	-0.369	0.917	
ENSG00000166246	DNAAF8	chr16	+	4734344	4749396	0.498	0.696	1
ENSG00000103199	ZNF500	chr16	-	4748239	4767624	0.234	0.228	1
ENSG00000169727	GPS1	chr17	+	82050691	82057470	-0.0413	0.633	1
ENSG00000267795	SMIM22	chr16	+	4788397	4796491	2.53	0.38	1
ENSG00000273365		chr1	-	165706556	165707284	0.981	0.814	
ENSG00000178150	ZNF114	chr19	+	48270081	48287608	-0.158	0.0114	0.556
ENSG00000258457	AJUBA-DT	chr14	+	22982698	22999078	-0.533	0.746	1
ENSG00000067836	ROGDI	chr16	-	4796968	4802880	-0.11	0.709	1
ENSG00000204519	ZNF551	chr19	+	57681969	57717301	0.181	0.105	1
ENSG00000218018	RBM38-AS1	chr20	-	57376881	57393062	0.488	0.818	1
ENSG00000102554	KLF5	chr13	+	73054976	73077541	-0.0832	0.387	1
ENSG00000140632	GLYR1	chr16	-	4803203	4847288	-0.0638	0.366	1
ENSG00000275056		chr16	-	4839244	4840334	0.134	0.779	1
ENSG00000118900	UBN1	chr16	+	4846665	4882401	-0.0399	0.584	1
ENSG00000289214		chr9	+	85858720	85859761	-0.431	0.686	1
ENSG00000118898	PPL	chr16	-	4882507	4960741	-0.00983	0.893	1
ENSG00000096060	FKBP5	chr6	-	35573585	35728583	-0.0992	0.786	1
ENSG00000269694		chr19	+	18881680	18883376	15.3	4.04e-06	
ENSG00000103174	NAGPA	chr16	-	5024844	5034141	-0.0186	0.893	1
ENSG00000137218	FRS3	chr6	-	41770176	41786542	0.537	0.379	1
ENSG00000206127	GOLGA8O	chr15	-	32441914	32455634	-0.0589	0.986	1
ENSG00000147650	LRP12	chr8	-	104489231	104589258	0.0928	0.536	1
ENSG00000078328	RBFOX1	chr16	+	5239802	7713340	1.94	0.421	1
ENSG00000164885	CDK5	chr7	-	151053815	151057897	0.0127	0.941	1
ENSG00000117616	RSRP1	chr1	-	25242249	25338213	-0.0804	0.339	1
ENSG00000290767		chr15	-	99790156	99806927	1.64	0.393	1
ENSG00000232258	TMEM114	chr16	-	8537605	8590511	-1.12	0.741	
ENSG00000133958	UNC79	chr14	+	93333219	93707876	-0.424	0.0831	1
ENSG00000099377	HSD3B7	chr16	+	30985207	30989147	0.568	0.43	1
ENSG00000113407	TARS1	chr5	+	33440696	33468091	-0.211	0.025	0.811
ENSG00000184857	TMEM186	chr16	-	8780384	8797642	0.0332	0.868	1
ENSG00000261481	CARHSP1-DT	chr16	+	8869251	8870032	0.0493	0.964	1
ENSG00000104812	GYS1	chr19	-	48968130	48993310	0.0923	0.191	1
ENSG00000187555	USP7	chr16	-	8892097	8975328	-0.111	0.0555	1
ENSG00000272374	SCUBE3-AS1	chr6	-	35220370	35224630	-0.116	0.93	1
ENSG00000006059	KRT33A	chr17	-	41346092	41350828	1.36	0.699	
ENSG00000161558	TMEM143	chr19	-	48332356	48364059	0.279	0.347	1
ENSG00000268401		chr19	+	46027648	46031667	0.458	0.486	1
ENSG00000197375	SLC22A5	chr5	+	132369710	132395613	-0.00873	0.948	1
ENSG00000169715	MT1E	chr16	+	56625475	56627112	0.318	0.0551	1
ENSG00000166402	TUB	chr11	+	8019244	8106243	-0.0219	0.877	1
ENSG00000087299	L2HGDH	chr14	-	50237563	50312229	0.000819	0.996	1
ENSG00000261617	LINC02177	chr16	+	9355588	9408093	-0.356	0.48	1
ENSG00000005243	COPZ2	chr17	-	48026167	48038030	-2.37	0.306	1
ENSG00000260071		chr16	+	9365540	9518325	0.315	0.606	1
ENSG00000275613		chr17	+	36722443	36726346	-0.0578	0.972	1
ENSG00000077235	GTF3C1	chr16	-	27459555	27549913	-0.0726	0.365	1
ENSG00000246379	GNAO1-DT	chr16	-	55984009	56191118	-2.01	0.489	
ENSG00000204852	TCTN1	chr12	+	110614027	110663431	0.197	0.372	1
ENSG00000043514	TRIT1	chr1	-	39838110	39883511	0.0579	0.588	1
ENSG00000259604		chr15	+	100861843	100874369	1.91	0.637	
ENSG00000183454	GRIN2A	chr16	-	9753404	10182928	-0.0658	0.789	1
ENSG00000142549	IGLON5	chr19	+	51311644	51330891	-0.128	0.804	1
ENSG00000287830		chr16	+	9808856	9810726	-1.34	0.676	1
ENSG00000198283	OR5B21	chr11	-	58506807	58508105	-0.647	0.853	1
ENSG00000137857	DUOX1	chr15	+	45129933	45165576	-0.206	0.214	1
ENSG00000285543		chr16	-	10214784	10227581	0.373	0.699	1
ENSG00000289532		chr4	-	98259390	98261215	0.0464	0.956	1
ENSG00000130935	NOL11	chr17	+	67717931	67744531	0.0592	0.493	1
ENSG00000276668		chr11	-	7699562	7699988	-1.32	0.249	1
ENSG00000213853	EMP2	chr16	-	10528422	10580632	0.192	0.149	1
ENSG00000141579	ZNF750	chr17	-	82829434	82840022	-0.0812	0.297	1
ENSG00000148468	FAM171A1	chr10	-	15211643	15371289	-0.0746	0.642	1
ENSG00000103274	NUBP1	chr16	+	10743786	10769351	0.0891	0.648	1
ENSG00000166676	TVP23A	chr16	-	10760919	10818794	0.809	0.174	1
ENSG00000272264		chr8	-	80032724	80033300	0.416	0.373	1
ENSG00000038532	CLEC16A	chr16	+	10944539	11182186	-0.146	0.0972	1
ENSG00000260924	LINC01311	chr22	+	19171395	19172851	-0.0517	0.904	1
ENSG00000115904	SOS1	chr2	-	38962206	39124345	0.0256	0.742	1
ENSG00000113583	C5orf15	chr5	-	133955510	133968674	0.0744	0.563	1
ENSG00000224525		chr1	+	242203555	242210827	-0.758	0.611	1
ENSG00000274038		chr16	+	11056556	11057034	0.412	0.709	1
ENSG00000112041	TULP1	chr6	-	35497874	35512896	-0.119	0.625	1
ENSG00000263033		chr16	+	11196177	11224969	0.464	0.832	1
ENSG00000175643	RMI2	chr16	+	11249619	11381662	-0.051	0.722	1
ENSG00000103544	VPS35L	chr16	+	19555240	19706793	0.104	0.207	1
ENSG00000263080		chr16	-	11341809	11345211	-0.175	0.833	1
ENSG00000172590	MRPL52	chr14	+	22829879	22835037	0.0718	0.587	1
ENSG00000262703		chr16	-	11348143	11349321	-0.957	0.239	1
ENSG00000103160	HSDL1	chr16	-	84122141	84145192	0.342	0.0408	0.989
ENSG00000143761	ARF1	chr1	+	228082708	228099212	-0.123	0.0958	1
ENSG00000277369		chr16	+	11797456	11798275	0.647	0.566	1
ENSG00000263307	RSL1D1-DT	chr16	+	11851622	11907054	1.14	0.0582	1
ENSG00000231806	PCAT7	chr9	+	94555054	94603990	0.0165	0.959	1
ENSG00000103342	GSPT1	chr16	-	11868128	11916082	-0.0897	0.16	1
ENSG00000136487	GH2	chr17	-	63880215	63881944	-0.975	0.0891	1
ENSG00000261560		chr16	-	11881075	11882569	0.0907	0.859	1
ENSG00000112742	TTK	chr6	+	80003887	80042527	-0.0182	0.855	1
ENSG00000048471	SNX29	chr16	+	11976734	12574287	-0.0573	0.54	1
ENSG00000274460		chr16	-	21950218	21953014	0.119	0.842	1
ENSG00000100162	CENPM	chr22	-	41938737	41947152	-0.295	0.465	1
ENSG00000260488		chr16	-	11976851	11977850	-0.195	0.92	1
ENSG00000172322	CLEC12A	chr12	+	9951316	9995694	-0.0978	0.899	1
ENSG00000134323	MYCN	chr2	+	15940550	15947007	-0.133	0.0468	1
ENSG00000103381	CPPED1	chr16	-	12659799	12803887	0.0781	0.525	1
ENSG00000123600	METTL8	chr2	-	171315746	171434802	0.246	0.0824	1
ENSG00000255520		chr11	-	47123104	47130801	-3.05	0.179	1
ENSG00000261158		chr16	+	12759282	12761162	0.792	0.77	1
ENSG00000262801		chr16	+	13246232	13563388	0.644	0.507	1
