gene_ID	hgnc_symbol	chr	strand	start	end	POU2F3_CE_log2FoldChange	POU2F3_CE_pvalue	POU2F3_CE_padj	POU2F3_KO_log2FoldChange	POU2F3_KO_pvalue	POU2F3_KO_padj	POU2F3_PTC_log2FoldChange	POU2F3_PTC_pvalue	POU2F3_PTC_padj
ENSG00000130699	TAF4	chr20	-	61953469	62065881	-0.666	0.000488	0.01	-0.481	0.0101	0.0677	-0.362	0.0454	0.295
ENSG00000087258	GNAO1	chr16	+	56191390	56357444	1.58	0.00168	0.0171	0.96	0.0563	0.163	0.268	0.598	0.825
ENSG00000261526		chr19	-	1874516	1876204	-0.417	0.0584	0.149	-0.47	0.0312	0.117	-0.179	0.393	0.694
ENSG00000260198		chr16	+	56300616	56302904	1.75	0.581		0.841	0.79		2.77	0.342	
ENSG00000159461	AMFR	chr16	-	56361452	56425545	0.217	0.118	0.244	0.0992	0.468	0.629	0.161	0.224	0.544
ENSG00000178026	LRRC75B	chr22	-	24585620	24593208	0.85	0.069	0.167	0.791	0.0867	0.212	0.264	0.577	0.813
ENSG00000133056	PIK3C2B	chr1	-	204422628	204494805	-0.524	0.00425	0.0274	-0.428	0.0171	0.0863	-0.391	0.0241	0.251
ENSG00000125124	BBS2	chr16	-	56465640	56582667	-0.0619	0.54	0.684	-0.0335	0.736	0.835	0.0417	0.665	0.861
ENSG00000102891	MT4	chr16	+	56565073	56568957	-0.304	0.823		-2.59	0.12		-1.45	0.344	0.656
ENSG00000163468	CCT3	chr1	-	156308968	156367873	-0.0842	0.433	0.593	-0.135	0.2	0.361	-0.0676	0.506	0.771
ENSG00000031823	RANBP3	chr19	-	5916139	5978142	-0.132	0.0706	0.169	-0.0789	0.272	0.442	-0.105	0.132	0.439
ENSG00000291105		chr16	+	56617423	56618832	1.49	0.461		1.65	0.409		1.39	0.491	
ENSG00000182492	BGN	chrX	+	153494980	153509546	-0.898	0.00707	0.0368	-0.731	0.0248	0.104	-0.567	0.0714	0.343
ENSG00000205358	MT1H	chr16	+	56669814	56671129	1.18	0.0788	0.183	0.0774	0.907	0.948	-0.084	0.896	0.962
ENSG00000166173	LARP6	chr15	-	70829130	70854157	1.06	0.056	0.144	1.12	0.0389	0.132	0.964	0.0727	0.345
ENSG00000087237	CETP	chr16	+	56961923	56983845	-0.884	0.29	0.453	-2.37	0.0145		-2.97	0.00553	
ENSG00000266897		chr19	+	13131571	13132410	0.712	0.477		0.09	0.931		0.987	0.298	0.617
ENSG00000172775	PSME3IP1	chr16	-	57152466	57186116	0.208	0.0499	0.133	0.161	0.122	0.265	0.162	0.111	0.407
ENSG00000288971		chr12	+	27428819	27430288	0.576	0.354	0.518	-0.0955	0.881		-0.0897	0.885	0.957
ENSG00000263293	EFCAB13-DT	chr17	-	47303460	47323901	0.215	0.958		0.336	0.933		1.89	0.619	
ENSG00000285979		chr16	+	57177349	57181390	-1.46	0.665		-0.168	0.959		1.25	0.68	
ENSG00000053747	LAMA3	chr18	+	23689453	23956222	-0.142	0.717	0.819	0.218	0.563	0.706	0.43	0.237	0.557
ENSG00000125657	TNFSF9	chr19	+	6531026	6535924	3.05	0.12		1.34	0.524		0.366	0.863	
ENSG00000128965	CHAC1	chr15	+	40952962	40956512	-1.53	0.00741	0.038	-1.14	0.0407	0.136	-0.718	0.184	0.503
ENSG00000006210	CX3CL1	chr16	+	57372477	57385044	-0.618	0.00942	0.0441	-0.567	0.015	0.0814	-0.358	0.111	0.408
ENSG00000197614	MFAP5	chr12	-	8637346	8662888	0.251	0.108	0.23	0.0582	0.704	0.812	0.145	0.329	0.644
ENSG00000011478	QPCTL	chr19	+	45692403	45703989	-0.241	0.0826	0.189	-0.0474	0.726	0.827	-0.21	0.114	0.413
ENSG00000088682	COQ9	chr16	+	57447425	57461270	0.0898	0.431	0.591	0.00982	0.93	0.961	-0.0465	0.672	0.864
ENSG00000184307	ZDHHC23	chr3	+	113947901	113965401	0.504	0.0199	0.0712	0.33	0.121	0.263	0.362	0.0798	0.356
ENSG00000125170	DOK4	chr16	-	57471922	57487327	0.453	0.0169	0.0642	0.205	0.271	0.44	0.0621	0.73	0.89
ENSG00000269888		chr3	+	161429112	161429613	-0.252	0.929		-0.221	0.937		-0.111	0.967	
ENSG00000099326	MZF1	chr19	-	58561931	58573575	-0.236	0.16	0.302	-0.0684	0.676	0.792	-0.0438	0.783	0.913
ENSG00000135736	CCDC102A	chr16	-	57512181	57536571	0.464	0.1	0.217	0.378	0.178	0.335	0.267	0.334	0.648
ENSG00000121417	ZNF211	chr19	+	57630395	57644041	-0.496	0.00427	0.0275	-0.398	0.0193	0.0915	-0.172	0.294	0.613
ENSG00000165898	ISCA2	chr14	+	74493756	74497106	0.596	0.000899	0.0131	0.422	0.0184	0.0894	0.394	0.0259	0.255
ENSG00000159618	ADGRG5	chr16	+	57542643	57591681	0.0264	0.899	0.94	0.0221	0.914	0.951	-0.111	0.578	0.814
ENSG00000205336	ADGRG1	chr16	+	57610652	57665580	-0.303	0.0117	0.0505	-0.119	0.312	0.484	-0.195	0.0868	0.369
ENSG00000276166		chr16	+	57759358	57760024	-4.09	0.0128		-0.248	0.843		-1.2	0.383	0.687
ENSG00000198087	CD2AP	chr6	+	47477789	47627263	0.018	0.791	0.869	-0.0325	0.626	0.755	0.025	0.699	0.876
ENSG00000187185		chr16	+	57798186	57816946	0.886	0.142	0.278	0.496	0.414		0.495	0.402	0.7
ENSG00000197959	DNM3	chr1	+	171817887	172418466	0.151	0.738	0.835	0.449	0.304	0.476	0.457	0.285	0.606
ENSG00000070729	CNGB1	chr16	-	57882340	57971128	0.356	0.457	0.615	0.175	0.714		0.747	0.0968	0.385
ENSG00000103005	USB1	chr16	+	57999546	58021618	0.0357	0.789	0.869	0.0843	0.519	0.672	-0.0346	0.785	0.914
ENSG00000237471		chr7	+	45940449	45986472	0.491	0.918		0.387	0.934		0.208	0.963	
ENSG00000260927		chr16	+	58129519	58163246	1.15	0.189	0.34	0.969	0.269		1.03	0.231	0.552
ENSG00000070770	CSNK2A2	chr16	-	58157907	58198106	-1.09	0.000198	0.00682	-0.823	0.00404	0.0482	-0.709	0.0105	0.209
ENSG00000231407	GORAB-AS1	chr1	-	170460453	170532647	-1.82	0.26		-1.13	0.441		-2.5	0.13	
ENSG00000103021	CCDC113	chr16	+	58231157	58283836	-1.81	0.0013	0.0153	-1.09	0.0467	0.146	-1.05	0.0469	0.298
ENSG00000181938	GINS3	chr16	+	58295080	58406147	0.309	0.122	0.249	0.293	0.136	0.283	0.42	0.0275	0.259
ENSG00000103034	NDRG4	chr16	+	58462846	58513628	0.109	0.757	0.847	-0.173	0.622	0.751	-0.685	0.0522	0.307
ENSG00000289004		chr16	-	58514881	58515464	-0.29	0.464	0.621	0.717	0.0494	0.151	0.32	0.378	0.683
ENSG00000143870	PDIA6	chr2	-	10783391	10837977	-0.418	0.00139	0.0157	-0.378	0.00318	0.0445	-0.354	0.00432	0.187
ENSG00000125166	GOT2	chr16	-	58707131	58734342	0.0027	0.983	0.99	-0.00546	0.965	0.98	-0.00921	0.94	0.977
ENSG00000262265		chr17	-	47160398	47167723	0.111	0.78	0.863	0.842	0.0247	0.104	0.328	0.381	0.685
ENSG00000286653		chr16	-	61638233	61642577	-0.131	0.977		0.84	0.847		-0.0591	0.989	
ENSG00000261502		chr16	-	63056786	63129654	-0.69	0.603		-0.73	0.582		0.341	0.78	
ENSG00000260658		chr16	-	63314264	63618046	1.46	0.155		0.378	0.723		1.26	0.204	0.524
ENSG00000170085	SIMC1	chr5	+	176238367	176345991	0.182	0.319	0.483	0.136	0.452	0.614	-0.0535	0.765	0.906
ENSG00000197813		chr19	-	49331525	49340303	-0.602	0.434	0.594	-1.45	0.0743		-0.652	0.38	0.684
ENSG00000180210	F2	chr11	+	46719196	46739506	-0.703	0.612		-0.504	0.71		-1.61	0.287	
ENSG00000260834		chr16	-	65190973	65234933	2.04	0.638		-0.861	0.843		0.058	0.989	
ENSG00000116039	ATP6V1B1	chr2	+	70935900	70965431	-0.18	0.529	0.676	-0.16	0.569	0.711	0.173	0.521	0.779
ENSG00000226609	SNX30-DT	chr9	-	112748902	112750565	0.515	0.515	0.664	0.931	0.222		-0.547	0.521	0.779
ENSG00000116670	MAD2L2	chr1	-	11658918	11691811	0.497	0.0209	0.0737	0.415	0.0508	0.153	0.115	0.582	0.817
ENSG00000250878	METTL21EP	chr13	+	102880040	102896033	-2.54	0.157		-1.71	0.304		-1.19	0.426	
ENSG00000261742	LINC00922	chr16	-	65284496	65576345	0.126	0.964		-0.0674	0.98		0.538	0.832	
ENSG00000184381	PLA2G6	chr22	-	38111495	38214778	0.197	0.353	0.518	0.297	0.153	0.304	0.0677	0.743	0.895
ENSG00000288093		chr1	+	161399998	161401868	-2.56	0.0697		-1.88	0.139		-1.26	0.281	
ENSG00000273064		chr2	+	68252870	68253848	-0.816	0.316	0.48	0.63	0.363		0.0413	0.954	0.982
ENSG00000179776	CDH5	chr16	+	66366690	66404784	-0.625	0.00857	0.0416	-0.569	0.0144	0.0803	-0.486	0.0309	0.268
ENSG00000184608	FAM167A-AS1	chr8	+	11368402	11438658	-2.09	0.029	0.0921	-2.77	0.0101		-0.406	0.59	0.821
ENSG00000246898	LINC00920	chr16	+	66408516	66412135	-1.38	3.62e-05	0.00353	-0.956	0.00279	0.043	-0.762	0.0133	0.22
ENSG00000149657	LSM14B	chr20	+	62122461	62135374	-0.422	9.86e-05	0.00513	-0.288	0.00666	0.0568	-0.272	0.00809	0.201
ENSG00000166548	TK2	chr16	-	66508003	66552544	0.647	9.9e-05	0.00513	0.495	0.00265	0.0424	0.462	0.00409	0.187
ENSG00000261519		chr16	+	66549280	66551189	-1.47	0.425		0.772	0.618		-0.256	0.88	
ENSG00000277978		chr16	-	66565620	66566001	0.681	0.88		1.32	0.763		-0.672	0.875	
ENSG00000205356	TECPR1	chr7	-	98214624	98252232	0.16	0.222	0.378	0.193	0.135	0.283	0.176	0.163	0.479
ENSG00000089505	CMTM1	chr16	+	66566393	66579137	-0.168	0.85		0.289	0.734		-1.27	0.216	0.536
ENSG00000118096	IFT46	chr11	-	118544528	118572970	0.322	0.141	0.276	0.193	0.377	0.547	-0.0798	0.715	0.884
ENSG00000143257	NR1I3	chr1	-	161229666	161238244	-1.89	0.341		-2.78	0.154		0.173	0.917	
ENSG00000099822	HCN2	chr19	+	589881	617159	-1.51	0.00726	0.0375	-0.444	0.401	0.571	-0.861	0.0982	0.387
ENSG00000183723	CMTM4	chr16	-	66614750	66696743	0.0791	0.301	0.464	0.0526	0.484	0.642	0.00336	0.963	0.986
ENSG00000130600	H19	chr11	-	1995166	2004552	-0.731	0.0261	0.0857	-0.525	0.102	0.236	-0.35	0.26	0.58
ENSG00000260465		chr16	+	66720897	66731785	0.189	0.888		-0.0162	0.99		-0.813	0.548	
ENSG00000246777	DYNC1LI2-DT	chr16	+	66751752	66754740	-2.08	0.183		0.496	0.672		1.2	0.279	0.6
ENSG00000155975	VPS37A	chr8	+	17246931	17302427	-0.227	0.0103	0.0467	-0.249	0.00423	0.0489	-0.101	0.232	0.553
ENSG00000159593	NAE1	chr16	-	66802875	66873256	0.0568	0.611	0.741	0.0255	0.816	0.889	0.113	0.289	0.61
ENSG00000158792	SPATA2L	chr16	-	89696357	89701705	-0.462	0.00961	0.0447	-0.413	0.0183	0.089	-0.494	0.00401	0.184
ENSG00000166592	RRAD	chr16	-	66921685	66925535	0.0591	0.94	0.965	-0.805	0.33		-0.364	0.641	0.849
ENSG00000130733	YIPF2	chr19	-	10922185	10928681	-0.387	0.00554	0.0319	-0.368	0.00715	0.0585	-0.24	0.0702	0.342
ENSG00000166595	CIAO2B	chr16	-	66932065	66934423	-0.0699	0.637	0.761	-0.0384	0.792	0.873	-0.252	0.0795	0.356
ENSG00000172831	CES2	chr16	+	66934444	66945096	0.314	0.00434	0.0278	0.299	0.00606	0.0547	0.0213	0.844	0.94
ENSG00000075303	SLC25A40	chr7	-	87833568	87876360	0.0478	0.748	0.842	0.0538	0.713	0.818	0.0885	0.533	0.785
ENSG00000286585		chr3	+	155854752	155863739	0.85	0.663		-0.187	0.927		-0.988	0.634	
ENSG00000172828	CES3	chr16	+	66961245	66975149	1.98	0.122		0.0634	0.965		2.38	0.0551	0.314
ENSG00000089685	BIRC5	chr17	+	78214186	78225636	0.404	0.00787	0.0395	0.305	0.041	0.136	0.298	0.0398	0.284
ENSG00000172824	CES4A	chr16	+	66988589	67010417	0.426	0.132	0.263	0.238	0.398	0.567	0.399	0.143	0.455
ENSG00000233016	SNHG7	chr9	-	136721366	136728184	-0.248	0.0865	0.196	-0.0162	0.909	0.948	-0.159	0.247	0.567
ENSG00000067955	CBFB	chr16	+	67028984	67101058	0.204	0.0282	0.0904	0.104	0.258	0.427	0.0832	0.351	0.662
ENSG00000102871	TRADD	chr16	-	67154185	67159909	-0.204	0.45	0.608	-0.176	0.507	0.662	0.022	0.932	0.975
ENSG00000135722	FBXL8	chr16	+	67159932	67164570	0.0606	0.882	0.929	0.539	0.162	0.316	0.712	0.0559	0.316
ENSG00000187838	PLSCR3	chr17	-	7389727	7394842	0.193	0.204	0.358	0.0688	0.647	0.771	-0.0159	0.914	0.969
ENSG00000102878	HSF4	chr16	+	67164681	67169945	0.0565	0.902	0.942	0.564	0.196	0.356	0.15	0.731	0.891
ENSG00000140939	NOL3	chr16	+	67170154	67175737	0.394	0.224	0.38	0.818	0.00858	0.0633	0.127	0.689	0.872
ENSG00000175820	CCDC168	chr13	-	102729367	102759072	-0.258	0.333	0.497	-0.493	0.0625	0.174	-0.0276	0.913	0.969
ENSG00000186501	TMEM222	chr1	+	27322145	27336400	0.0947	0.421	0.582	0.0388	0.738	0.836	0.0139	0.902	0.964
ENSG00000167554	ZNF610	chr19	+	52336243	52367778	-0.103	0.703	0.809	0.177	0.501	0.657	0.34	0.179	0.497
ENSG00000179044	EXOC3L1	chr16	-	67184379	67190185	-1.7	0.138		-2	0.0848		-2.99	0.0201	0.237
ENSG00000205250	E2F4	chr16	+	67192155	67198918	0.152	0.18	0.328	0.0607	0.585	0.724	0.0939	0.384	0.687
ENSG00000273487		chr1	+	92189237	92190707	0.0613	0.984		-1.82	0.551		-1.84	0.535	
ENSG00000102890	ELMO3	chr16	+	67199111	67204029	-0.371	0.0422	0.118	-0.111	0.532	0.683	-0.12	0.488	0.759
ENSG00000196155	PLEKHG4	chr16	+	67277510	67289499	0.552	0.378	0.541	0.757	0.21		-0.711	0.289	0.61
ENSG00000142039	CCDC97	chr19	+	41310172	41324873	-0.308	0.00738	0.0379	-0.23	0.0408	0.136	-0.164	0.131	0.438
ENSG00000168676	KCTD19	chr16	-	67289428	67326760	-0.338	0.919		0.671	0.836		-0.148	0.962	
ENSG00000159708	LRRC36	chr16	+	67326798	67385204	1.14	0.694		-0.758	0.793		0.112	0.968	
ENSG00000260581		chr5	+	151652275	151655449	-0.311	0.878		0.395	0.836		-1.93	0.341	
ENSG00000261320		chr16	-	67430667	67431464	0.343	0.88		-1.49	0.536		0.134	0.951	
ENSG00000184599	TAFA3	chr1	+	112718905	112727235	0.819	0.729		1.65	0.47		3.81	0.071	
ENSG00000276075		chr16	-	67517862	67528768	-1.17	0.27		-0.47	0.629		0.0788	0.931	0.974
ENSG00000180257	ZNF816	chr19	-	52949379	52962911	-0.398	0.00677	0.0359	-0.328	0.0225	0.099	-0.014	0.919	0.97
ENSG00000039523	RIPOR1	chr16	+	67518418	67546788	0.667	0.00238	0.0203	0.656	0.00228	0.0404	0.451	0.031	0.268
ENSG00000109762	SNX25	chr4	+	185204237	185370185	-0.227	0.081	0.187	-0.0784	0.538	0.687	-0.0796	0.52	0.779
ENSG00000205334	LINC01460	chr2	-	27705786	27716738	1.3	0.253		0.892	0.436		0.247	0.834	0.935
ENSG00000104731	KLHDC4	chr16	-	87696485	87765992	0.00198	0.984	0.99	0.077	0.427	0.593	0.0615	0.514	0.775
ENSG00000268743		chr19	+	16844025	16846473	-0.402	0.695	0.803	0.885	0.327		0.452	0.619	0.837
ENSG00000261386		chr16	-	67549214	67563958	-2.32	0.177		0.258	0.848		-0.545	0.691	0.873
ENSG00000204410	MSH5	chr6	+	31739677	31762676	0.235	0.335	0.499	0.617	0.00887	0.0642	0.476	0.0386	0.282
ENSG00000102974	CTCF	chr16	+	67562467	67639177	0.0546	0.413	0.576	0.0846	0.196	0.357	0.0163	0.798	0.92
ENSG00000106330	MOSPD3	chr7	+	100612102	100615384	-0.2	0.459	0.616	0.184	0.482	0.641	-0.153	0.555	0.8
ENSG00000213638	ADAT3	chr19	+	1905399	1913447	-0.141	0.485	0.639	-0.172	0.391	0.561	-0.154	0.433	0.721
ENSG00000118961	LDAH	chr2	-	20684014	20823130	0.344	0.0102	0.0464	0.238	0.0711	0.188	0.287	0.0248	0.253
ENSG00000102977	ACD	chr16	-	67657512	67660810	0.548	0.000142	0.00588	0.31	0.0319	0.119	0.338	0.0168	0.228
ENSG00000102981	PARD6A	chr16	+	67660946	67662774	0.112	0.793	0.871	0.22	0.599	0.734	-0.214	0.61	0.832
ENSG00000159761	C16orf86	chr16	+	67666814	67668757	-0.281	0.796		0.0274	0.979		1.13	0.222	0.542
ENSG00000141098	GFOD2	chr16	-	67674531	67719339	-0.0619	0.549	0.692	0.0276	0.785	0.868	0.0614	0.533	0.785
ENSG00000160097	FNDC5	chr1	-	32862268	32872482	1.96	0.218		-0.578	0.758		1.83	0.244	
ENSG00000270165		chr16	-	67738588	67739922	-0.846	0.441		1.29	0.164		0.252	0.793	0.918
ENSG00000289164		chr16	-	67768822	67769462	-0.7	0.0565	0.145	-0.283	0.417	0.585	0.126	0.703	0.878
ENSG00000166716	ZNF592	chr15	+	84748592	84806445	-0.146	0.0795	0.184	-0.0829	0.309	0.481	-0.114	0.149	0.463
ENSG00000038358	EDC4	chr16	+	67873052	67884499	-0.0863	0.409	0.571	-0.0849	0.407	0.576	-0.113	0.255	0.575
ENSG00000205220	PSMB10	chr16	-	67934506	67936864	-0.0472	0.826	0.893	0.284	0.171	0.326	-0.00107	0.996	0.998
ENSG00000204065	TCEAL5	chrX	-	103273691	103276750	0.17	0.818	0.888	0.381	0.6		0.655	0.353	0.664
ENSG00000213398	LCAT	chr16	-	67939750	67944131	0.447	0.0713	0.17	0.562	0.0206	0.0944	0.331	0.165	0.482
ENSG00000124067	SLC12A4	chr16	-	67943474	67969601	0.161	0.0874	0.198	0.0989	0.285	0.456	-0.0665	0.46	0.74
ENSG00000141096	DPEP3	chr16	-	67975663	67980549	-0.514	0.789		-0.602	0.75		1.15	0.468	
ENSG00000167264	DUS2	chr16	+	67987746	68079320	0.0493	0.677	0.789	0.0976	0.401	0.57	0.0348	0.76	0.903
ENSG00000101574	METTL4	chr18	-	2537525	2571509	-0.145	0.317	0.482	-0.0848	0.552	0.697	0.138	0.316	0.633
ENSG00000159921	GNE	chr9	-	36214441	36277042	-0.54	0.00106	0.014	-0.364	0.0242	0.103	-0.298	0.0564	0.317
ENSG00000263201	DPEP2NB	chr16	-	68013436	68015911	-0.331	0.285	0.448	-0.412	0.178	0.335	-0.516	0.084	0.364
ENSG00000072736	NFATC3	chr16	+	68084751	68229259	-0.236	0.0284	0.0908	-0.199	0.0592	0.168	-0.134	0.188	0.508
ENSG00000166582	CENPV	chr17	-	16342534	16353656	-0.05	0.825	0.892	-0.245	0.274	0.443	-0.288	0.188	0.508
ENSG00000263276		chr16	+	68224713	68227734	-0.392	0.439	0.599	0.402	0.407	0.576	0.367	0.433	0.721
ENSG00000262160		chr16	-	68225969	68229145	-0.579	0.00576	0.0326	-0.426	0.0379	0.13	-0.189	0.341	0.653
ENSG00000103067	ESRP2	chr16	-	68229033	68238102	-0.264	0.00258	0.021	-0.196	0.0222	0.0981	-0.125	0.132	0.439
ENSG00000103066	PLA2G15	chr16	+	68245304	68261058	-0.179	0.189	0.34	-0.119	0.373	0.543	-0.219	0.0916	0.377
ENSG00000151687	ANKAR	chr2	+	189674290	189761193	0.0585	0.846	0.906	-0.139	0.647	0.77	-0.198	0.507	0.772
ENSG00000134324	LPIN1	chr2	+	11677595	11827409	0.473	0.00177	0.0176	0.384	0.00976	0.0671	0.376	0.0093	0.205
ENSG00000103064	SLC7A6	chr16	+	68264516	68301823	-0.435	0.0016	0.0167	-0.296	0.0281	0.111	-0.228	0.0814	0.359
ENSG00000103061	SLC7A6OS	chr16	-	68284503	68310946	0.111	0.291	0.454	0.0178	0.865	0.92	0.0415	0.683	0.87
ENSG00000250073	ESAM-AS1	chr11	+	124759129	124766119	-1.89	0.0288		-1.27	0.103		-1.56	0.0495	0.303
ENSG00000132600	PRMT7	chr16	+	68310951	68360852	0.0916	0.399	0.562	0.215	0.0438	0.141	0.111	0.284	0.605
ENSG00000174444	RPL4	chr15	-	66498015	66524532	-0.227	0.0168	0.0639	-0.259	0.00538	0.0526	-0.195	0.03	0.265
ENSG00000259797		chr16	+	68316801	68319036	-0.304	0.801		-0.624	0.611		0.2	0.855	0.946
ENSG00000184939	ZFP90	chr16	+	68530090	68576072	0.273	0.0727	0.173	0.338	0.0238	0.102	0.169	0.249	0.57
ENSG00000102172	SMS	chrX	+	21940709	21994837	-0.517	0.00725	0.0375	-0.523	0.00556	0.0531	-0.402	0.0278	0.26
ENSG00000146425	DYNLT1	chr6	-	158636474	158644743	0.335	0.0151	0.0596	0.0679	0.619	0.75	0.0108	0.936	0.976
ENSG00000125652	ALKBH7	chr19	+	6372794	6375250	-0.169	0.3	0.463	-0.161	0.317	0.488	-0.115	0.46	0.74
ENSG00000181097	LINC02878	chr8	+	143696154	143698413	-0.349	0.33	0.494	-0.0319	0.926	0.959	0.298	0.362	0.671
ENSG00000260916	CCPG1	chr15	-	55340032	55408510	0.0382	0.815	0.885	-0.0357	0.824	0.893	0.0799	0.606	0.83
ENSG00000275383		chr16	+	68591382	68594424	0.0891	0.943		-0.7	0.595		-1.4	0.318	
ENSG00000185989	RASA3	chr13	-	113977783	114132623	-0.219	0.385	0.549	-0.00498	0.984	0.991	-0.272	0.261	0.581
ENSG00000039068	CDH1	chr16	+	68737292	68835537	0.281	0.00341	0.0241	0.152	0.106	0.242	0.108	0.233	0.553
ENSG00000150687	PRSS23	chr11	+	86791059	86952910	0.438	0.0413	0.117	0.172	0.414	0.582	0.123	0.545	0.793
ENSG00000275888		chr17	+	82244770	82245591	-1.03	0.196	0.347	-0.524	0.479		-0.61	0.391	0.693
ENSG00000251396	LINC01301	chr8	-	60289928	60516815	0.21	0.794	0.871	-0.507	0.549		-0.458	0.585	0.818
ENSG00000103047	TANGO6	chr16	+	68843531	69085182	0.501	0.0589	0.149	0.342	0.19	0.349	0.275	0.278	0.598
ENSG00000164896	FASTK	chr7	-	151076624	151080866	-0.0568	0.54	0.684	-0.0317	0.728	0.828	0.0326	0.713	0.882
ENSG00000241832	CECR3	chr22	-	17256859	17266733	0.185	0.957		0.137	0.968		1.9	0.555	
ENSG00000289156		chr2	+	68251603	68346035	-2.39	0.407		-2.33	0.41		-0.315	0.906	
ENSG00000266801		chr16	+	68933820	68937725	2.82	0.11		2.62	0.138		0.8	0.683	
ENSG00000286140	DERPC	chr16	-	69118010	69132588	0.161	0.362	0.525	0.263	0.127	0.271	0.046	0.784	0.913
ENSG00000168802	CHTF8	chr16	-	69118010	69132588	0.0962	0.553	0.695	-0.114	0.472	0.632	-0.123	0.424	0.716
ENSG00000286903		chr12	+	105236338	105243173	-0.101	0.963		0.0886	0.967		-1.68	0.455	
ENSG00000153822	KCNJ16	chr17	+	70053429	70135608	1.18	0.8		1.12	0.805		0	1	
ENSG00000141076	UTP4	chr16	+	69131291	69231130	0.15	0.205	0.358	0.0365	0.754	0.847	0.0489	0.665	0.861
ENSG00000130635	COL5A1	chr9	+	134641803	134844843	0.459	0.00533	0.0312	0.35	0.0298	0.114	0.206	0.187	0.506
ENSG00000106799	TGFBR1	chr9	+	99104038	99154192	1.21	6.85e-06	0.00158	0.803	0.00234	0.0406	0.427	0.0949	0.382
ENSG00000168807	SNTB2	chr16	+	69187147	69309052	0.533	0.00301	0.0227	0.436	0.0134	0.0777	0.344	0.0445	0.293
ENSG00000145945	FAM50B	chr6	+	3849373	3851320	0.0635	0.786	0.867	-0.0167	0.942	0.968	0.328	0.14	0.45
ENSG00000174749	FAM241A	chr4	+	112145454	112195256	-0.0978	0.62	0.748	-0.0852	0.661	0.781	-0.0846	0.656	0.856
ENSG00000258429	PDF	chr16	-	69326913	69330588	-0.0178	0.937	0.963	-0.00929	0.966	0.98	-0.065	0.763	0.904
ENSG00000183688	RFLNB	chr17	-	439978	445939	-0.416	0.0235	0.08	-0.223	0.215	0.378	-0.13	0.455	0.736
ENSG00000260772		chr16	+	69703065	69704652	30.5	5.59e-07		-17.1	0.00484		29.5	3.1e-07	
ENSG00000261602		chr16	+	69709874	69710583	-0.0196	0.993		2.46	0.196		0.886	0.661	
ENSG00000262136	NQO1-DT	chr16	+	69726768	69742563	-2.29	0.0901		0.413	0.667		-0.239	0.809	0.924
ENSG00000080573	COL5A3	chr19	-	9959561	10010504	-2.24	0.0899	0.202	-0.229	0.808		0.467	0.583	0.818
ENSG00000141101	NOB1	chr16	-	69741871	69754926	-0.111	0.276	0.44	-0.221	0.0286	0.112	-0.193	0.0491	0.302
ENSG00000198373	WWP2	chr16	+	69762328	69941741	-0.209	0.0243	0.0817	-0.138	0.129	0.274	-0.18	0.0421	0.288
ENSG00000157322	CLEC18A	chr16	+	69950705	69964452	-0.792	0.343	0.507	-0.6	0.461	0.623	0.227	0.769	0.908
ENSG00000290459		chr16	-	69977465	69990084	-0.317	0.258	0.419	-0.0107	0.969	0.982	0.0523	0.841	0.939
ENSG00000290709		chr16	-	70035638	70065945	-0.553	0.077	0.18	-0.28	0.354	0.526	-0.22	0.451	0.734
ENSG00000162777	DENND2D	chr1	-	111185969	111204535	-0.935	0.00419	0.0272	-0.793	0.013	0.0767	-0.626	0.0426	0.289
ENSG00000198258	UBL5	chr19	+	9827892	9830115	-0.231	0.0345	0.103	-0.249	0.0201	0.0931	-0.227	0.0295	0.265
ENSG00000090857	PDPR	chr16	+	70114332	70162537	0.0643	0.276	0.439	0.119	0.0407	0.136	0.0112	0.843	0.94
ENSG00000171388	APLN	chrX	-	129645259	129654956	-1.24	0.00316	0.0232	-0.818	0.0417	0.137	-1.05	0.0077	0.201
ENSG00000157335	CLEC18C	chr16	+	70173322	70187361	-2.11	0.0338	0.102	-0.327	0.724		-0.739	0.413	0.707
ENSG00000225083	GRTP1-AS1	chr13	+	113351645	113361868	-4.36	0.109		-4.29	0.107		-0.796	0.737	
ENSG00000223496	EXOSC6	chr16	-	70246778	70251940	0.054	0.607	0.739	-0.00628	0.951	0.972	-0.0452	0.653	0.855
ENSG00000138039	LHCGR	chr2	-	48686774	48755730	0.33	0.91		3.07	0.257		1.1	0.692	
ENSG00000090861	AARS1	chr16	-	70251983	70289707	-0.376	0.00485	0.0296	-0.29	0.0265	0.108	-0.221	0.0799	0.356
ENSG00000103051	COG4	chr16	-	70480568	70523560	0.116	0.0965	0.212	0.0343	0.619	0.749	0.149	0.0264	0.256
ENSG00000189091	SF3B3	chr16	+	70523791	70577670	0.117	0.0957	0.21	0.114	0.0982	0.23	0.0747	0.264	0.584
ENSG00000163993	S100P	chr4	+	6693878	6697170	-0.738	0.0187	0.0685	-0.816	0.00793	0.061	-0.646	0.0298	0.265
ENSG00000157368	IL34	chr16	+	70579895	70660682	-2.24	0.201		-0.02	0.989		-0.0743	0.958	
ENSG00000214353	VAC14-AS1	chr16	+	70755035	70773251	-0.05	0.937	0.963	0.67	0.254		0.688	0.227	0.547
ENSG00000169519	METTL15	chr11	+	28108248	28527041	0.141	0.282	0.444	0.0846	0.514	0.668	0.111	0.378	0.683
