gene_ID	hgnc_symbol	chr	strand	start	end	PPARG_CE_log2FoldChange	PPARG_CE_pvalue	PPARG_CE_padj	PPARG_KO_log2FoldChange	PPARG_KO_pvalue	PPARG_KO_padj	PPARG_PTC_log2FoldChange	PPARG_PTC_pvalue	PPARG_PTC_padj
ENSG00000141391	PRELID3A	chr18	+	12407896	12432238	-0.472	0.298	0.433	-0.413	0.342	0.512	-0.0283	0.947	0.97
ENSG00000134278	SPIRE1	chr18	-	12446512	12658107	-1.07	6.94e-12	2.38e-10	-1.04	2.73e-11	1.06e-09	-1.18	4.05e-14	2.42e-12
ENSG00000262089		chr17	-	6994642	6995189	-0.411	0.753	0.833	1.16	0.341	0.512	-0.633	0.643	0.761
ENSG00000128789	PSMG2	chr18	+	12658043	12728945	-0.277	0.000177	0.000945	-0.244	0.00087	0.00519	-0.269	0.000241	0.00135
ENSG00000181616	OR52H1	chr11	-	5544489	5548540	-0.409	0.855		-1.93	0.425		-1.89	0.428	
ENSG00000256294	ZNF225	chr19	+	44112181	44134822	0.415	0.0442	0.0971	0.516	0.0122	0.0432	0.195	0.346	0.498
ENSG00000101624	CEP76	chr18	-	12661833	12702777	-0.12	0.282	0.415	-0.143	0.194	0.345	-0.0866	0.432	0.583
ENSG00000164532	TBX20	chr7	-	35202430	35254100	-1.23	1.36e-07	1.8e-06	-0.63	0.0068	0.0274	-0.963	3.15e-05	0.000243
ENSG00000066739	ATG2B	chr14	-	96279195	96363341	-0.399	0.00216	0.00792	-0.219	0.0963	0.207	-0.276	0.0334	0.0819
ENSG00000248099	INSL3	chr19	-	17816512	17821574	-0.891	0.826		-1.06	0.795		-0.928	0.818	
ENSG00000225457		chr7	+	113100663	113146330	1.92	0.532		1.39	0.659		-0.959	0.765	
ENSG00000162878	PKDCC	chr2	+	42048021	42058517	0.295	0.142	0.246	0.161	0.426	0.598	-0.605	0.00332	0.0121
ENSG00000245648	KLRK1-AS1	chr12	+	10363638	10398506	0.698	0.28	0.413	-0.00413	0.995	0.997	0.516	0.426	0.577
ENSG00000175354	PTPN2	chr18	-	12785478	12929643	-0.19	0.0498	0.107	-0.203	0.036	0.0997	-0.146	0.128	0.238
ENSG00000010318	PHF7	chr3	+	52410660	52423641	0.219	0.555	0.678	0.00556	0.988	0.994	-0.173	0.649	0.765
ENSG00000104679	R3HCC1	chr8	+	23270120	23296279	0.476	0.00998	0.0286	0.256	0.17	0.315	0.618	0.000734	0.00344
ENSG00000147364	FBXO25	chr8	+	406428	477967	-0.121	0.454	0.588	-0.252	0.121	0.246	-0.215	0.182	0.311
ENSG00000288839		chr18	+	13744159	13745777	-0.11	0.735	0.82	0.0115	0.972	0.985	-0.234	0.475	0.622
ENSG00000175322	ZNF519	chr18	-	14057457	14132490	1.19	1.39e-08	2.34e-07	0.971	5.29e-06	6.5e-05	0.626	0.00304	0.0113
ENSG00000196951	SCOC-AS1	chr4	-	140283724	140373409	0.629	0.25	0.378	0.363	0.509	0.67	-0.273	0.636	0.756
ENSG00000177427	MIEF2	chr17	+	18260597	18266552	0.349	0.0854	0.165	0.168	0.412	0.584	0.293	0.148	0.265
ENSG00000167772	ANGPTL4	chr19	+	8363289	8374370	-2.37	1.03e-07	1.4e-06	-2	7.81e-06	9.13e-05	-2.76	6.79e-10	1.87e-08
ENSG00000263002	ZNF234	chr19	+	44141554	44160313	0.607	9.45e-05	0.00055	0.391	0.0128	0.0448	0.383	0.0139	0.0401
ENSG00000077782	FGFR1	chr8	-	38400215	38468834	0.0235	0.797	0.865	-0.0044	0.962	0.979	0.0264	0.772	0.853
ENSG00000137166	FOXP4	chr6	+	41546381	41602384	0.0416	0.736	0.82	-0.0102	0.935	0.964	-0.213	0.0852	0.173
ENSG00000115947	ORC4	chr2	-	147930396	148021604	-0.0276	0.734	0.819	-0.0395	0.626	0.763	0.0143	0.859	0.911
ENSG00000289436		chr14	+	41604962	41606348	1.15	0.083	0.162	1.05	0.118	0.242	0.253	0.712	0.811
ENSG00000285906		chr3	-	11193439	11225877	-2.96	0.416		-3.37	0.359		-3.06	0.398	
ENSG00000247240	UBL7-DT	chr15	+	74461248	74513971	0.375	0.0177	0.0458	0.17	0.289	0.457	0.0939	0.559	0.692
ENSG00000067900	ROCK1	chr18	-	20944612	21111813	0.238	0.00213	0.00783	0.206	0.00825	0.0319	0.288	0.000185	0.00109
ENSG00000081842	PCDHA6	chr5	+	140827958	141012347	0.305	0.577	0.696	0.301	0.585	0.732	0.192	0.725	0.821
ENSG00000141449	GREB1L	chr18	+	21242232	21526112	1.56	3.79e-37	2.33e-34	1.52	1.49e-34	9.03e-32	1.6	1.28e-39	1.3e-36
ENSG00000269392		chr19	-	50365880	50369331	0.991	0.658		-1.27	0.604		1.24	0.575	
ENSG00000033867	SLC4A7	chr3	-	27372721	27484420	0.31	0.0621	0.128	0.152	0.365	0.537	0.447	0.00684	0.0223
ENSG00000167088	SNRPD1	chr18	+	21612314	21633524	0.297	0.0366	0.0833	0.311	0.0297	0.0858	0.536	0.000145	0.000884
ENSG00000115138	POMC	chr2	-	25160853	25168903	0.982	0.0803	0.157	0.876	0.117	0.24	0.35	0.541	0.677
ENSG00000169914	OTUD3	chr1	+	19882395	19912945	-0.586	0.0204	0.0516	-0.237	0.354	0.526	-0.62	0.0139	0.04
ENSG00000158201	ABHD3	chr18	-	21650901	21704780	-0.574	2.2e-05	0.000157	-0.339	0.0106	0.0387	-0.454	0.000651	0.00311
ENSG00000265142	MIR133A1HG	chr18	-	21825487	21831539	1.9	0.336		0.856	0.68		4.2	0.0163	
ENSG00000261738	MIR3976HG	chr18	+	5721812	5876328	-0.363	0.695	0.79	0.72	0.424	0.595	-0.431	0.643	0.761
ENSG00000212710	CTAGE1	chr18	-	22413599	22417915	1.2	0.363		1.76	0.167	0.311	1.93	0.127	0.237
ENSG00000198795	ZNF521	chr18	-	25061924	25352190	2.23	1.1e-08	1.89e-07	2.02	3.23e-07	5.38e-06	0.979	0.0126	0.037
ENSG00000101782	RIOK3	chr18	+	23453287	23486603	-0.181	0.111	0.204	-0.0469	0.681	0.802	-0.161	0.153	0.273
ENSG00000265681	RPL17	chr18	-	49488453	49492508	-0.47	1.84e-05	0.000134	-0.339	0.00232	0.0115	-0.423	0.000112	0.000711
ENSG00000264660		chr17	+	20963722	20980238	-0.976	0.582		-0.0882	0.957		-0.394	0.813	
ENSG00000240801		chr11	-	2129121	2129964	0.292	0.517	0.643	0.846	0.0631	0.152	0.0467	0.917	0.949
ENSG00000168234	TTC39C	chr18	+	23992773	24135610	-0.6	7.81e-09	1.39e-07	-0.552	1.04e-07	1.95e-06	-0.528	2.98e-07	4.34e-06
ENSG00000285190		chr5	+	87412342	87499340	-1.61	0.00152	0.00589	-0.407	0.407	0.578	-1.41	0.00471	0.0164
ENSG00000100099	HPS4	chr22	-	26443107	26483931	0.209	0.0383	0.0866	0.0772	0.449	0.619	0.0881	0.382	0.535
ENSG00000141447	OSBPL1A	chr18	-	24162045	24397880	-0.185	0.0203	0.0515	-0.316	7.87e-05	0.000681	-0.228	0.00403	0.0143
ENSG00000213996	TM6SF2	chr19	-	19264364	19273391	1.09	0.215	0.338	1.59	0.0598	0.147	1.91	0.0222	0.059
ENSG00000107164	FUBP3	chr9	+	130578965	130638352	-0.849	3.23e-11	9.72e-10	-0.697	6.62e-08	1.31e-06	-0.763	2.04e-09	5.07e-08
ENSG00000135632	SMYD5	chr2	+	73214222	73227221	-0.218	0.0963	0.182	-0.287	0.0284	0.0827	-0.175	0.177	0.305
ENSG00000154059	IMPACT	chr18	+	24426634	24453531	0.244	0.0201	0.0511	0.146	0.167	0.31	0.186	0.0754	0.157
ENSG00000134489	HRH4	chr18	+	24460637	24479961	-0.373	0.788	0.858	0.465	0.714	0.826	1.32	0.268	0.413
ENSG00000184640	SEPTIN9	chr17	+	77280569	77500596	-0.332	0.00339	0.0116	-0.306	0.00751	0.0297	-0.361	0.00139	0.0059
ENSG00000255326		chr11	+	75583196	75594665	-1.79	0.32		0.764	0.623		1.59	0.282	
ENSG00000154080	CHST9	chr18	-	26906481	27185308	-0.332	0.713		-1.64	0.0933	0.203	-1.52	0.122	0.228
ENSG00000088876	ZNF343	chr20	-	2481817	2524702	0.866	5.61e-06	4.8e-05	0.646	0.000781	0.00474	0.866	4.66e-06	4.74e-05
ENSG00000137766	UNC13C	chr15	+	53978201	54628707	0.0546	0.884	0.928	0.00548	0.988	0.994	-1.04	0.00583	0.0195
ENSG00000162490	DRAXIN	chr1	+	11691710	11725857	1.3	0.0405	0.0906	1.06	0.095	0.205	1.02	0.108	0.208
ENSG00000248551		chr4	-	175346358	175403110	1.02	0.0797	0.156	0.883	0.134	0.265	1.17	0.0418	0.0983
ENSG00000274578		chr18	-	28146233	28146703	3.73	0.242		2.21	0.503		0.966	0.773	
ENSG00000234810		chr1	+	55329288	56070513	-2.23	0.391		-3.13	0.234		-3.16	0.223	
ENSG00000144026	ZNF514	chr2	-	95122087	95165668	0.361	0.0211	0.053	0.176	0.266	0.432	-0.056	0.724	0.819
ENSG00000134755	DSC2	chr18	-	31058840	31102522	0.106	0.503	0.631	0.348	0.0306	0.0878	0.0969	0.541	0.677
ENSG00000261094		chr9	+	122937623	122940333	0.459	0.191	0.309	-0.0609	0.865	0.924	-0.0647	0.858	0.911
ENSG00000286340		chr6	+	79077841	79142516	-0.379	0.465	0.597	-0.135	0.786	0.874	-0.0182	0.971	0.987
ENSG00000197808	ZNF461	chr19	-	36636618	36666853	-0.182	0.294	0.427	-0.188	0.273	0.44	-0.322	0.0638	0.138
ENSG00000118271	TTR	chr18	+	31557009	31598833	-3.49	5.14e-14	2.5e-12	-3.03	3.89e-12	1.78e-10	-3	6.69e-12	2.67e-10
ENSG00000118276	B4GALT6	chr18	-	31622246	31685836	-0.113	0.638	0.745	-0.278	0.25	0.413	-0.464	0.0529	0.119
ENSG00000141437	SLC25A52	chr18	-	31759584	31760880	-1.91	0.152	0.26	0.202	0.855		-1.65	0.215	0.353
ENSG00000153339	TRAPPC8	chr18	-	31829197	31953136	-0.385	3.77e-05	0.000251	-0.188	0.0461	0.121	-0.278	0.00281	0.0106
ENSG00000134758	RNF138	chr18	+	32091874	32131561	0.619	0.00175	0.00665	0.353	0.0769	0.176	0.776	7.78e-05	0.000522
ENSG00000259735		chr15	-	59348648	59359889	1.17	0.273	0.405	0.667	0.54	0.697	0.519	0.638	0.757
ENSG00000141441	GAREM1	chr18	-	32124877	32470882	-2.18	1.14e-71	2.32e-68	-2.13	5.28e-70	1.28e-66	-2.23	2.37e-75	6.86e-72
ENSG00000198502	HLA-DRB5	chr6	-	32517353	32530287	1.01	0.695		-0.25	0.926		0.873	0.736	
ENSG00000141434	MEP1B	chr18	+	32185069	32220404	-1	0.757		0.949	0.769		0.000969	1	
ENSG00000197705	KLHL14	chr18	-	32672673	32773023	-0.429	0.346	0.483	0.098	0.824	0.898	-0.127	0.773	0.853
ENSG00000225194	LINC00092	chr9	-	96019724	96027993	2.47	0.312		1.75	0.489		2.43	0.318	
ENSG00000206072	SERPINB11	chr18	+	63647579	63726432	0.488	0.542	0.665	0.155	0.847	0.913	-0.808	0.343	0.494
ENSG00000166960	CCDC178	chr18	-	32937402	33441101	-0.324	0.329	0.466	-0.231	0.47	0.637	-0.531	0.112	0.214
ENSG00000141431	ASXL3	chr18	+	33578219	33751195	0.91	4.52e-05	0.000293	0.82	0.000278	0.00201	0.624	0.00516	0.0176
ENSG00000204967	PCDHA4	chr5	+	140807037	141012347	0.465	0.0916	0.175	0.375	0.178	0.325	0.373	0.174	0.301
ENSG00000166974	MAPRE2	chr18	+	34976928	35143470	0.512	0.0316	0.0741	0.295	0.221	0.378	0.473	0.0462	0.107
ENSG00000274184		chr18	+	35268218	35270238	0.623	0.502	0.63	0.0165	0.986	0.993	-0.861	0.415	0.566
ENSG00000274918		chr18	+	35317396	35317848	-0.845	0.758		-1.28	0.642		-0.0769	0.977	
ENSG00000130844	ZNF331	chr19	+	53519527	53580269	-0.147	0.395	0.531	-0.185	0.291	0.459	-0.206	0.234	0.375
ENSG00000286638		chr5	+	91280229	91282713	-3.53	0.0111	0.0312	-1.02	0.268	0.434	-1.69	0.101	0.197
ENSG00000172466	ZNF24	chr18	-	35332227	35345482	0.254	0.00076	0.00329	0.199	0.0089	0.0339	0.317	2.35e-05	0.00019
ENSG00000275512		chr18	-	35403996	35406528	2.72	0.105		2.36	0.169		1.48	0.406	
ENSG00000153391	INO80C	chr18	-	35452230	35497979	0.224	0.206	0.327	0.095	0.594	0.738	0.485	0.00543	0.0184
ENSG00000141965	FEM1A	chr19	+	4791734	4801273	-0.39	2.69e-05	0.000187	-0.385	3.63e-05	0.000348	-0.266	0.00394	0.014
ENSG00000289891		chr18	+	35497697	35498194	-0.109	0.898	0.937	-1.43	0.157	0.298	-0.312	0.717	0.815
ENSG00000163191	S100A11	chr1	-	152032506	152047907	-0.0734	0.381	0.518	0.0217	0.798	0.881	-0.0673	0.42	0.571
ENSG00000141429	GALNT1	chr18	+	35581117	35711834	0.249	0.0163	0.0429	0.252	0.0161	0.0537	0.168	0.103	0.201
ENSG00000266965		chr18	+	35595901	35597599	0.929	0.0108	0.0304	0.508	0.176	0.322	0.132	0.726	0.821
ENSG00000272885		chr4	-	416118	416537	0.806	0.541	0.665	0.956	0.471		0.316	0.816	0.884
ENSG00000114626	ABTB1	chr3	+	127672935	127680926	-0.513	0.00302	0.0106	-0.328	0.0478	0.124	-0.183	0.267	0.412
ENSG00000134759	ELP2	chr18	+	36129444	36180557	-0.554	1.87e-06	1.84e-05	-0.63	8.25e-08	1.6e-06	-0.588	3.98e-07	5.61e-06
ENSG00000260552	COSMOC	chr18	-	36179996	36187475	-4.81	1.42e-13	6.51e-12	-4.27	3.6e-14	2.37e-12	-5.06	7.58e-14	4.37e-12
ENSG00000259065	MIDEAS-AS1	chr14	+	73787355	73803300	0.952	0.116	0.211	0.46	0.471	0.638	0.0842	0.896	0.934
ENSG00000150477	KIAA1328	chr18	+	36829106	37232172	0.391	0.0191	0.0489	0.271	0.105	0.222	0.195	0.244	0.386
ENSG00000261150	EPPK1	chr8	-	143857324	143878467	-0.444	1.36e-06	1.39e-05	-0.336	0.000275	0.00199	-0.136	0.135	0.247
ENSG00000132305	IMMT	chr2	-	86143932	86195472	-0.0735	0.274	0.407	-0.0523	0.438	0.609	0.0564	0.397	0.55
ENSG00000267651		chr18	-	37234119	37236242	0.691	0.558	0.68	-0.67	0.614	0.754	-1.87	0.23	
ENSG00000105887	MTPN	chr7	-	135926760	135977359	0.0407	0.535	0.659	0.154	0.0204	0.0645	0.15	0.0222	0.059
ENSG00000214894	LINC00243	chr6	-	30798211	30830659	0.25	0.788	0.858	1.6	0.0596	0.146	0.00967	0.992	0.999
ENSG00000101489	CELF4	chr18	-	37243040	37565827	-1.51	7.9e-05	0.000473	-1.3	0.000337	0.00237	-1.59	2.9e-05	0.000227
ENSG00000267707		chr18	+	37243776	37247506	-0.863	0.528		-0.431	0.757		-2.2	0.169	
ENSG00000231971	CT69	chr6	-	134428239	134520585	-1.07	0.531		-1.51	0.385		-0.271	0.863	
ENSG00000132470	ITGB4	chr17	+	75721328	75757818	-0.0221	0.933	0.961	0.222	0.404	0.576	-0.0415	0.875	0.92
ENSG00000177599	ZNF491	chr19	+	11797667	11809622	0.427	0.234	0.361	0.36	0.315	0.485	0.475	0.181	0.309
ENSG00000151353	TMEM18	chr2	-	663877	677406	-0.0462	0.7	0.793	-0.0857	0.473	0.64	0.0821	0.487	0.632
ENSG00000138430	OLA1	chr2	-	174072447	174248599	-0.0388	0.641	0.747	-0.132	0.116	0.238	0.0716	0.385	0.538
ENSG00000267374	MIR924HG	chr18	-	39206917	39800322	0.694	0.0089	0.026	0.455	0.091	0.199	0.296	0.267	0.413
ENSG00000100243	CYB5R3	chr22	-	42615730	42720870	-0.219	0.00713	0.0216	-0.225	0.006	0.0249	-0.245	0.00246	0.00954
ENSG00000185753	CXorf38	chrX	-	40626921	40647561	0.286	0.0525	0.112	0.235	0.113	0.234	0.0628	0.672	0.782
ENSG00000267313		chr18	-	41465783	41632185	-0.457	0.372	0.509	-1.14	0.0361	0.0999	-1.37	0.0125	0.0368
ENSG00000271849	MAN2A1-DT	chr5	-	109687802	109688329	-0.387	0.72	0.808	-0.788	0.483	0.648	-1.41	0.25	
ENSG00000261697		chr16	-	87262759	87292438	-0.704	0.552	0.675	0.0036	0.997	0.999	-1	0.414	0.565
ENSG00000276174		chr18	+	42052705	42053030	0.363	0.762		0.739	0.504		-1.15	0.418	
ENSG00000286976		chr18	-	42649520	42657893	1.02	0.26	0.389	0.372	0.68	0.802	0.00913	0.992	0.999
ENSG00000094880	CDC23	chr5	-	138187650	138213343	0.134	0.0483	0.104	0.132	0.0512	0.131	0.235	0.000466	0.00236
ENSG00000103148	NPRL3	chr16	-	84271	138677	-0.271	0.0056	0.0177	-0.244	0.0123	0.0435	-0.291	0.0028	0.0106
ENSG00000273416		chr1	-	235104180	235104609	0.299	0.804	0.87	1.09	0.343	0.514	-0.388	0.767	0.849
ENSG00000213463	SYNJ2BP	chr14	-	70366499	70417090	0.577	7.67e-05	0.000461	0.442	0.00273	0.0131	0.668	4.17e-06	4.3e-05
ENSG00000274776		chr18	-	46786699	46789297	2.46	0.0146	0.0391	3.08	0.00195	0.01	3.12	0.00152	0.00635
ENSG00000289168		chr18	+	46868640	46875763	0.779	0.786		-2.05	0.506		-1.35	0.656	
ENSG00000189030	VHLL	chr1	-	156298624	156299307	-0.806	0.784		-3.1	0.318		-3.21	0.293	
ENSG00000167216	KATNAL2	chr18	+	46917492	47103478	0.324	0.229	0.354	0.13	0.631	0.766	-0.195	0.478	0.625
ENSG00000123728	RAP2C	chrX	-	132203024	132219480	-0.142	0.199	0.319	-0.0489	0.661	0.788	-0.281	0.0109	0.0327
ENSG00000267724		chr18	+	47105946	47108062	-2.44	0.437		-2.15	0.499		0.841	0.777	
ENSG00000250280		chr12	+	65281657	65286728	2.57	0.00829	0.0245	1.75	0.0769	0.176	2.62	0.00674	0.0221
ENSG00000196233	LCOR	chr10	+	96832254	96995956	0.0945	0.326	0.462	0.278	0.0043	0.019	0.16	0.0941	0.187
ENSG00000167220	HDHD2	chr18	-	47107408	47150500	0.218	0.0191	0.0488	0.145	0.119	0.243	0.203	0.0284	0.0719
ENSG00000120645	IQSEC3	chr12	+	66767	178455	-0.93	0.543		-0.345	0.812		-2.43	0.161	
ENSG00000273521		chr10	+	131980240	131981337	2.12	0.217		0.178	0.929		0.879	0.641	
ENSG00000134049	IER3IP1	chr18	-	47152834	47176364	-0.386	0.000143	0.000787	-0.202	0.0461	0.121	-0.215	0.0326	0.0804
ENSG00000255845		chr11	-	60813932	60821739	0.173	0.95		0.39	0.886		0.979	0.713	
ENSG00000235590	GNAS-AS1	chr20	-	58818918	58850903	0.583	0.0814	0.159	0.188	0.587	0.733	0.07	0.84	0.9
ENSG00000286416		chr13	-	97405169	97433994	1.1	0.0108	0.0304	0.972	0.0252	0.0758	0.896	0.0396	0.0942
ENSG00000175387	SMAD2	chr18	-	47808957	47931146	0.583	5.96e-10	1.39e-08	0.461	1.26e-06	1.81e-05	0.337	0.000335	0.00178
ENSG00000115652	UXS1	chr2	-	106093308	106194301	-0.364	9.71e-06	7.72e-05	-0.312	0.000151	0.00119	-0.22	0.00683	0.0223
ENSG00000184828	ZBTB7C	chr18	-	48026672	48410752	-1.5	1.29e-17	1.13e-15	-0.868	8.36e-07	1.27e-05	-1.22	2.9e-12	1.24e-10
ENSG00000238198	LRIG2-DT	chr1	-	113011687	113073113	1.88	0.0913	0.174	1.57	0.158	0.3	0.655	0.581	0.711
ENSG00000102802	MEDAG	chr13	+	30906271	30925572	2.15	0.0852		2.41	0.0517		0.485	0.724	
ENSG00000101665	SMAD7	chr18	-	48919853	48950965	-0.723	0.00951	0.0275	-0.231	0.413	0.585	-0.635	0.0222	0.0589
ENSG00000080854	IGSF9B	chr11	-	133896438	133956968	1.25	5.79e-13	2.43e-11	1.2	6.72e-12	2.93e-10	1.27	1.74e-13	9.37e-12
ENSG00000264269	DYM-AS1	chr18	+	49023703	49048474	-2.27	0.272		-0.777	0.699		-1.4	0.498	
ENSG00000255038		chr11	-	66067277	66069619	-1.04	0.206	0.326	-1.8	0.0413	0.111	-2.11	0.0248	0.0645
ENSG00000183889		chr16	+	16317444	16350590	0.172	0.135	0.237	-0.0808	0.487	0.651	0.0999	0.383	0.536
ENSG00000167996	FTH1	chr11	-	61959718	61967634	-0.631	0.0168	0.044	-0.28	0.295	0.463	-0.735	0.0052	0.0178
ENSG00000177576	C18orf32	chr18	-	49477243	49487252	-0.393	0.000516	0.00237	-0.328	0.00378	0.0171	-0.385	0.000614	0.00296
ENSG00000138593	SECISBP2L	chr15	-	48988476	49046447	-0.19	0.167	0.279	0.0428	0.758	0.856	-0.264	0.0542	0.121
ENSG00000263916		chr18	-	49484536	49486149	-0.0143	0.991		-0.399	0.77		0.00154	0.999	
ENSG00000223799	IL10RB-DT	chr21	-	33263873	33266296	1.62	0.221		1.6	0.223		1.29	0.339	
ENSG00000167315	ACAA2	chr18	-	49782164	49813953	0.0721	0.383	0.519	0.0997	0.227	0.386	0.12	0.141	0.257
ENSG00000287672		chr7	+	91880791	91886490	1.89	0.268		2.89	0.0783		2.48	0.132	
ENSG00000164451	CALHM4	chr6	+	116529013	116561127	0.122	0.868	0.917	1.35	0.0455	0.12	-0.126	0.867	0.916
ENSG00000267322	SNHG22	chr18	+	49813965	49851059	0.0336	0.828	0.888	-0.0844	0.584	0.731	-0.109	0.481	0.628
ENSG00000287083		chr4	-	179923773	180059792	0.907	0.612		-0.0708	0.97		2.22	0.164	
ENSG00000167306	MYO5B	chr18	-	49822789	50195164	0.0881	0.463	0.596	0.0968	0.425	0.596	-0.206	0.0851	0.172
ENSG00000176125	UFSP1	chr7	-	100888721	100889715	0.0021	0.997	0.999	-0.0204	0.97	0.984	0.562	0.281	0.428
ENSG00000225663	MCRIP1	chr17	-	81822361	81833302	-0.00577	0.967	0.982	0.0413	0.764	0.859	-0.0198	0.885	0.927
ENSG00000172361	CFAP53	chr18	-	50227193	50266495	-0.274	0.691	0.786	-0.0116	0.986	0.993	-0.582	0.413	0.565
ENSG00000242114	MTFP1	chr22	+	30425623	30429054	-0.149	0.29	0.423	-0.188	0.176	0.323	0.0277	0.84	0.9
ENSG00000154839	SKA1	chr18	+	50375040	50394168	0.786	0.000332	0.00162	0.643	0.00356	0.0163	1.04	1.8e-06	2.11e-05
ENSG00000141639	MAPK4	chr18	+	50560087	50731826	0.0782	0.554	0.676	0.166	0.211	0.365	-0.146	0.269	0.415
ENSG00000134042	MRO	chr18	-	50795120	50825402	-0.478	0.495	0.624	-0.0541	0.933	0.963	-1.07	0.149	0.267
ENSG00000170385	SLC30A1	chr1	-	211571568	211579161	-0.157	0.105	0.194	-0.072	0.461	0.63	-0.0926	0.336	0.486
ENSG00000170270	GON7	chr14	-	93202894	93207065	0.68	0.00542	0.0172	0.509	0.0377	0.103	0.754	0.00181	0.00739
ENSG00000141642	ELAC1	chr18	+	50967991	50988121	0.891	0.00175	0.00663	0.559	0.0525	0.133	0.84	0.00304	0.0113
ENSG00000288056		chr6	-	145784406	145786559	0.299	0.588	0.705	0.694	0.201	0.354	0.0564	0.92	0.951
ENSG00000176624	MEX3C	chr18	-	51174550	51218333	0.597	4.14e-09	7.96e-08	0.463	6.23e-06	7.52e-05	0.582	8.79e-09	1.88e-07
ENSG00000254911	SCARNA9	chr11	+	93721513	93721865	0.143	0.411	0.547	0.308	0.0781	0.178	0.0473	0.785	0.861
ENSG00000187323	DCC	chr18	+	52340197	53535899	2.9	0.000599	0.00268	2.1	0.015	0.0509	2.68	0.00155	0.00647
ENSG00000123143	PKN1	chr19	+	14433053	14471867	0.209	0.104	0.194	0.112	0.386	0.558	0.259	0.0421	0.0989
ENSG00000134046	MBD2	chr18	-	54151606	54224669	-0.362	5.79e-05	0.000363	-0.303	0.000776	0.00471	-0.297	0.00091	0.00413
ENSG00000286086		chr3	+	185499140	185501109	-1.51	0.0562	0.118	-0.892	0.214	0.37	-1.61	0.042	0.0987
ENSG00000163630	SYNPR	chr3	+	63228315	63616924	-0.199	0.835	0.893	-1.66	0.134	0.265	-0.629	0.522	0.662
ENSG00000277324		chr18	-	54268346	54270028	0.609	0.241	0.368	-0.413	0.469	0.636	0.339	0.522	0.661
ENSG00000198440	ZNF583	chr19	+	56397966	56436035	0.592	0.0342	0.079	-0.173	0.553	0.707	-0.168	0.571	0.702
ENSG00000174448	STARD6	chr18	-	54324358	54357964	0.911	0.745		0.833	0.769		-0.96	0.737	
ENSG00000166510	CCDC68	chr18	-	54901509	54959461	-3.32	7.21e-12	2.46e-10	-3.67	1.28e-13	7.61e-12	-2.94	4.97e-10	1.43e-08
ENSG00000113212	PCDHB7	chr5	+	141172644	141176383	0.565	0.467	0.599	-0.00687	0.993	0.996	-0.0465	0.954	0.975
ENSG00000105642	KCNN1	chr19	+	17951293	18000085	-3.26	0.0245	0.0601	-0.776	0.437		-2.5	0.0593	0.13
ENSG00000267284		chr18	+	55589904	55839184	1.57	0.588		1.63	0.574		0.00479	0.999	
ENSG00000168246	UBTD2	chr5	-	172209646	172283764	0.146	0.0823	0.16	0.0978	0.245	0.407	0.153	0.0658	0.141
ENSG00000126705	AHDC1	chr1	-	27534035	27604431	0.602	1.39e-06	1.41e-05	0.535	2.15e-05	0.000223	0.384	0.00204	0.00816
ENSG00000234690	EPCAM-DT	chr2	-	47192405	47345074	1.46	0.219	0.342	1.3	0.285		0.0226	0.986	
ENSG00000152061	RABGAP1L	chr1	+	174159410	174995308	-0.296	0.00169	0.00644	-0.264	0.00528	0.0225	-0.287	0.00219	0.00865
ENSG00000156127	BATF	chr14	+	75522455	75546993	0.541	0.236	0.362	1.27	0.00301	0.0142	1.04	0.0168	0.0468
ENSG00000197647	ZNF433	chr19	-	12014715	12035741	0.65	0.000113	0.000644	0.402	0.0186	0.06	0.324	0.0562	0.125
ENSG00000164175	SLC45A2	chr5	-	33944623	33984693	0.884	0.668		2.47	0.196		1.49	0.451	
ENSG00000101194	SLC17A9	chr20	+	62952707	62969585	-1.47	1.63e-06	1.62e-05	-1.4	5.18e-06	6.38e-05	-1.82	4.07e-09	9.37e-08
ENSG00000157326	DHRS4	chr14	+	23953734	23969279	0.117	0.494	0.623	0.01	0.953	0.974	0.0879	0.604	0.729
ENSG00000268119		chr19	-	21444241	21463908	0.559	4.78e-06	4.18e-05	0.717	4.88e-09	1.24e-07	0.448	0.000244	0.00137
ENSG00000110975	SYT10	chr12	-	33374238	33439819	2.78	2.3e-15	1.4e-13	2.42	8.26e-12	3.54e-10	2.33	2.99e-11	1.06e-09
ENSG00000203635		chr2	-	1620510	1625419	1.48	0.00275	0.00975	1.58	0.00148	0.00801	1.8	0.000208	0.0012
ENSG00000177485	ZBTB33	chrX	+	120250752	120258398	0.311	0.0131	0.0359	0.184	0.145	0.281	0.362	0.00363	0.0131
ENSG00000274253		chr15	+	22757835	22778741	0.47	0.456	0.589	0.432	0.491	0.655	0.215	0.735	0.828
ENSG00000111678	C12orf57	chr12	+	6942978	6946003	-0.187	0.172	0.285	-0.208	0.128	0.257	-0.232	0.0882	0.178
ENSG00000069869	NEDD4	chr15	-	55826922	55993660	-0.0738	0.679	0.777	-0.403	0.0257	0.077	0.0402	0.821	0.887
ENSG00000158019	BABAM2	chr2	+	27889941	28338901	0.181	0.0783	0.154	0.133	0.193	0.344	0.181	0.0766	0.159
ENSG00000011105	TSPAN9	chr12	+	3077355	3286564	-0.549	3.1e-05	0.000212	-0.408	0.00211	0.0107	-0.424	0.00122	0.00528
