gene_ID	hgnc_symbol	chr	strand	start	end	EOMES_KO_log2FoldChange	EOMES_KO_pvalue	EOMES_KO_padj
ENSG00000170779	CDCA4	chr14	-	105009573	105021083	0.0907	0.151	0.216
ENSG00000143977	SNRPG	chr2	-	70281362	70293740	-0.313	2.58e-07	7.44e-07
ENSG00000183484	GPR132	chr14	-	105049395	105065445	1.35	0.523	0.611
ENSG00000257556	LINC02298	chr14	+	105092737	105100131	-0.458	0.476	0.567
ENSG00000275713	H2BC9	chr6	+	26251614	26252075	1.43	1.4e-102	2.76e-101
ENSG00000132938	MTUS2	chr13	+	28820339	29505947	-1.74	9.16e-28	6.01e-27
ENSG00000166704	ZNF606	chr19	-	57977076	58003349	-0.0867	0.234	0.315
ENSG00000133246	PRAM1	chr19	-	8490056	8502640	1.78	0.329	0.42
ENSG00000184916	JAG2	chr14	-	105140982	105168824	0.471	0.00174	0.00356
ENSG00000285583		chr19	-	12670079	12671023	2.15	0.304	0.393
ENSG00000184887	BTBD6	chr14	+	105248533	105251093	-0.227	0.00518	0.00997
ENSG00000116406	EDEM3	chr1	-	184690237	184754907	0.652	2.84e-25	1.74e-24
ENSG00000251602	MTA1-DT	chr14	-	105416884	105419739	-1.25	1.06e-09	3.53e-09
ENSG00000259548		chr15	-	79832466	79833554	2.51	0.0711	0.111
ENSG00000257270		chr14	-	105467793	105470617	-0.042	0.981	0.987
ENSG00000230090		chr2	-	5618327	5691118	-0.0518	0.975	0.984
ENSG00000264920	SP2-DT	chr17	-	47891219	47895844	0.369	0.0864	0.132
ENSG00000146592	CREB5	chr7	+	28299321	28825894	4.54	4.87e-164	1.56e-162
ENSG00000100804	PSMB5	chr14	-	23016543	23035230	-0.137	0.00643	0.0122
ENSG00000148600	CDHR1	chr10	+	84194537	84219621	-0.0845	0.637	0.717
ENSG00000140557	ST8SIA2	chr15	+	92393881	92468728	-0.358	0.00281	0.0056
ENSG00000273747		chr15	+	83020115	83020802	-0.799	0.557	0.643
ENSG00000214146	LINC02026	chr3	-	193957372	194003760	-3.87	0.00893	0.0166
ENSG00000103978	TMEM87A	chr15	-	42210447	42273534	0.563	4.05e-18	1.97e-17
ENSG00000075239	ACAT1	chr11	+	108116695	108147603	-0.177	0.0778	0.121
ENSG00000198899	MT-ATP6	chrM	+	8527	9207	0.168	0.000313	0.000696
ENSG00000224616	RTCA-AS1	chr1	-	100251528	100266182	-0.467	0.012	0.0219
ENSG00000267601		chr17	+	78855478	78855844	0.431	0.658	0.734
ENSG00000085563	ABCB1	chr7	-	87503017	87713323	0.107	0.85	0.891
ENSG00000156113	KCNMA1	chr10	-	76869601	77638369	4.78	4.74e-67	6.06e-66
ENSG00000287356		chr1	+	2315040	2323085	-0.467	0.0675	0.106
ENSG00000167272	POP5	chr12	-	120578764	120581402	-0.297	0.00944	0.0175
ENSG00000154118	JPH3	chr16	+	87601835	87698156	-1.01	2.51e-50	2.52e-49
ENSG00000228590		chr2	-	60336446	60439828	-2.91	0.0677	0.107
ENSG00000012048	BRCA1	chr17	-	43044295	43170245	0.481	1.02e-12	3.97e-12
ENSG00000130032	PRRG3	chrX	+	151694607	151705924	-1.47	8.47e-32	6.15e-31
ENSG00000158104	HPD	chr12	-	121839527	121863596	0.159	0.8	0.852
ENSG00000185697	MYBL1	chr8	-	66562175	66614247	0.977	0.00014	0.000323
ENSG00000175567	UCP2	chr11	-	73974672	73982843	-2.89	2.19e-247	1.22e-245
ENSG00000196188	CTSE	chr1	-	206008535	206023909	1.43	0.589	
ENSG00000177045	SIX5	chr19	-	45764785	45769252	0.405	1.45e-05	3.66e-05
ENSG00000179859	RNF227	chr17	-	7913339	7916289	-0.853	0.00253	0.00507
ENSG00000135968	GCC2	chr2	+	108449107	108509415	0.829	3.34e-53	3.51e-52
ENSG00000205683	DPF3	chr14	-	72609034	72894101	3.44	2.54e-21	1.38e-20
ENSG00000092445	TYRO3	chr15	+	41557675	41583589	-0.0531	0.346	0.438
ENSG00000181625	SLX1B	chr16	+	29454533	29458219	1.88	0.0164	0.0291
ENSG00000261096		chr2	+	231809846	231812352	-0.267	0.593	0.676
ENSG00000140299	BNIP2	chr15	-	59659146	59689339	-0.129	0.0152	0.0272
ENSG00000183337	BCOR	chrX	-	40049815	40177329	-0.342	6.41e-11	2.27e-10
ENSG00000286817		chr15	-	82749252	82750455	0.207	0.675	0.747
ENSG00000289109		chr7	+	23474647	23475372	0.456	0.456	0.548
ENSG00000167646	DNAAF3	chr19	-	55158661	55166722	-0.334	0.351	0.444
ENSG00000097046	CDC7	chr1	+	91500851	91525764	-0.613	1.88e-17	8.9e-17
ENSG00000142409	ZNF787	chr19	-	56087366	56121295	-0.148	0.0533	0.0859
ENSG00000179632	MAF1	chr8	+	144104461	144107611	0.0851	0.158	0.225
ENSG00000171863	RPS7	chr2	+	3575260	3580920	-0.00663	0.892	0.922
ENSG00000138439	FAM117B	chr2	+	202634969	202769757	-0.257	2.61e-05	6.47e-05
ENSG00000110429	FBXO3	chr11	-	33740939	33774543	0.773	1.24e-19	6.36e-19
ENSG00000134668	SPOCD1	chr1	-	31790422	31816022	0.205	0.588	0.672
ENSG00000074842	MYDGF	chr19	-	4641374	4670362	-0.262	0.00104	0.00218
ENSG00000037749	MFAP3	chr5	+	154038959	154220478	0.298	2.05e-08	6.33e-08
ENSG00000254141		chr8	+	105669991	105679031	2.21	0.0323	0.0544
ENSG00000105131	EPHX3	chr19	-	15226919	15233435	-3.65	1.61e-84	2.59e-83
ENSG00000125503	PPP1R12C	chr19	-	55090914	55117637	0.161	0.0254	0.0438
ENSG00000108797	CNTNAP1	chr17	+	42682531	42699993	0.623	3.69e-05	9e-05
ENSG00000100288	CHKB	chr22	-	50578959	50601455	-0.127	0.211	0.288
ENSG00000083093	PALB2	chr16	-	23603160	23641321	-0.362	1.37e-07	4e-07
ENSG00000213420	GPC2	chr7	-	100169606	100177381	-0.449	1.9e-07	5.5e-07
ENSG00000166557	TMED3	chr15	+	79311112	79427432	0.595	4.39e-19	2.21e-18
ENSG00000140795	MYLK3	chr16	-	46702282	46790407	0.198	0.126	0.185
ENSG00000139194	RBP5	chr12	-	7115736	7128889	-5.63	9.34e-34	7.05e-33
ENSG00000125149	PHAF1	chr16	+	67109941	67148544	0.139	0.108	0.161
ENSG00000127452	FBXL12	chr19	-	9810267	9827816	0.151	0.108	0.161
ENSG00000105058	FAM32A	chr19	+	16185380	16192046	0.349	2.19e-09	7.15e-09
ENSG00000110446	SLC15A3	chr11	-	60937060	60952653	-0.928	0.221	0.3
ENSG00000179981	TSHZ1	chr18	+	75210755	75289950	2.39	1.59e-33	1.19e-32
ENSG00000130477	UNC13A	chr19	-	17601336	17688365	1.35	4.24e-19	2.14e-18
ENSG00000173166	RAPH1	chr2	-	203394345	203535335	-0.384	9.68e-12	3.58e-11
ENSG00000040608	RTN4R	chr22	-	20241415	20283246	-3.47	1.13e-76	1.66e-75
ENSG00000286881		chr10	+	21526568	21526872	0.619	0.394	0.487
ENSG00000166148	AVPR1A	chr12	-	63142759	63151201	2.39	0.236	0.318
ENSG00000169218	RSPO1	chr1	-	37611350	37634892	2.94	0.135	0.196
ENSG00000135355	GJA10	chr6	+	89894469	89921760	-2.5	0.338	
ENSG00000185359	HGS	chr17	+	81683326	81703138	0.317	2.02e-07	5.86e-07
ENSG00000106689	LHX2	chr9	+	124001670	124033301	-1.72	0.0391	0.0648
ENSG00000058335	RASGRF1	chr15	-	78959906	79090780	4.36	0.0135	0.0243
ENSG00000147604	RPL7	chr8	-	73290242	73295789	0.419	1.06e-18	5.26e-18
ENSG00000232164	LINC01873	chr2	+	66383306	66392450	-1.49	0.201	0.277
ENSG00000258376	PAPLN-AS1	chr14	-	73242651	73245979	-0.75	0.381	0.475
ENSG00000163214	DHX57	chr2	-	38797729	38875934	-0.164	0.0213	0.0372
ENSG00000085514	PILRA	chr7	+	100367530	100400096	-0.12	0.914	0.94
ENSG00000265218		chr17	+	64892729	64910180	2.44	0.223	0.302
ENSG00000025293	PHF20	chr20	+	35771974	35950370	-0.397	1.04e-16	4.8e-16
ENSG00000103415	HMOX2	chr16	+	4474690	4510347	-0.332	0.000212	0.000481
ENSG00000179698	WDR97	chr8	+	144107726	144118328	0.869	0.272	0.359
ENSG00000158050	DUSP2	chr2	-	96143169	96145440	-0.607	0.0396	0.0655
ENSG00000059573	ALDH18A1	chr10	-	95605941	95656711	0.501	6.21e-20	3.22e-19
ENSG00000179403	VWA1	chr1	+	1434861	1442882	1.11	2.27e-18	1.12e-17
ENSG00000226562	CYP4F26P	chr9	+	33580695	33607874	1.49	0.0126	0.0229
ENSG00000110876	SELPLG	chr12	-	108621895	108633894	3.64	8.43e-12	3.13e-11
ENSG00000077420	APBB1IP	chr10	+	26438341	26567803	1.8	0.0179	0.0318
ENSG00000185055	EFCAB10	chr7	-	105565120	105600875	-2.46	0.000927	0.00196
ENSG00000204463	BAG6	chr6	-	31639028	31652705	0.043	0.389	0.482
ENSG00000198642	KLHL9	chr9	-	21329665	21335404	-0.221	2.99e-06	7.99e-06
ENSG00000176723	ZNF843	chr16	-	31432593	31443160	0.745	0.0362	0.0604
ENSG00000278733		chr12	-	28185625	28186190	-0.415	0.794	0.846
ENSG00000197077	KIAA1671	chr22	+	24952716	25197448	0.761	3.19e-46	3.02e-45
ENSG00000089327	FXYD5	chr19	+	35154730	35169881	1.35	4.93e-52	5.08e-51
ENSG00000178913	TAF7	chr5	-	141259884	141320784	-0.0548	0.204	0.28
ENSG00000135723	FHOD1	chr16	-	67229387	67247481	-0.432	7.06e-08	2.11e-07
ENSG00000126264	HCST	chr19	+	35902529	35904377	2.88	0.00843	0.0157
ENSG00000287032		chr7	-	35614650	35622939	0.577	0.558	0.644
ENSG00000267298		chr19	-	56311928	56312486	-0.254	0.816	0.864
ENSG00000266998		chr17	-	77373817	77377236	1.6	0.104	0.156
ENSG00000287122		chr15	+	20301481	20331583	0.83	0.734	
ENSG00000187833	C2orf78	chr2	+	73784183	73817148	-2.44	0.324	
ENSG00000141424	SLC39A6	chr18	-	36108531	36129385	0.956	1.64e-62	1.95e-61
ENSG00000232453	LINC02777	chr1	-	58882868	58931897	0.15	0.864	0.901
ENSG00000105640	RPL18A	chr19	+	17859910	17864153	0.0893	0.0282	0.0481
ENSG00000126934	MAP2K2	chr19	-	4090321	4124122	0.0462	0.381	0.474
ENSG00000286055		chr4	+	144010237	144012598	-2.57	0.292	
ENSG00000005059	MCUB	chr4	+	109560209	109688719	1.32	1.35e-05	3.42e-05
ENSG00000163900	TMEM41A	chr3	-	185476496	185499057	-0.309	0.000225	0.000507
ENSG00000284862	CCDC39	chr3	-	180602858	180684942	-1.62	0.0812	0.125
ENSG00000164746	C7orf57	chr7	+	48035511	48061304	0.52	0.767	0.825
ENSG00000087086	FTL	chr19	+	48965309	48966879	-0.184	8.06e-05	0.000191
ENSG00000168631	MUCL3	chr6	+	30934523	30954221	-0.593	0.348	0.441
ENSG00000104856	RELB	chr19	+	45001461	45038192	-1.46	1.49e-22	8.44e-22
ENSG00000260778	MIR3677HG	chr16	+	2268155	2273418	-0.388	0.519	0.608
ENSG00000155329	ZCCHC10	chr5	-	132996985	133026604	-0.585	3.78e-11	1.35e-10
ENSG00000169059	VCX3A	chrX	-	6533618	6535118	-2.7	0.0492	0.0797
ENSG00000164597	COG5	chr7	-	107201372	107564261	0.362	4.64e-06	1.22e-05
ENSG00000144406	UNC80	chr2	+	209771832	209999300	-3.4	6.68e-22	3.7e-21
ENSG00000163481	RNF25	chr2	-	218663892	218672002	-0.329	0.000153	0.000352
ENSG00000260035		chr15	-	45200325	45200632	0.708	0.000507	0.0011
ENSG00000291003		chr15	+	22516909	22590820	-0.192	0.0987	0.149
ENSG00000290399		chr15	+	22664679	22686213	1.41	0.000176	0.000403
ENSG00000290368		chr15	+	22741180	22744918	-0.803	0.626	0.707
ENSG00000253506	NACA2	chr17	-	61590421	61591219	1.5	0.319	0.409
ENSG00000136444	RSAD1	chr17	+	50478860	50485974	0.211	0.0383	0.0636
ENSG00000170113	NIPA1	chr15	+	22773063	22829789	-1.04	2.14e-63	2.59e-62
ENSG00000156414	TDRD9	chr14	+	103928456	104052667	-3.24	0.111	
ENSG00000104043	ATP8B4	chr15	-	49858238	50182817	3.52	6.65e-09	2.11e-08
ENSG00000285637		chr9	-	12958503	13034326	3.5	0.0381	0.0632
ENSG00000273749	CYFIP1	chr15	-	22867052	22981063	0.41	8.65e-13	3.38e-12
ENSG00000107864	CPEB3	chr10	-	92046692	92291078	0.493	0.00796	0.0149
ENSG00000290912		chr15	+	23310881	23314566	-0.0124	0.977	0.985
ENSG00000206503	HLA-A	chr6	+	29941260	29949572	0.819	4.23e-74	6.01e-73
ENSG00000111817	DSE	chr6	+	116254173	116444861	0.325	4.51e-07	1.28e-06
ENSG00000186834	HEXIM1	chr17	+	45148475	45152099	0.267	7.22e-06	1.87e-05
ENSG00000254585	MAGEL2	chr15	-	23643549	23647867	-0.316	0.000858	0.00182
ENSG00000129646	QRICH2	chr17	-	76274049	76308276	-0.461	0.0139	0.025
ENSG00000182636	NDN	chr15	-	23685400	23687305	0.426	3.65e-10	1.24e-09
ENSG00000151726	ACSL1	chr4	-	184755595	184826818	-5	1.09e-136	2.89e-135
ENSG00000198176	TFDP1	chr13	+	113584721	113641473	-0.118	0.0374	0.0622
ENSG00000065457	ADAT1	chr16	-	75596868	75623300	0.548	7.53e-20	3.9e-19
ENSG00000259905	PWRN1	chr15	+	24101827	24823365	0.271	0.338	0.43
ENSG00000186812	ZNF397	chr18	+	35241030	35267133	-1.09	4.58e-74	6.5e-73
ENSG00000143727	ACP1	chr2	+	264140	278283	0.0022	0.967	0.979
ENSG00000128739	SNRPN	chr15	+	24823637	24978723	0.493	5.55e-20	2.89e-19
ENSG00000280118		chr15	+	24848355	24852253	-0.285	0.722	0.787
ENSG00000256916	MMP20-AS1	chr11	+	102606916	102628070	-2.27	0.216	0.294
ENSG00000273173	SNURF	chr15	+	24954987	24977850	1.28	2.21e-08	6.82e-08
ENSG00000260428	SCX	chr8	+	144266453	144268481	2.25	2.94e-09	9.53e-09
ENSG00000257647		chr15	-	25027736	25032047	0.793	0.532	0.619
ENSG00000284391		chrX	-	70427450	70435350	1.76	0.516	
ENSG00000144559	TAMM41	chr3	-	11790442	11846919	0.0545	0.576	0.66
ENSG00000230955		chr1	+	37860697	37861580	2.22	0.285	0.372
ENSG00000175582	RAB6A	chr11	-	73675638	73761137	0.285	2.98e-08	9.12e-08
ENSG00000114062	UBE3A	chr15	-	25333728	25439051	0.312	1.93e-12	7.39e-12
ENSG00000224765	LINC02931	chrX	-	137556191	137564488	-5.22	5.34e-05	0.000128
ENSG00000261529		chr15	-	25345633	25347235	-0.513	0.545	0.632
ENSG00000036448	MYOM2	chr8	+	2045046	2165552	-2.26	0.151	0.216
ENSG00000130876	SLC7A10	chr19	-	33208664	33225850	1.17	0.00599	0.0114
ENSG00000287280		chr15	-	26403480	26477840	-4.7	0.00106	0.00222
ENSG00000140481	CCDC33	chr15	+	74202705	74336472	0.675	0.198	0.273
ENSG00000166206	GABRB3	chr15	-	26543552	26939539	-2.77	0	0
ENSG00000186297	GABRA5	chr15	+	26866911	26949208	-4.71	3.35e-49	3.3e-48
ENSG00000099949	LZTR1	chr22	+	20982269	20999032	-0.0113	0.878	0.912
ENSG00000108821	COL1A1	chr17	-	50184101	50201632	5.4	0	0
ENSG00000182256	GABRG3	chr15	+	26971181	27541984	1.64	0.152	0.217
ENSG00000109906	ZBTB16	chr11	+	114059041	114256765	1.82	1.81e-18	8.92e-18
ENSG00000172270	BSG	chr19	+	571277	583494	-0.113	0.00679	0.0128
ENSG00000258708	SLC25A21-AS1	chr14	+	37171888	37173811	-1.37	6.98e-06	1.81e-05
ENSG00000107362	ABHD17B	chr9	-	71862452	71911193	-0.00839	0.895	0.925
ENSG00000287960		chr19	-	9507820	9514539	0.0349	0.96	0.974
ENSG00000287475		chr10	-	86395187	86400943	-2.5	0.22	0.299
ENSG00000011422	PLAUR	chr19	-	43646095	43670547	-1.6	1.47e-27	9.57e-27
ENSG00000291106	LINC00888	chr3	+	183447582	183456017	-1.14	6.55e-42	5.8e-41
ENSG00000116221	MRPL37	chr1	+	54184041	54225464	0.114	0.0383	0.0636
ENSG00000290879		chr15	+	28738022	28759204	0.312	0.545	0.631
ENSG00000291258		chr15	+	28815346	28859007	-0.547	0.00262	0.00523
ENSG00000266236	NARF-IT1	chr17	+	82482098	82483388	1.65	0.349	0.442
ENSG00000261649	GOLGA6L7	chr15	-	28841832	28848675	-4.51	0.00536	0.0103
ENSG00000289209		chr15	+	28852110	28852902	-1.49	0.00314	0.00622
ENSG00000287894		chr15	-	28881667	28884655	-1.9	0.417	
ENSG00000146676	PURB	chr7	-	44876299	44885530	0.0406	0.438	0.531
ENSG00000185864	NPIPB4	chr16	-	21834582	21880827	-0.645	0.000104	0.000242
ENSG00000237989	LINC01679	chr21	-	43358147	43362349	4.18	0.00647	0.0123
ENSG00000104059	ENTREP2	chr15	-	29120252	29570979	0.487	1.05e-05	2.69e-05
ENSG00000254370		chr8	-	28415524	28420055	-0.518	0.761	0.82
ENSG00000184897	H1-10	chr3	-	129314771	129316286	0.152	0.00639	0.0121
ENSG00000256802	LCIIAR	chr15	+	29674932	29680957	-1.44	4.86e-05	0.000117
ENSG00000153404	PLEKHG4B	chr5	+	92168	189972	2.93	3.23e-107	6.72e-106
ENSG00000185896	LAMP1	chr13	+	113297239	113323672	0.462	8.72e-20	4.5e-19
ENSG00000259644		chr15	-	29728186	29729531	0.167	0.765	0.823
ENSG00000110660	SLC35F2	chr11	-	107790991	107928293	0.465	6.3e-11	2.23e-10
ENSG00000179195	ZNF664	chr12	+	123971845	124015439	-0.505	1.32e-33	9.92e-33
ENSG00000225930	LINC02249	chr15	+	30195809	30217552	2.55	8.43e-16	3.74e-15
ENSG00000166664	CHRFAM7A	chr15	-	30360566	30393849	-0.233	0.632	0.712
ENSG00000289455		chr15	+	30361751	30366788	3.71	1.21e-08	3.8e-08
ENSG00000143622	RIT1	chr1	-	155897808	155911404	-0.00319	0.96	0.974
ENSG00000186399	GOLGA8R	chr15	-	30400562	30414260	3.53	0.0158	0.0282
ENSG00000236502	SIX3-AS1	chr2	-	44940153	44941916	-3.72	0.0274	
ENSG00000169122	FAM110B	chr8	+	57994523	58204279	2.53	4.49e-75	6.44e-74
ENSG00000289083		chr15	-	30427080	30470946	1.33	0.284	0.372
ENSG00000290876		chr15	+	30477821	30507623	-0.293	0.427	0.52
ENSG00000151773	CCDC122	chr13	-	43823909	43879740	-0.858	0.000391	0.000857
ENSG00000270055		chr15	+	30487963	30490313	-0.652	0.0637	0.101
ENSG00000099917	MED15	chr22	+	20495913	20587632	0.499	1.18e-13	4.8e-13
ENSG00000175104	TRAF6	chr11	-	36483769	36510272	0.0718	0.322	0.413
ENSG00000275601		chr15	-	43642389	43643023	0.957	0.349	0.441
ENSG00000233849		chr2	+	70301451	70302072	-2.92	0.167	0.236
ENSG00000105357	MYH14	chr19	+	50188186	50310542	-0.323	0.00126	0.00261
ENSG00000270016		chr15	-	30607695	30608193	-1.11	0.416	0.509
ENSG00000286895		chr12	+	8243147	8342048	-0.362	0.57	0.655
ENSG00000285077	ARHGAP11B	chr15	+	30624494	30649529	0.611	0.000864	0.00183
ENSG00000184007	PTP4A2	chr1	-	31906421	31944856	-0.102	0.0177	0.0314
ENSG00000262155	LINC02175	chr16	+	25066937	25088618	-1.17	0.00143	0.00295
ENSG00000290886		chr15	+	30646132	30723495	0.429	0.723	0.787
ENSG00000198690	FAN1	chr15	+	30890559	30943108	0.27	0.000164	0.000376
ENSG00000166912	MTMR10	chr15	-	30938941	30991628	0.363	8.38e-06	2.16e-05
ENSG00000169247	SH3TC2	chr5	-	148923639	149063163	0.432	0.343	0.435
ENSG00000215910	C1orf167	chr1	+	11761787	11789585	-2.94	0.00211	0.00427
ENSG00000177873	ZNF619	chr3	+	40477113	40491053	-0.37	0.000572	0.00123
ENSG00000259146	SIPA1L1-AS1	chr14	-	71292729	71321882	-2.52	0.304	
ENSG00000188859	FAM78B	chr1	-	166057426	166167001	-4.34	4.4e-66	5.55e-65
ENSG00000267783		chr19	+	14118980	14119581	-0.834	0.529	0.617
ENSG00000291068		chr1	-	223951394	223992628	0.0138	0.935	0.956
ENSG00000169926	KLF13	chr15	+	31326835	31435665	1.58	3.19e-160	1e-158
ENSG00000116171	SCP2	chr1	+	52927276	53051698	0.0701	0.314	0.404
ENSG00000276724		chr15	+	32583612	32584312	0.83	0.733	
ENSG00000262728	ARHGAP11A-DT	chr15	-	32585524	32615158	-0.106	0.867	0.904
ENSG00000198826	ARHGAP11A	chr15	+	32615144	32639941	0.599	1.18e-23	6.91e-23
ENSG00000285948		chr15	-	32624106	32641615	0.32	0.854	0.894
ENSG00000166922	SCG5	chr15	+	32641676	32697098	1.93	2.71e-31	1.94e-30
ENSG00000257727	CNPY2	chr12	-	56309842	56316119	0.559	7.51e-23	4.28e-22
ENSG00000248905	FMN1	chr15	-	32765544	33194714	3.78	3.46e-39	2.9e-38
ENSG00000260955		chr8	-	54042989	54045629	-0.538	0.769	0.827
ENSG00000169660	HEXD	chr17	+	82418318	82442645	0.435	0.0383	0.0635
ENSG00000131018	SYNE1	chr6	-	152121687	152637801	0.512	1.03e-08	3.25e-08
ENSG00000288752		chr8	+	98045653	98047471	-1.39	1.28e-06	3.51e-06
ENSG00000198838	RYR3	chr15	+	33310962	33866121	2.5	3.05e-23	1.76e-22
ENSG00000258520		chr14	-	69239166	69260567	-0.0525	0.984	
ENSG00000276702		chr15	-	33850538	33851178	-1.55	0.318	0.409
ENSG00000259408		chr15	-	33851785	33856809	-1.41	0.192	0.266
ENSG00000259287		chr15	-	33858602	33864825	-2.75	0.0288	0.0491
ENSG00000184984	CHRM5	chr15	+	33968497	34067458	-0.0755	0.974	0.983
ENSG00000278472		chr15	-	33972059	33972515	-0.282	0.853	0.893
ENSG00000134153	EMC7	chr15	-	34084017	34101862	0.0325	0.652	0.729
ENSG00000155158	TTC39B	chr9	-	15163622	15307360	-1.77	9.88e-140	2.66e-138
ENSG00000188000	OR7D2	chr19	+	9178979	9188818	-2.15	0.0991	0.149
ENSG00000269489		chr1	+	151798054	151798602	-0.085	0.975	
ENSG00000128463	EMC4	chr15	+	34225013	34230156	0.0542	0.367	0.46
ENSG00000140199	SLC12A6	chr15	-	34229784	34338060	0.108	0.119	0.176
ENSG00000290606		chr19	-	28704249	28727777	-0.0591	0.903	0.932
ENSG00000182117	NOP10	chr15	-	34339159	34343180	0.0307	0.557	0.643
ENSG00000215252	GOLGA8B	chr15	-	34525095	34588503	-0.481	0.000216	0.000489
ENSG00000159251	ACTC1	chr15	-	34790107	34795589	3.35	9.96e-105	2.03e-103
ENSG00000198146	ZNF770	chr15	-	34978341	34988287	-0.761	4.66e-66	5.88e-65
ENSG00000262732		chr16	-	13930677	13935635	1.2	0.369	0.462
ENSG00000180479	ZNF571	chr19	-	37554782	37594792	-0.24	0.0679	0.107
ENSG00000275111	ZNF2	chr2	+	95165432	95184317	0.359	0.0246	0.0424
ENSG00000258702		chr14	+	96592399	96605976	-3.16	0.00438	0.00852
ENSG00000255192	NANOGP8	chr15	-	35083410	35085295	-0.985	0.00691	0.013
ENSG00000272574		chr1	+	162593103	162593754	0.618	0.614	0.696
ENSG00000248079	DPH6-DT	chr15	+	35546154	35860199	2.15	0.00867	0.0161
ENSG00000011009	LYPLA2	chr1	+	23791145	23795539	-0.165	0.0104	0.0191
ENSG00000179163	FUCA1	chr1	-	23845077	23868290	-0.684	3.05e-08	9.31e-08
ENSG00000239389	PCDHA13	chr5	+	140882124	141012347	-0.716	0.0663	0.105
ENSG00000134138	MEIS2	chr15	-	36889204	37101299	4	0	0
ENSG00000259460		chr15	+	37099339	37100173	5.25	0.000693	0.00148
ENSG00000183617	MRPL54	chr19	+	3762682	3768575	0.0374	0.713	0.779
ENSG00000228592		chr21	-	23352929	23423778	1.4	4.97e-07	1.4e-06
ENSG00000126267	COX6B1	chr19	+	35648323	35658782	-0.0897	0.0742	0.115
ENSG00000283117		chr7	-	10449820	10779944	0.81	0.702	0.77
ENSG00000267057	LINC01905	chr18	+	56031830	56135295	-0.711	0.428	0.521
ENSG00000236914	LINC01852	chr15	-	38068812	38072990	3.22	3.67e-11	1.32e-10
ENSG00000189227	C15orf61	chr15	+	67521131	67530146	-0.443	0.0594	0.0947
ENSG00000259380	LINC02895	chr15	-	38139595	38226897	-2.46	0.206	
ENSG00000172575	RASGRP1	chr15	-	38488103	38565575	-5.27	6.03e-237	3.16e-235
ENSG00000065427	KARS1	chr16	-	75627474	75648643	-0.0278	0.596	0.679
ENSG00000176387	HSD11B2	chr16	+	67430652	67437553	-4.28	7.7e-128	1.91e-126
ENSG00000186625	KATNA1	chr6	-	149594873	149648972	-1.14	3.49e-34	2.66e-33
ENSG00000168421	RHOH	chr4	+	40191011	40246967	2.95	1.1e-94	2.01e-93
ENSG00000259345		chr15	-	38865322	39427195	-1.94	0.0145	0.026
ENSG00000285752	CDC42-AS1	chr1	-	22028317	22052927	0.913	0.569	0.654
ENSG00000137801	THBS1	chr15	+	39581079	39599466	3.66	0	0
ENSG00000276107	THBS1-IT1	chr15	+	39586561	39587293	3.32	1.57e-05	3.96e-05
ENSG00000286053	ASDURF	chr2	+	189661452	189666437	0.562	0.767	0.825
ENSG00000167191	GPRC5B	chr16	-	19856691	19886167	0.89	3.96e-49	3.9e-48
ENSG00000117625	RCOR3	chr1	+	211258377	211316385	-0.91	1.72e-53	1.82e-52
ENSG00000253327	RAD21-AS1	chr8	+	116874424	116876868	0.655	0.34	0.431
ENSG00000261136		chr15	+	39782571	39785617	0.601	0.103	0.154
ENSG00000142748	FCN3	chr1	-	27369110	27374824	5.77	4.51e-05	0.000109
ENSG00000166073	GPR176	chr15	-	39799008	39920936	-1.54	3.14e-77	4.61e-76
ENSG00000196990	FAM163B	chr9	-	133577081	133609389	8.48	2.63e-16	1.19e-15
ENSG00000288046		chr6	+	6725036	6733191	0.689	0.429	0.522
ENSG00000248508	SRP14-DT	chr15	+	40039242	40080614	-0.998	8.77e-06	2.26e-05
ENSG00000127564	PKMYT1	chr16	-	2968024	2980479	-0.237	0.036	0.0601
ENSG00000137843	PAK6	chr15	+	40217428	40277487	-7.26	1.77e-33	1.33e-32
ENSG00000273786		chr15	+	40226386	40227069	0.00266	0.999	0.999
ENSG00000260648		chr15	+	40232082	40236109	-0.115	0.915	0.941
ENSG00000176753	PAK6-AS1	chr15	-	40250664	40252969	-7.1	1.33e-08	4.14e-08
ENSG00000262429		chr17	+	4967995	4968822	1.54	0.247	0.331
ENSG00000124749	COL21A1	chr6	-	56056590	56394094	1.06	0.0586	0.0935
ENSG00000230778	ANKRD63	chr15	-	40278372	40283064	2.35	0.182	0.254
ENSG00000279726		chr5	-	140785698	140828549	1.41	1.65e-05	4.14e-05
ENSG00000259330	INAFM2	chr15	+	40323692	40326715	3.61	4.69e-212	2.11e-210
ENSG00000188549	CCDC9B	chr15	-	40331452	40340939	1.42	0.0187	0.0329
ENSG00000140323	DISP2	chr15	+	40358219	40378621	0.343	0.338	0.43
ENSG00000128944	KNSTRN	chr15	+	40382721	40394288	-0.075	0.224	0.304
ENSG00000128928	IVD	chr15	+	40405485	40435947	0.0683	0.256	0.341
ENSG00000130159	ECSIT	chr19	-	11505929	11529172	-0.184	0.0798	0.123
ENSG00000134283	PPHLN1	chr12	+	42238447	42459715	-0.151	0.0093	0.0172
ENSG00000140320	BAHD1	chr15	+	40439721	40468236	-1.08	1.35e-54	1.45e-53
ENSG00000184584	STING1	chr5	-	139475533	139482935	2.23	0.000948	0.002
