gene_ID	hgnc_symbol	chr	strand	start	end	PAX6_CE_log2FoldChange	PAX6_CE_pvalue	PAX6_CE_padj	PAX6_KO_log2FoldChange	PAX6_KO_pvalue	PAX6_KO_padj	PAX6_PTC_log2FoldChange	PAX6_PTC_pvalue	PAX6_PTC_padj
ENSG00000007384	RHBDF1	chr16	-	58059	76355	0.363	0.232	1	0.0923	0.762	1	0.657	0.0302	1
ENSG00000102225	CDK16	chrX	+	47217860	47229997	0.0899	0.408	1	0.0477	0.661	1	0.0675	0.535	1
ENSG00000164761	TNFRSF11B	chr8	-	118923557	118951885	-0.355	0.698	1	-1.45	0.13	1	-0.132	0.885	1
ENSG00000188536	HBA2	chr16	+	172876	173710	0	1		0	1		3.68	0.546	
ENSG00000187605	TET3	chr2	+	73984910	74108176	-0.206	0.242	1	-0.0595	0.736	1	-0.0484	0.784	1
ENSG00000290082		chr17	-	29567823	29568533	0.954	0.278	1	0.926	0.294	1	1.33	0.126	1
ENSG00000007392	LUC7L	chr16	-	188969	229463	0.0835	0.455	1	0.121	0.28	1	0.0727	0.515	1
ENSG00000277825		chr19	-	16352462	16353182	-0.343	0.91	1	0.358	0.905		-2.65	0.403	
ENSG00000167930	FAM234A	chr16	+	234521	272183	0.175	0.257	1	0.232	0.134	1	0.188	0.226	1
ENSG00000103429	BFAR	chr16	+	14632931	14669236	0.0029	0.981	1	-0.0643	0.595	1	0.0182	0.88	1
ENSG00000161664	ASB16	chr17	+	44170447	44179084	-1.73	0.343	1	-0.517	0.758	1	1.15	0.461	1
ENSG00000242173	ARHGDIG	chr16	+	280450	283010	0.371	0.647	1	-0.558	0.507	1	0.722	0.37	1
ENSG00000143149	ALDH9A1	chr1	-	165662216	165698562	0.0547	0.613	1	-0.0347	0.749	1	-0.0419	0.699	1
ENSG00000103126	AXIN1	chr16	-	287440	352723	0.202	0.193	1	0.124	0.424	1	0.109	0.483	1
ENSG00000289245		chrX	-	49155862	49156285	3.29	0.187	1	3.9	0.115	1	2.61	0.303	1
ENSG00000177238	TRIM72	chr16	+	31214119	31231537	0.395	0.6	1	0.62	0.411	1	0.974	0.191	1
ENSG00000138032	PPM1B	chr2	+	44167969	44244384	-0.0789	0.481	1	-0.181	0.106	1	-0.174	0.121	1
ENSG00000103202	NME4	chr16	+	396725	410367	0.144	0.463	1	0.211	0.281	1	0.166	0.398	1
ENSG00000242612	DECR2	chr16	+	401858	412487	0.34	0.181	1	0.404	0.113	1	0.397	0.118	1
ENSG00000116032	GRIN3B	chr19	+	1000419	1009732	-0.21	0.795	1	-0.2	0.806	1	-0.167	0.836	1
ENSG00000090565	RAB11FIP3	chr16	+	425649	523011	-0.0282	0.853	1	0.0471	0.757	1	-0.0242	0.873	1
ENSG00000171316	CHD7	chr8	+	60678740	60868028	-0.155	0.316	1	-0.0621	0.688	1	-0.138	0.371	1
ENSG00000103326	CAPN15	chr16	+	527712	554636	0.16	0.374	1	0.235	0.193	1	0.249	0.167	1
ENSG00000153563	CD8A	chr2	-	86784610	86808396	-0.613	0.691	1	-1.32	0.404	1	-2.42	0.146	1
ENSG00000261691		chr16	-	547185	553847	-0.137	0.972		1.86	0.629	1	-0.174	0.964	
ENSG00000165392	WRN	chr8	+	31033788	31176138	-0.18	0.271	1	-0.214	0.191	1	-0.083	0.612	1
ENSG00000007541	PIGQ	chr16	+	566995	584109	0.357	0.105	1	0.523	0.0174	1	0.378	0.0855	1
ENSG00000257108	NHLRC4	chr16	+	567005	569495	4.57	0.0661	1	3.88	0.122	1	3.4	0.178	1
ENSG00000127578	WFIKKN1	chr16	+	629239	634117	0.447	0.193	1	0.458	0.183	1	0.432	0.209	1
ENSG00000214827	MTCP1	chrX	-	155064034	155147937	0.0569	0.865	1	-0.227	0.505	1	0.151	0.652	1
ENSG00000228201		chr16	-	648473	649200	0.825	0.812		2.95	0.376		0.788	0.82	
ENSG00000159792	PSKH1	chr16	+	67893254	67929676	0.106	0.49	1	0.213	0.164	1	0.186	0.225	1
ENSG00000161996	WDR90	chr16	+	649311	667833	0.293	0.28	1	0.49	0.0707	1	0.349	0.197	1
ENSG00000164663	USP49	chr6	-	41789896	41895375	-0.156	0.343	1	-0.113	0.493	1	-0.102	0.534	1
ENSG00000262528		chr16	-	654611	656194	-0.0304	0.973	1	-0.176	0.843	1	0.0247	0.978	1
ENSG00000103269	RHBDL1	chr16	+	675671	678268	0.358	0.406	1	0.618	0.15	1	0.604	0.159	1
ENSG00000165637	VDAC2	chr10	+	75210154	75231448	0.0545	0.727	1	-0.0527	0.736	1	0.0989	0.526	1
ENSG00000127580	WDR24	chr16	-	684622	690444	0.233	0.259	1	0.346	0.0944	1	0.442	0.0322	1
ENSG00000147174	GCNA	chrX	+	71578437	71613583	0.508	0.278	1	0.427	0.364	1	0.677	0.147	1
ENSG00000253250	C8orf88	chr8	-	90958471	90985238	0.168	0.55	1	-0.158	0.575	1	0.0805	0.774	1
ENSG00000267002		chr17	-	43148368	43171037	-0.192	0.341	1	-0.177	0.38	1	-0.0483	0.811	1
ENSG00000103254	ANTKMT	chr16	+	720581	722590	1.19	0.00784	1	1.28	0.00447	1	0.999	0.0264	1
ENSG00000286786		chr15	+	38493308	38499985	-0.133	0.688	1	0.04	0.904	1	0.159	0.629	1
ENSG00000162004	CCDC78	chr16	-	722582	726954	0.494	0.184	1	0.167	0.656	1	0.822	0.0263	1
ENSG00000103253	HAGHL	chr16	+	726936	735525	0.239	0.55	1	0.282	0.481	1	0.231	0.563	1
ENSG00000103245	CIAO3	chr16	-	729760	741329	0.0951	0.667	1	0.183	0.406	1	0.207	0.349	1
ENSG00000007376	RPUSD1	chr16	-	784974	788397	0.393	0.2	1	0.632	0.0393	1	0.457	0.136	1
ENSG00000152380	FAM151B	chr5	+	80487969	80542563	-0.043	0.946	1	0.397	0.532	1	0.349	0.583	1
ENSG00000132199	ENOSF1	chr18	-	670318	712662	-0.0207	0.901	1	0.131	0.432	1	0.0653	0.695	1
ENSG00000139908	TSSK4	chr14	+	24205696	24208362	1.07	0.628	1	0.0173	0.994	1	1.76	0.421	1
ENSG00000127586	CHTF18	chr16	+	788046	800737	0.297	0.127	1	0.413	0.0333	1	0.335	0.0848	1
ENSG00000103227	LMF1	chr16	-	853634	981318	0.194	0.376	1	0.121	0.585	1	0.299	0.17	1
ENSG00000115970	THADA	chr2	-	43230851	43596038	-0.0171	0.908	1	-0.025	0.866	1	-0.0588	0.691	1
ENSG00000271643	PDCD6IP-DT	chr3	-	33793644	33798539	0.274	0.417	1	0.294	0.384	1	0.177	0.6	1
ENSG00000260316		chr16	-	898967	905224	-0.793	0.402	1	0.508	0.579	1	-0.876	0.356	1
ENSG00000163633	C4orf36	chr4	-	86876205	86892422	0.153	0.643	1	0.178	0.59	1	-0.0243	0.941	1
ENSG00000198839	ZNF277	chr7	+	112206695	112343934	0.169	0.388	1	0.0735	0.709	1	0.294	0.134	1
ENSG00000105518	TMEM205	chr19	-	11342776	11346518	0.206	0.279	1	0.213	0.263	1	0.0308	0.871	1
ENSG00000276931		chr16	-	968375	969012	-0.829	0.385	1	0.168	0.855	1	-0.428	0.647	1
ENSG00000159063	ALG8	chr11	-	78095244	78139660	0.117	0.367	1	0.15	0.248	1	0.0274	0.833	1
ENSG00000198242	RPL23A	chr17	+	28719985	28724359	0.0575	0.712	1	0.0447	0.774	1	0.00739	0.962	1
ENSG00000149100	EIF3M	chr11	+	32583798	32606264	0.098	0.467	1	0.0492	0.716	1	-0.0124	0.927	1
ENSG00000288799		chr5	+	172007100	172007345	-3.62	0.0834	1	-1.96	0.307	1	-3.65	0.0803	1
ENSG00000290916		chr1	+	1503250	1509466	1.07	0.594	1	0.802	0.695	1	0.823	0.685	1
ENSG00000187244	BCAM	chr19	+	44809071	44821421	0.166	0.586	1	0.0506	0.868	1	0.462	0.129	1
ENSG00000166263	STXBP4	chr17	+	54968727	55173632	-0.0339	0.863	1	-0.0371	0.851	1	-0.0999	0.612	1
ENSG00000125877	ITPA	chr20	+	3208868	3223870	-0.101	0.634	1	-0.0401	0.851	1	-0.157	0.463	1
ENSG00000162407	PLPP3	chr1	-	56494761	56645301	0.000755	0.996	1	-0.158	0.344	1	0.0626	0.706	1
ENSG00000232828		chrX	-	48698963	48737163	0.825	0.782	1	2.46	0.391	1	2.95	0.295	1
ENSG00000167701	GPT	chr8	+	144502973	144507174	1.29	0.24	1	1.32	0.229	1	0.641	0.566	1
ENSG00000086504	MRPL28	chr16	-	366969	371289	0.144	0.416	1	0.226	0.2	1	0.128	0.469	1
ENSG00000277010		chr16	+	1223639	1224143	-0.261	0.696	1	0.317	0.63	1	-0.0754	0.909	1
ENSG00000233203	DHCR24-DT	chr1	+	54887563	54888850	2.26	0.471	1	3.55	0.249	1	2.59	0.405	
ENSG00000103275	UBE2I	chr16	+	1308880	1327018	-0.00621	0.955	1	0.0427	0.699	1	-0.101	0.361	1
ENSG00000188064	WNT7B	chr22	-	45920366	45977162	1.14	0.187	1	-0.255	0.773	1	-0.466	0.598	1
ENSG00000204323	SMIM5	chr17	+	75633434	75641404	1.3	0.483	1	1.46	0.43	1	1.84	0.314	1
ENSG00000261505		chr16	-	1317891	1322845	-0.738	0.778	1	-0.529	0.839	1	-0.28	0.913	1
ENSG00000116668	SWT1	chr1	+	185157080	185291781	-0.0651	0.679	1	-0.0699	0.658	1	-0.104	0.509	1
ENSG00000007516	BAIAP3	chr16	+	1333638	1349439	0.467	0.136	1	0.224	0.477	1	0.481	0.124	1
ENSG00000007520	TSR3	chr16	-	1349240	1351878	0.224	0.344	1	0.39	0.0993	1	0.261	0.269	1
ENSG00000260425		chr16	-	1358900	1361405	-1.62	0.568	1	-1.44	0.612	1	-2.62	0.356	
ENSG00000102900	NUP93	chr16	+	56730118	56850286	0.0663	0.632	1	0.115	0.407	1	-0.00746	0.957	1
ENSG00000174109	UQCC4	chr16	-	1419752	1420756	0.144	0.625	1	0.297	0.315	1	0.0899	0.761	1
ENSG00000261641		chr16	+	1445343	1446519	-0.137	0.974		0.043	0.992		3.06	0.445	1
ENSG00000272218		chr4	+	186892552	186892983	0.392	0.551	1	0.253	0.702	1	0.679	0.299	1
ENSG00000187535	IFT140	chr16	-	1510427	1612072	0.0188	0.868	1	0.11	0.332	1	0.152	0.178	1
ENSG00000121067	SPOP	chr17	-	49598884	49678163	0.0946	0.417	1	0.0852	0.466	1	-0.0392	0.737	1
ENSG00000079819	EPB41L2	chr6	-	130839347	131063322	-0.109	0.487	1	-0.16	0.309	1	-0.166	0.289	1
ENSG00000153944	MSI2	chr17	+	57255851	57684689	-0.151	0.404	1	-0.245	0.175	1	-0.0672	0.709	1
ENSG00000161011	SQSTM1	chr5	+	179806398	179838078	0.0786	0.616	1	0.0565	0.719	1	0.0883	0.573	1
ENSG00000100802	C14orf93	chr14	-	22985894	23010166	-3.54e-05	1	1	0.0729	0.734	1	0.0127	0.953	1
ENSG00000283567	C19orf85	chr19	-	55463001	55464751	0.214	0.846	1	0.215	0.846	1	0.943	0.383	1
ENSG00000206053	JPT2	chr16	+	1678256	1702280	0.0109	0.937	1	0.00209	0.988	1	-0.115	0.401	1
ENSG00000275092		chr16	+	1707252	1707973	1.01	0.315	1	1.89	0.0561	1	0.721	0.476	1
ENSG00000074071	MRPS34	chr16	-	1771890	1773150	0.0713	0.748	1	0.139	0.53	1	0.0575	0.795	1
ENSG00000197774	EME2	chr16	+	1772810	1781708	-0.00838	0.973	1	-0.00413	0.987	1	0.289	0.238	1
ENSG00000161526	SAP30BP	chr17	+	75667251	75708062	0.0387	0.754	1	0.0572	0.644	1	-0.0927	0.453	1
ENSG00000245857		chr8	+	6835535	6885276	-0.142	0.745	1	0.0359	0.935	1	-0.544	0.218	1
ENSG00000143164	DCAF6	chr1	+	167935783	168075843	-0.0299	0.809	1	-0.103	0.406	1	-0.0398	0.747	1
ENSG00000162032	SPSB3	chr16	-	1776712	1793700	0.551	0.00928	1	0.594	0.00513	1	0.515	0.0152	1
ENSG00000095906	NUBP2	chr16	+	1782932	1789186	0.333	0.165	1	0.43	0.0728	1	0.307	0.2	1
ENSG00000236204	LINC01376	chr2	-	18986451	19348067	-0.0931	0.851	1	-0.0146	0.977	1	-0.108	0.828	1
ENSG00000114737	CISH	chr3	-	50606489	50611774	-0.244	0.692	1	0.116	0.849	1	0.2	0.741	1
ENSG00000271383	NBPF19	chr1	+	149475045	149556361	-0.235	0.209	1	-0.212	0.258	1	-0.0273	0.884	1
ENSG00000105229	PIAS4	chr19	+	4007736	4039386	0.0636	0.671	1	0.143	0.34	1	0.0357	0.812	1
ENSG00000198736	MSRB1	chr16	-	1938229	1943199	0.177	0.499	1	0.265	0.311	1	0.0439	0.867	1
ENSG00000140986	RPL3L	chr16	-	1943974	1957606	0.339	0.8	1	0.451	0.736	1	1.05	0.424	1
ENSG00000260630	SNAI3-AS1	chr16	+	88663298	88687282	-0.0963	0.689	1	-0.0137	0.955	1	0.0774	0.746	1
ENSG00000100628	ASB2	chr14	-	93934166	93976739	-0.302	0.729	1	0.215	0.802	1	0.159	0.852	1
ENSG00000255198	SNHG9	chr16	+	1964895	1965509	-0.746	0.231	1	-0.287	0.641	1	-1.09	0.084	1
ENSG00000277602		chr16	-	1971655	1971896	2.27	0.437	1	2.46	0.4		-0.174	0.954	
ENSG00000127561	SYNGR3	chr16	+	1989660	1994275	0.28	0.316	1	0.0384	0.891	1	0.425	0.128	1
ENSG00000065057	NTHL1	chr16	-	2039815	2047866	0.339	0.155	1	0.358	0.134	1	0.117	0.625	1
ENSG00000103197	TSC2	chr16	+	2047967	2089491	0.171	0.207	1	0.205	0.131	1	0.204	0.132	1
ENSG00000278053	DDX52	chr17	-	37609739	37643446	-0.0297	0.791	1	-0.0662	0.554	1	-0.0298	0.79	1
ENSG00000008710	PKD1	chr16	-	2088708	2135898	0.181	0.35	1	0.341	0.0779	1	0.491	0.011	1
ENSG00000290690		chr15	-	84398316	84411701	1.99	0.269	1	2.44	0.174	1	3.5	0.0487	1
ENSG00000259933	PKD1-AS1	chr16	+	2091436	2095433	-0.137	0.967		1	0.762	1	0.788	0.812	1
ENSG00000245384	CXXC4-AS1	chr4	+	104490849	104734546	0.119	0.757	1	-0.247	0.528	1	-0.0584	0.88	1
ENSG00000167964	RAB26	chr16	+	2140803	2154165	-0.0124	0.98	1	0.0569	0.911	1	-0.32	0.532	1
ENSG00000260260	SNHG19	chr16	-	2154792	2155405	-0.239	0.474	1	0.0414	0.901	1	-0.337	0.313	1
ENSG00000130701	RBBP8NL	chr20	-	62410237	62427539	1.67	0.442	1	-4.98	0.0428		1.27	0.557	1
ENSG00000182685	BRICD5	chr16	-	2209253	2210905	0.378	0.444	1	0.31	0.532	1	0.271	0.584	1
ENSG00000179588	ZFPM1	chr16	+	88453280	88537031	0.00413	0.991	1	-0.0474	0.899	1	0.303	0.412	1
ENSG00000197322	TMEM132E-DT	chr17	-	34574123	34579369	-0.306	0.611	1	-0.0315	0.958	1	-0.368	0.541	1
ENSG00000184207	PGP	chr16	-	2211593	2214840	0.109	0.561	1	0.238	0.206	1	0.0901	0.631	1
ENSG00000259780		chr16	-	2235689	2236913	0.54	0.809	1	0.494	0.827	1	0.59	0.792	1
ENSG00000114573	ATP6V1A	chr3	+	113746770	113812056	-0.144	0.321	1	-0.195	0.178	1	-0.101	0.484	1
ENSG00000174238	PITPNA	chr17	-	1517718	1562792	-0.0169	0.869	1	-0.0979	0.343	1	-0.0098	0.924	1
ENSG00000167968	DNASE1L2	chr16	+	2235816	2238711	1.29	0.165	1	1.01	0.281	1	1.21	0.193	1
ENSG00000050767	COL23A1	chr5	-	178237476	178590393	0.167	0.687	1	0.048	0.908	1	0.319	0.438	1
ENSG00000167969	ECI1	chr16	-	2239402	2252300	0.128	0.52	1	0.235	0.236	1	0.2	0.312	1
ENSG00000196466	ZNF799	chr19	-	12390016	12401271	0.0518	0.798	1	0.117	0.565	1	0.0639	0.751	1
ENSG00000261663	ECI1-AS1	chr16	+	2240487	2241818	-1.83	0.626		-2.44	0.52		-1.89	0.615	
ENSG00000161813	LARP4	chr12	+	50392383	50480004	-0.111	0.519	1	-0.215	0.211	1	-0.11	0.522	1
ENSG00000260095		chr16	-	2452581	2452977	0.0337	0.982	1	0.652	0.664	1	0.458	0.76	1
ENSG00000162062	TEDC2	chr16	+	2460086	2464963	0.196	0.389	1	0.373	0.102	1	0.273	0.231	1
ENSG00000291195		chr17	+	20436337	20447249	-3.2	0.576		-1.59	0.779	1	-4.2	0.464	
ENSG00000288029		chr3	+	54033988	54058864	0.211	0.865	1	0.425	0.732	1	0.835	0.495	1
ENSG00000162068	NTN3	chr16	+	2471297	2474145	-0.469	0.615	1	-0.0222	0.981	1	-0.0986	0.915	1
ENSG00000113248	PCDHB15	chr5	+	141245395	141249365	0.0259	0.868	1	-0.0892	0.566	1	-0.11	0.477	1
ENSG00000162065	TBC1D24	chr16	+	2475051	2509560	0.0557	0.595	1	0.133	0.207	1	0.0856	0.413	1
ENSG00000254739		chr11	+	528907	529659	3.31	0.244	1	1.88	0.526	1	-0.173	0.954	
ENSG00000261140		chr16	-	2569043	2571936	-0.628	0.244	1	-0.501	0.354	1	-0.17	0.748	1
ENSG00000165688	PMPCA	chr9	+	136410630	136427992	0.15	0.188	1	0.163	0.154	1	0.0907	0.427	1
ENSG00000260436		chr16	-	2571570	2572353	-1.62	0.611	1	0.00522	0.999	1	-0.0579	0.985	1
ENSG00000261093		chr16	-	2597881	2599718	-1.09	0.725	1	-3.4	0.288	1	-3.62	0.258	1
ENSG00000260176		chr16	-	2644084	2645214	-2.58	0.368		-0.571	0.839		-0.158	0.954	1
ENSG00000183621	ZNF438	chr10	-	30820207	31031937	-0.362	0.191	1	-0.334	0.23	1	-0.161	0.558	1
ENSG00000167977	KCTD5	chr16	+	2682523	2709030	-0.0224	0.869	1	0.0211	0.877	1	-0.0501	0.712	1
ENSG00000115364	MRPL19	chr2	+	75646783	75690851	-0.175	0.363	1	-0.289	0.133	1	-0.112	0.56	1
ENSG00000205913	SRRM2-AS1	chr16	-	2737076	2752600	0.0678	0.827	1	0.00897	0.977	1	-0.234	0.453	1
ENSG00000167978	SRRM2	chr16	+	2752626	2772538	-0.194	0.306	1	-0.0796	0.675	1	0.0533	0.779	1
ENSG00000213397	HAUS7	chrX	-	153447668	153495516	0.153	0.521	1	0.492	0.0385	1	0.255	0.284	1
ENSG00000241563	CORT	chr1	+	10450031	10451998	-0.479	0.695	1	0.687	0.554	1	0.664	0.564	1
ENSG00000103355	PRSS33	chr16	-	2783953	2787948	-1.74	0.325	1	-1.23	0.478	1	-2.25	0.217	1
ENSG00000051523	CYBA	chr16	-	88643275	88651083	0.468	0.0452	1	0.593	0.0112	1	0.274	0.242	1
ENSG00000171314	PGAM1	chr10	+	97426191	97433444	0.0149	0.925	1	0.045	0.776	1	-0.0134	0.933	1
ENSG00000229335	DANT1	chrX	+	115840899	115908066	-0.241	0.581	1	-0.374	0.392	1	0.231	0.596	1
ENSG00000105656	ELL	chr19	-	18442663	18522116	0.00909	0.959	1	0.0264	0.881	1	0.161	0.361	1
ENSG00000291300	PRSS30P	chr16	-	2839568	2842744	-1.31	0.512	1	-1.58	0.436	1	-0.699	0.724	1
ENSG00000005001	PRSS22	chr16	-	2852730	2858170	0.865	0.701	1	1.42	0.525	1	2.58	0.242	1
ENSG00000263280		chr16	-	2866325	2868251	-0.191	0.849	1	-0.668	0.517	1	-0.998	0.335	1
ENSG00000287419		chr10	-	103573157	103583687	2.37	0.664		2.58	0.636		0.788	0.887	
ENSG00000059122	FLYWCH1	chr16	+	2911931	2951208	0.448	0.00989	1	0.451	0.00957	1	0.604	0.00049	1
ENSG00000105321	CCDC9	chr19	+	47255980	47273701	0.00271	0.987	1	0.139	0.389	1	0.0354	0.827	1
ENSG00000131650	KREMEN2	chr16	+	2964216	2968380	0.37	0.523	1	0.97	0.0924	1	0.741	0.198	1
ENSG00000274367		chr16	-	2981175	2981591	3.33	0.177	1	2.9	0.246	1	4.08	0.0932	1
ENSG00000262152	GREP1	chr16	+	2988256	3002016	-1.1	0.629	1	-0.524	0.815	1	1.09	0.612	1
ENSG00000229325	ACAP2-IT1	chr3	-	195280723	195282741	-0.286	0.708	1	-0.321	0.675	1	0.323	0.669	1
ENSG00000273403		chr3	+	184741937	184742462	3.33	0.184	1	4.09	0.0988	1	4.65	0.059	1
ENSG00000272079		chr16	+	3006120	3007388	-2.32	0.013	1	-2.02	0.029	1	-0.642	0.458	1
ENSG00000131652	THOC6	chr16	+	3024027	3027755	0.316	0.0983	1	0.385	0.0445	1	0.295	0.123	1
ENSG00000164037	SLC9B1	chr4	-	102885048	103019719	-0.729	0.102	1	-0.366	0.408	1	-0.673	0.13	1
ENSG00000162069	BICDL2	chr16	-	3027682	3036944	0.89	0.39	1	-0.765	0.476	1	1.56	0.129	1
ENSG00000286831		chr7	-	142725729	142733437	2.37	0.572		1	0.814		-0.174	0.968	
ENSG00000260573		chr16	+	50407184	50546347	0.825	0.904		0	1		0	1	
ENSG00000261971	MMP25-AS1	chr16	-	3037400	3059370	0.242	0.378	1	0.168	0.543	1	0.396	0.149	1
ENSG00000245729	LINC02226	chr5	-	8333481	8457558	-1.62	0.716		-2.4	0.59		-1.65	0.71	
ENSG00000008517	IL32	chr16	+	3065297	3082192	-0.319	0.624	1	0.0453	0.944	1	0.152	0.812	1
ENSG00000130182	ZSCAN10	chr16	-	3088890	3099295	0.326	0.244	1	0.166	0.552	1	0.508	0.069	1
ENSG00000140379	BCL2A1	chr15	-	79960892	79971196	-2.58	0.522		-2.4	0.551		-0.889	0.824	
ENSG00000115306	SPTBN1	chr2	+	54456317	54671446	-0.204	0.3	1	-0.226	0.251	1	-0.0158	0.936	1
ENSG00000263072	ZNF213-AS1	chr16	-	3100696	3143734	0.0608	0.718	1	0.173	0.304	1	0.027	0.873	1
ENSG00000075643	MOCOS	chr18	+	36187497	36272157	0.149	0.61	1	0.205	0.484	1	0.0295	0.92	1
ENSG00000198945	L3MBTL3	chr6	+	130013699	130141449	-0.0259	0.85	1	-0.0792	0.564	1	0.00674	0.961	1
ENSG00000085644	ZNF213	chr16	+	3129777	3142804	0.103	0.622	1	0.316	0.132	1	0.321	0.124	1
ENSG00000122386	ZNF205	chr16	+	3112560	3120517	0.132	0.574	1	0.286	0.223	1	0.113	0.631	1
ENSG00000010539	ZNF200	chr16	-	3222325	3236221	-0.0816	0.588	1	-0.118	0.434	1	-0.23	0.128	1
ENSG00000075785	RAB7A	chr3	+	128693669	128825942	-0.0365	0.826	1	-0.134	0.42	1	0.00307	0.985	1
ENSG00000115275	MOGS	chr2	-	74461057	74465410	0.161	0.256	1	0.213	0.133	1	0.239	0.0909	1
ENSG00000103313	MEFV	chr16	-	3242027	3256633	0.825	0.824		0.0432	0.991		-0.174	0.963	
ENSG00000290183		chr16	+	3263800	3291029	-0.0479	0.973	1	-0.332	0.813	1	-0.234	0.868	1
ENSG00000130700	GATA5	chr20	-	62463497	62475995	0.985	0.605	1	0.966	0.613	1	0.122	0.95	1
ENSG00000162086	ZNF75A	chr16	+	3305406	3318852	0.0249	0.886	1	0.0306	0.861	1	-0.0553	0.751	1
ENSG00000135549	PKIB	chr6	+	122471917	122726373	-0.188	0.413	1	-0.181	0.432	1	-0.028	0.903	1
ENSG00000161652	IZUMO2	chr19	-	50152548	50163281	-0.749	0.281	1	-0.65	0.35	1	-0.569	0.41	1
ENSG00000026508	CD44	chr11	+	35138882	35232402	0.187	0.677	1	-0.0924	0.839	1	-0.21	0.643	1
ENSG00000135740	SLC9A5	chr16	+	67237683	67272191	-0.0709	0.799	1	0.0765	0.784	1	0.374	0.177	1
ENSG00000168158	OR2C1	chr16	+	3355889	3357306	1.76	0.603	1	1	0.771		2.86	0.387	
ENSG00000167981	ZNF597	chr16	-	3432414	3443504	-0.228	0.202	1	-0.372	0.0393	1	-0.136	0.445	1
ENSG00000231249	ITPR1-DT	chr3	-	4490312	4493201	-0.306	0.578	1	-0.322	0.56	1	0.195	0.72	1
ENSG00000171806	METTL18	chr1	-	169792529	169794963	0.199	0.267	1	0.158	0.381	1	0.143	0.426	1
ENSG00000122390	NAA60	chr16	+	3443649	3486953	0.109	0.422	1	0.148	0.276	1	0.118	0.384	1
ENSG00000141526	SLC16A3	chr17	+	82217934	82261129	-0.288	0.539	1	-0.00711	0.988	1	0.112	0.81	1
ENSG00000262312		chr16	+	3542739	3545785	-0.33	0.562	1	0.268	0.633	1	-0.11	0.846	1
ENSG00000188827	SLX4	chr16	-	3581181	3611606	-0.0905	0.605	1	0.0249	0.887	1	-0.00195	0.991	1
ENSG00000112514	CUTA	chr6	-	33416442	33418317	0.205	0.337	1	0.311	0.144	1	0.115	0.588	1
ENSG00000132603	NIP7	chr16	+	69337996	69343106	-0.0854	0.57	1	-0.0388	0.797	1	-0.062	0.68	1
ENSG00000005339	CREBBP	chr16	-	3725054	3880713	-0.21	0.292	1	-0.117	0.559	1	-0.0926	0.643	1
ENSG00000282787		chr10	+	125162379	125162971	1.67	0.531		3.93	0.118		3.63	0.15	
ENSG00000162104	ADCY9	chr16	-	3953387	4116442	-0.202	0.386	1	-0.252	0.281	1	-0.00933	0.968	1
ENSG00000185739	SRL	chr16	-	4189374	4242080	-1.35	0.312	1	-1.1	0.41	1	-1.79	0.189	1
ENSG00000262468	LINC01569	chr16	-	4243943	4253847	0.337	0.266	1	0.416	0.17	1	0.566	0.0601	1
ENSG00000158445	KCNB1	chr20	-	49293394	49484297	0.087	0.694	1	-0.195	0.381	1	0.119	0.589	1
ENSG00000176842	IRX5	chr16	+	54930865	54934485	0.273	0.339	1	0.322	0.259	1	0.148	0.604	1
ENSG00000264456		chr17	+	30971652	30973312	-0.458	0.403	1	-0.43	0.435	1	-0.573	0.297	1
ENSG00000277440		chr16	+	4430522	4431103	-0.973	0.387	1	0.236	0.827	1	-1.04	0.356	1
ENSG00000153406	NMRAL1	chr16	-	4461691	4495763	0.251	0.245	1	0.293	0.176	1	0.14	0.517	1
ENSG00000086200	IPO11	chr5	+	62403972	62628582	-0.101	0.51	1	-0.0799	0.601	1	-0.149	0.328	1
ENSG00000278434		chr16	-	4532216	4533670	0.444	0.357	1	0.518	0.284	1	0.238	0.623	1
ENSG00000128016	ZFP36	chr19	+	39406847	39409412	0.255	0.437	1	-0.116	0.727	1	0.344	0.294	1
ENSG00000205832	C16orf96	chr16	+	4556340	4600758	-0.196	0.531	1	-0.275	0.38	1	0.107	0.731	1
ENSG00000102858	MGRN1	chr16	+	4616493	4690974	0.053	0.643	1	0.117	0.305	1	0.143	0.211	1
ENSG00000281128	PTENP1-AS	chr9	+	33676785	33688011	-0.867	0.0466	1	-0.493	0.254	1	-0.243	0.569	1
ENSG00000166246	DNAAF8	chr16	+	4734344	4749396	0.993	0.322	1	0.772	0.446	1	0.432	0.671	1
ENSG00000262786		chr17	-	14295512	14297600	0	1		1.01	0.926		0	1	
ENSG00000103199	ZNF500	chr16	-	4748239	4767624	0.105	0.581	1	0.307	0.106	1	0.106	0.578	1
ENSG00000169727	GPS1	chr17	+	82050691	82057470	0.23	0.167	1	0.245	0.141	1	0.224	0.178	1
ENSG00000257277		chr2	-	143674315	143741294	-0.7	0.698	1	-1.09	0.551	1	-0.12	0.947	1
ENSG00000267077		chr16	-	4795265	4796532	4.33	0.0781	1	3.2	0.203	1	3.45	0.165	1
ENSG00000178150	ZNF114	chr19	+	48270081	48287608	-0.0702	0.719	1	-0.0187	0.924	1	-0.173	0.376	1
ENSG00000258457	AJUBA-DT	chr14	+	22982698	22999078	0.226	0.794	1	-0.545	0.548	1	0.494	0.565	1
ENSG00000067836	ROGDI	chr16	-	4796968	4802880	0.187	0.309	1	0.17	0.357	1	0.176	0.34	1
