gene_ID	hgnc_symbol	chr	strand	start	end	FEZF2_CE_log2FoldChange	FEZF2_CE_pvalue	FEZF2_CE_padj	FEZF2_KO_log2FoldChange	FEZF2_KO_pvalue	FEZF2_KO_padj	FEZF2_PTC_log2FoldChange	FEZF2_PTC_pvalue	FEZF2_PTC_padj
ENSG00000072778	ACADVL	chr17	+	7217125	7225266	0.338	0.0447	0.33	0.166	0.325	1	0.427	0.0113	1
ENSG00000188921	HACD4	chr9	-	20999509	21031640	-0.32	0.254		-0.219	0.435	1	-0.507	0.0726	1
ENSG00000182308	DCAF4L1	chr4	+	41981756	41986465	1.15	0.239		1.52	0.117	1	1.32	0.175	1
ENSG00000004975	DVL2	chr17	-	7225342	7234517	0.0549	0.643	0.851	-0.0391	0.742	1	0.0521	0.661	1
ENSG00000260874		chr16	-	2456252	2459979	-0.649	0.6		0.0717	0.953	1	0.665	0.58	1
ENSG00000175826	CTDNEP1	chr17	-	7243591	7252491	0.116	0.407	0.709	0.0429	0.76	1	0.0641	0.648	1
ENSG00000052126	PLEKHA5	chr12	+	19129669	19376400	-0.146	0.295	0.625	-0.0423	0.761	1	-0.156	0.263	1
ENSG00000170291	ELP5	chr17	+	7251416	7259940	0.324	0.083	0.394	0.0894	0.633	1	0.224	0.231	1
ENSG00000234511	C5orf58	chr5	+	170229104	170252575	2.22	0.508		3.37	0.307		2.78	0.403	
ENSG00000288899		chr19	+	57297511	57298391	-0.68	0.148		-0.0966	0.836	1	-0.471	0.316	1
ENSG00000156535	CD109	chr6	+	73695785	73828316	-0.0946	0.709	0.885	0.124	0.625	1	0.0734	0.772	1
ENSG00000229589	ACVR2B-AS1	chr3	-	38451027	38454820	0.259	0.238		0.0517	0.814	1	0.0521	0.813	1
ENSG00000181885	CLDN7	chr17	-	7259903	7263983	-0.183	0.8		0.254	0.725	1	0.497	0.49	1
ENSG00000148180	GSN	chr9	+	121207794	121332843	0.134	0.524	0.784	0.0725	0.731	1	0.122	0.562	1
ENSG00000143549	TPM3	chr1	-	154155308	154194648	0.333	0.00648	0.179	0.0767	0.531	1	0.185	0.131	1
ENSG00000215041	NEURL4	chr17	-	7315628	7329393	0.00184	0.99	0.997	-0.0316	0.834	1	0.00337	0.982	1
ENSG00000072818	ACAP1	chr17	+	7336529	7351477	0.129	0.596		-0.0825	0.736	1	0.13	0.594	1
ENSG00000213859	KCTD11	chr17	+	7351889	7354944	0.365	0.0753		0.149	0.469	1	0.479	0.0195	1
ENSG00000114388	NPRL2	chr3	-	50347330	50350826	0.254	0.184	0.516	0.00686	0.972	1	0.154	0.423	1
ENSG00000136731	UGGT1	chr2	+	128091200	128195677	-0.14	0.33	0.652	-0.0129	0.928	1	-0.149	0.299	1
ENSG00000259001		chr14	-	20343048	20343685	0.921	0.0637	0.367	0.178	0.722	1	0.565	0.257	1
ENSG00000205544	TMEM256	chr17	-	7402975	7404097	0.709	0.0231		0.0703	0.822	1	0.346	0.269	1
ENSG00000169992	NLGN2	chr17	+	7404874	7419860	-0.134	0.316	0.64	-0.0872	0.514	1	-0.0802	0.549	1
ENSG00000121211	MND1	chr4	+	153344649	153415118	0.496	0.00942	0.2	0.0386	0.841	1	0.183	0.341	1
ENSG00000184560	SPEM2	chr17	+	7425616	7427568	-1.82	0.529		-3.23	0.281		-4.11	0.17	
ENSG00000119685	TTLL5	chr14	+	75633625	75955079	-0.17	0.313	0.637	-0.0665	0.693	1	-0.155	0.36	1
ENSG00000283415		chr11	-	6821942	6926878	0.147	0.795		0.151	0.79	1	-0.234	0.684	1
ENSG00000259224	SLC35G6	chr17	+	7481446	7483496	-1.76	0.433		-3.65	0.134	1	-2.09	0.361	1
ENSG00000181222	POLR2A	chr17	+	7484366	7514616	-0.254	0.137	0.465	-0.126	0.462	1	-0.186	0.277	1
ENSG00000223837		chr6	+	32970232	32970886	-0.0702	0.953		0.257	0.826	1	-3.56	0.0282	1
ENSG00000239697	TNFSF12	chr17	+	7548508	7557890	1.36	0.000593		0.92	0.0209	1	1.1	0.0057	1
ENSG00000169621	APLF	chr2	+	68467572	68655862	-0.0952	0.619		-0.0223	0.907	1	-0.208	0.28	1
ENSG00000161955	TNFSF13	chr17	+	7558292	7561608	0.186	0.653		0.273	0.508	1	0.504	0.22	1
ENSG00000161960	EIF4A1	chr17	+	7572824	7579006	0.0141	0.911	0.967	-0.0055	0.965	1	0.0166	0.895	1
ENSG00000233223		chr17	-	7581964	7584098	0.283	0.37		0.359	0.254	1	0.0521	0.87	1
ENSG00000129194	SOX15	chr17	-	7588178	7590094	-0.771	0.359		0.0813	0.921	1	0.0667	0.935	1
ENSG00000129214	SHBG	chr17	+	7613946	7633382	-0.126	0.818		-0.631	0.256	1	-0.887	0.116	1
ENSG00000141504	SAT2	chr17	-	7626234	7627876	0.213	0.255	0.593	0.236	0.208	1	0.116	0.537	1
ENSG00000129244	ATP1B2	chr17	+	7646627	7657770	-0.42	0.113	0.438	0.00111	0.997	1	-0.198	0.455	1
ENSG00000141510	TP53	chr17	-	7661779	7687538	0.0593	0.772	0.911	-0.113	0.58	1	-0.0605	0.768	1
ENSG00000170266	GLB1	chr3	-	32996609	33097202	0.176	0.205	0.537	0.15	0.281	1	0.244	0.0788	1
ENSG00000166200	COPS2	chr15	-	49106068	49155661	0.385	0.00877	0.194	0.126	0.394	1	0.154	0.296	1
ENSG00000288748		chr17	+	7836482	7837823	-0.522	0.558		0.24	0.785	1	-0.0715	0.936	1
ENSG00000167874	TMEM88	chr17	+	7855066	7856099	0.607	0.0508		-0.0305	0.922	1	0.426	0.172	1
ENSG00000261051		chr3	-	146059585	146061679	3.31	0.412		2.88	0.477		0.878	0.833	
ENSG00000183011	NAA38	chr17	-	7856685	7885238	0.671	0.0344		0.309	0.333	1	0.209	0.513	1
ENSG00000198010	DLGAP2	chr8	+	737628	1708476	-0.324	0.282		0.0823	0.783	1	-0.129	0.667	1
ENSG00000100422	CERK	chr22	-	46684410	46738252	0.0176	0.863	0.95	0.0175	0.864	1	-0.0151	0.882	1
ENSG00000170004	CHD3	chr17	+	7884796	7912760	-0.401	0.00211	0.13	-0.18	0.168	1	-0.344	0.0084	1
ENSG00000261790		chr16	-	1984877	1990477	-0.464	0.505		-0.157	0.82	1	-0.0194	0.978	1
ENSG00000170037	CNTROB	chr17	+	7932101	7949920	0.174	0.166	0.496	0.105	0.403	1	0.183	0.145	1
ENSG00000143333	RGS16	chr1	-	182598623	182604389	0.385	0.408	0.709	0.267	0.567	1	0.551	0.236	1
ENSG00000179477	ALOX12B	chr17	-	8072636	8087716	-0.488	0.784		1.35	0.423	1	1.88	0.262	1
ENSG00000010282	HHATL	chr3	-	42692663	42702824	2.7	0.302		3.22	0.214	1	3.59	0.163	1
ENSG00000075426	FOSL2	chr2	+	28392448	28417317	0.00783	0.984		0.138	0.726	1	0.444	0.259	1
ENSG00000179148	ALOXE3	chr17	-	8095900	8119047	-0.184	0.976		1.69	0.784		0.879	0.887	
ENSG00000078967	UBE2D4	chr7	+	43926436	43956136	0.144	0.462		-0.0274	0.889	1	-0.102	0.605	1
ENSG00000179094	PER1	chr17	-	8140472	8156506	-0.0677	0.628	0.842	-0.125	0.37	1	0.0837	0.549	1
ENSG00000178999	AURKB	chr17	-	8204733	8210600	0.189	0.339	0.659	0.0696	0.726	1	0.00117	0.995	1
ENSG00000129354	AP1M2	chr19	-	10572671	10587315	-0.165	0.8	0.924	0.262	0.687	1	0.199	0.76	1
ENSG00000178977	LINC00324	chr17	-	8220624	8224043	-0.0773	0.952		-1.25	0.355	1	0.753	0.546	1
ENSG00000205085	GARIN1A	chr7	+	128671693	128687877	-0.345	0.599		-0.773	0.243	1	-0.62	0.348	1
ENSG00000166535	A2ML1	chr12	+	8822621	8887001	-0.404	0.648		0.653	0.452	1	0.146	0.868	1
ENSG00000272824		chr1	-	148358245	148358686	-2.55	0.0943		-1.18	0.405	1	-1.89	0.197	1
ENSG00000269947		chr17	+	8277763	8278436	-0.0701	0.872		0.319	0.462	1	0.225	0.605	1
ENSG00000136826	KLF4	chr9	-	107484852	107490482	-0.403	0.388		-0.312	0.503	1	-0.024	0.959	1
ENSG00000198844	ARHGEF15	chr17	+	8310241	8322514	-0.588	0.284		0.132	0.805	1	0.00628	0.991	1
ENSG00000258696		chr14	-	38003113	38004847	-1.18	0.51		0.775	0.638	1	-1.08	0.546	1
ENSG00000266279		chr17	+	8337697	8338758	0.778	0.803		1.69	0.581	1	0.879	0.778	
ENSG00000189051	RNF222	chr17	-	8390702	8397827	0.159	0.974		-0.00575	0.999		-0.693	0.889	1
ENSG00000276231	PIK3R6	chr17	-	8802722	8867677	0.639	0.579		-0.0952	0.936	1	0.0595	0.96	1
ENSG00000141506	PIK3R5	chr17	-	8878911	8965712	-0.283	0.257		-0.244	0.329	1	-0.124	0.618	1
ENSG00000150961	SEC24D	chr4	-	118722823	118838683	0.0186	0.908	0.966	0.0858	0.594	1	0.0257	0.873	1
ENSG00000273816		chr17	-	9244666	9244897	2.71	0.609		-0.17	0.975		1.62	0.762	
ENSG00000170310	STX8	chr17	-	9250471	9576591	0.133	0.476	0.752	-0.0854	0.648	1	0.048	0.797	1
ENSG00000130958	SLC35D2	chr9	-	96313444	96383711	0.139	0.385	0.697	-0.0282	0.861	1	0.0265	0.869	1
ENSG00000271851		chr17	-	9553323	9555696	-0.132	0.734		0.304	0.427	1	-0.487	0.217	1
ENSG00000197279	ZNF165	chr6	+	28080568	28089563	-0.165	0.659		-0.0875	0.814	1	-0.259	0.489	1
ENSG00000175110	MRPS22	chr3	+	139005806	139360497	0.209	0.0822	0.393	0.0683	0.571	1	0.153	0.206	1
ENSG00000166596	CFAP52	chr17	+	9576627	9643447	0.777	0.883		1.81	0.73	1	-0.0835	0.987	
ENSG00000185668	POU3F1	chr1	-	38043829	38046793	0.25	0.165	0.495	0.0353	0.844	1	0.133	0.459	1
ENSG00000266913	LINC01841	chr19	-	14305458	14370196	-0.106	0.929		-0.536	0.658	1	0.36	0.763	1
ENSG00000184076	UQCR10	chr22	+	29767369	29770413	0.398	0.084	0.395	0.0835	0.717	1	0.189	0.413	1
ENSG00000287855		chr16	+	817489	862843	-1.78	0.597		-0.74	0.823	1	-2.19	0.521	1
ENSG00000154914	USP43	chr17	+	9644698	9729687	-0.181	0.826		0.684	0.401	1	0.752	0.356	1
ENSG00000258982		chr14	-	100207407	100238555	0.191	0.845		-0.0983	0.92	1	0.0854	0.93	1
ENSG00000141542	RAB40B	chr17	-	82654973	82698698	-0.224	0.352		-0.16	0.505	1	-0.21	0.384	1
ENSG00000143515	ATP8B2	chr1	+	154325525	154351304	-0.0597	0.668	0.863	-0.103	0.461	1	-0.0662	0.635	1
ENSG00000244998		chr8	-	141389939	141392574	0.777	0.873		-0.169	0.972		1.83	0.704	
ENSG00000170222	ADPRM	chr17	+	10697594	10711558	0.195	0.378		0.00696	0.975	1	0.0949	0.67	1
ENSG00000204843	DCTN1	chr2	-	74361154	74392087	-0.00414	0.977	0.992	-0.0418	0.768	1	0.0443	0.754	1
ENSG00000266114		chr17	+	10792059	10794985	-3.63	0.136		-0.424	0.849	1	-1.64	0.488	1
ENSG00000233670	PIRT	chr17	-	10822470	10838087	1.42	0.489		-0.286	0.895	1	1.37	0.504	1
ENSG00000104973	MED25	chr19	+	49818282	49840383	-0.0279	0.846	0.945	-0.0499	0.73	1	0.0706	0.625	1
ENSG00000114446	IFT57	chr3	-	108160812	108222435	0.654	0.00235	0.132	0.15	0.488	1	0.303	0.16	1
ENSG00000100298	APOBEC3H	chr22	+	39097224	39104067	-1.03	0.288		-0.569	0.55	1	0.299	0.748	1
ENSG00000264727		chr17	+	11288205	11290811	-0.0339	0.963		-0.358	0.623	1	-0.419	0.566	1
ENSG00000263684		chr17	-	11874727	11881670	-0.792	0.792		-2.61	0.394		-2.53	0.41	
ENSG00000289910		chr17	+	11997618	11998466	2.7	0.312		1.68	0.543	1	3.75	0.153	1
ENSG00000155755	TMEM237	chr2	-	201620184	201643570	0.189	0.162	0.492	-0.072	0.595	1	-0.0206	0.879	1
ENSG00000111203	ITFG2	chr12	+	2812622	2859791	0.014	0.929	0.975	0.0499	0.75	1	-0.0058	0.97	1
ENSG00000104805	NUCB1	chr19	+	48900050	48923473	0.149	0.203	0.536	0.0497	0.672	1	0.196	0.0941	1
ENSG00000265489	ARHGAP44-AS1	chr17	-	12760140	12790242	-4.21	0.191		-0.591	0.846	1	-1.59	0.609	
ENSG00000176909	MAMSTR	chr19	-	48712725	48719725	-0.491	0.222		-0.509	0.206	1	-0.443	0.272	1
ENSG00000006744	ELAC2	chr17	-	12991612	13018065	0.137	0.0853	0.395	0.0684	0.39	1	0.102	0.198	1
ENSG00000166106	ADAMTS15	chr11	+	130448645	130476645	-0.625	0.458		0.337	0.678	1	0.333	0.682	1
ENSG00000125430	HS3ST3B1	chr17	+	14301081	14349404	0.077	0.722	0.89	0.0676	0.755	1	-0.158	0.469	1
ENSG00000266709		chr17	+	14303854	14305505	0.393	0.235		0.224	0.5	1	0.223	0.502	1
ENSG00000230647		chr17	+	14374139	14526498	-0.184	0.958		3.44	0.298	1	2.35	0.484	1
ENSG00000280511		chr6	+	76561328	76562590	-0.679	0.408		0.762	0.349	1	0.436	0.593	1
ENSG00000184908	CLCNKB	chr1	+	16040252	16057311	-0.077	0.903		0.132	0.833	1	0.39	0.533	1
ENSG00000205325		chr17	-	14767583	14780686	0.076	0.921		-0.444	0.573	1	0.332	0.665	1
ENSG00000263707		chr17	-	12990149	12990610	2.29	0.653		1.81	0.724		-0.0834	0.987	
ENSG00000099889	ARVCF	chr22	-	19969896	20016823	0.281	0.223	0.557	0.0184	0.937	1	0.198	0.392	1
ENSG00000109099	PMP22	chr17	-	15229773	15272292	0.305	0.446		-0.225	0.577	1	0.146	0.716	1
ENSG00000271766		chr5	+	127478295	127478737	-0.144	0.965		-0.169	0.958		-2.53	0.451	
ENSG00000197879	MYO1C	chr17	-	1464186	1492686	0.126	0.393	0.701	0.00115	0.994	1	0.0568	0.7	1
ENSG00000125409	TEKT3	chr17	-	15303811	15341632	0.353	0.64		0.885	0.236	1	0.251	0.74	1
ENSG00000108298	RPL19	chr17	+	39200283	39204840	0.322	0.0138	0.225	0.0869	0.506	1	0.181	0.166	1
ENSG00000287579		chr5	-	176158610	176168367	1.71	0.421		2.24	0.288	1	0.309	0.889	1
ENSG00000122483	CCDC18	chr1	+	93179919	93278730	-0.131	0.443	0.732	-0.0483	0.777	1	-0.106	0.536	1
ENSG00000175106	TVP23C	chr17	-	15502264	15563595	-0.711	0.00123	0.105	-0.263	0.23	1	-0.419	0.0565	1
ENSG00000266538		chr17	-	15530773	15531089	1.52	0.241		1.22	0.349	1	1.66	0.198	1
ENSG00000241322	FBXW10B	chr17	-	15565483	15619704	0.315	0.797		1.71	0.149	1	1.05	0.382	1
ENSG00000180573	H2AC6	chr6	+	26124145	26139116	-0.206	0.465	0.745	0.098	0.727	1	-0.0694	0.805	1
ENSG00000187147	RNF220	chr1	+	44405194	44651723	0.0528	0.625	0.841	0.0527	0.626	1	0.0729	0.5	1
ENSG00000145107	TM4SF19	chr3	-	196319342	196338503	-0.184	0.97		0.793	0.872		-0.0828	0.987	
ENSG00000290901		chr20	+	30537597	30556427	-0.202	0.498		-0.196	0.511	1	-0.263	0.379	1
ENSG00000204620		chrX	-	48568014	48574860	5.21	0.023		5.16	0.0245	1	4.9	0.0331	1
ENSG00000159199	ATP5MC1	chr17	+	48892765	48895871	0.11	0.577	0.815	-0.0958	0.63	1	-0.0154	0.938	1
ENSG00000133812	SBF2	chr11	-	9776776	10304877	-0.271	0.199	0.534	0.031	0.883	1	-0.122	0.561	1
ENSG00000170425	ADORA2B	chr17	+	15945130	15975746	0.111	0.863		0.13	0.84	1	0.559	0.381	1
ENSG00000285756		chrX	-	3817528	3937855	0.00215	0.988	0.996	0.0642	0.643	1	0.0233	0.867	1
ENSG00000214941	ZSWIM7	chr17	-	15976560	15999717	0.2	0.201	0.535	0.0151	0.923	1	0.121	0.443	1
ENSG00000014641	MDH1	chr2	+	63588609	63607197	0.329	0.0311	0.296	0.138	0.366	1	0.224	0.142	1
ENSG00000108474	PIGL	chr17	+	16217191	16351797	-0.0395	0.87		0.145	0.55	1	0.159	0.511	1
ENSG00000265401		chr17	-	16382152	16382669	1.49	0.098		-0.101	0.916	1	0.947	0.301	1
ENSG00000288815		chr19	-	20636211	20637038	-0.537	0.281		-0.776	0.122	1	-0.546	0.274	1
ENSG00000104808	DHDH	chr19	+	48933699	48944969	0.161	0.869		0.244	0.803	1	-0.13	0.895	1
ENSG00000102805	CLN5	chr13	+	76990660	77019143	0.284	0.053	0.347	0.167	0.256	1	0.164	0.265	1
ENSG00000187688	TRPV2	chr17	+	16415571	16437003	-0.169	0.808		0.125	0.857	1	0.35	0.611	1
ENSG00000066379	POLR1H	chr6	+	30058899	30064909	0.647	0.0107		0.42	0.0993	1	0.428	0.0931	1
ENSG00000241213	LINC02024	chr3	-	117678693	117691005	-0.399	0.689		0.533	0.578	1	0.164	0.866	1
ENSG00000175061	SNHG29	chr17	+	16438767	16480249	0.0553	0.654	0.856	0.0342	0.781	1	-0.00551	0.964	1
ENSG00000145247	OCIAD2	chr4	-	48885019	48906937	0.35	0.0447	0.33	-0.0433	0.805	1	0.262	0.134	1
ENSG00000141040	ZNF287	chr17	-	16546954	16569204	0.139	0.422		0.254	0.14	1	0.198	0.251	1
ENSG00000287926		chr15	+	75225784	75227185	-2.63	0.478		-0.938	0.798	1	1.7	0.631	1
ENSG00000008988	RPS20	chr8	-	56067254	56074510	0.524	0.00207	0.13	0.108	0.527	1	0.269	0.114	1
ENSG00000170160	CCDC144A	chr17	+	16689537	16777881	-0.196	0.584		-0.148	0.678	1	-0.0872	0.807	1
ENSG00000158089	GALNT14	chr2	-	30910467	31155202	0.612	0.112		0.0495	0.899	1	0.594	0.124	1
ENSG00000004142	POLDIP2	chr17	-	28346633	28357527	0.224	0.0569	0.356	0.122	0.299	1	0.17	0.149	1
ENSG00000163597	SNHG16	chr17	+	76557727	76670985	0.0172	0.889	0.958	0.00432	0.972	1	0.0591	0.633	1
ENSG00000290976		chr17	+	16786489	16804455	-0.0338	0.903		0.193	0.484	1	0.0363	0.895	1
ENSG00000279206		chr16	+	72772673	72773272	-0.772	0.322		-0.649	0.403	1	-0.315	0.681	1
ENSG00000288235	FAM106C	chr17	+	16788879	16790501	0.493	0.387		0.632	0.267	1	0.167	0.772	1
ENSG00000276251		chr19	+	29220864	29221666	-1.27	0.513		-2.54	0.214	1	-4.85	0.0276	
ENSG00000228300	FAM174C	chr19	+	1275530	1279244	0.348	0.313		-0.047	0.892	1	0.142	0.681	1
ENSG00000166532	RIMKLB	chr12	+	8681600	8783095	-0.297	0.12	0.446	-0.0325	0.865	1	-0.205	0.284	1
ENSG00000268889	LIM2-AS1	chr19	+	51394488	51403650	0.0284	0.937		0.243	0.5	1	0.0888	0.806	1
ENSG00000227189		chr4	+	1151372	1153701	-1.13	0.0782		0.102	0.871	1	-0.661	0.298	1
ENSG00000198815	FOXJ3	chr1	-	42176539	42335877	-0.146	0.285	0.619	0.0243	0.859	1	-0.0595	0.663	1
ENSG00000261476		chr16	-	75458252	75460017	-1.1	0.0993		-0.574	0.381	1	-0.438	0.503	1
ENSG00000287910		chr17	-	17033531	17042305	0.598	0.837		0.398	0.892	1	-2.53	0.412	
ENSG00000133030	MPRIP	chr17	+	17042457	17217679	-0.23	0.013	0.222	-0.0835	0.367	1	-0.109	0.24	1
ENSG00000179598	PLD6	chr17	-	17200995	17206333	-0.666	0.0465		-0.229	0.487	1	-0.259	0.434	1
ENSG00000184378	ACTRT3	chr3	-	169766921	169769561	0.177	0.554		0.117	0.697	1	0.352	0.239	1
ENSG00000154803	FLCN	chr17	-	17212212	17237188	0.0191	0.903	0.964	0.0465	0.766	1	0.0924	0.554	1
ENSG00000160360	GPSM1	chr9	+	136327476	136359605	0.396	0.197	0.532	-0.0325	0.916	1	0.33	0.283	1
ENSG00000008294	SPAG9	chr17	-	50962174	51120868	-0.115	0.515	0.778	0.0621	0.725	1	-0.0161	0.927	1
ENSG00000012174	MBTPS2	chrX	+	21839617	21885423	-0.191	0.23	0.564	0.00676	0.966	1	-0.215	0.176	1
ENSG00000264666		chr17	+	17591428	17610485	-0.279	0.698		-0.52	0.474	1	-0.796	0.281	1
ENSG00000273451		chr20	-	47348137	47349142	-0.0568	0.915		0.00983	0.985	1	0.252	0.636	1
ENSG00000108557	RAI1	chr17	+	17681458	17811453	-0.148	0.62	0.839	-0.194	0.518	1	-0.109	0.717	1
ENSG00000100078	PLA2G3	chr22	-	31134807	31140508	0.318	0.792		-0.0532	0.965	1	1.53	0.196	1
ENSG00000072310	SREBF1	chr17	-	17810399	17837002	-0.00412	0.982	0.994	-0.147	0.412	1	-0.0852	0.634	1
ENSG00000168621	GDNF	chr5	-	37812677	37840041	-0.457	0.368		-0.0814	0.872	1	-0.268	0.597	1
ENSG00000145354	CISD2	chr4	+	102868974	102892807	0.0135	0.938	0.979	0.0797	0.645	1	-0.0909	0.6	1
ENSG00000175662	TOM1L2	chr17	-	17843511	17972422	-0.382	0.0179		-0.0778	0.627	1	-0.186	0.247	1
ENSG00000274090		chr13	-	55535697	55583524	-4.21	0.199		-2.52	0.439	1	-1.59	0.617	1
ENSG00000171962	DRC3	chr17	+	17972813	18016889	-0.626	0.0942		-0.29	0.433	1	-0.473	0.205	1
ENSG00000171953	ATPAF2	chr17	-	17977409	18039209	0.118	0.525		0.0441	0.812	1	0.122	0.513	1
ENSG00000146963	LUC7L2	chr7	+	139340359	139423457	-0.125	0.216	0.55	-0.00617	0.951	1	-0.0743	0.462	1
ENSG00000108591	DRG2	chr17	+	18087892	18107970	0.157	0.318	0.641	0.00214	0.989	1	0.19	0.228	1
ENSG00000091536	MYO15A	chr17	+	18108756	18179802	-0.227	0.471		0.105	0.735	1	-0.115	0.715	1
ENSG00000266677		chr17	-	18172625	18184753	1.52	0.473		0.636	0.769	1	1.1	0.608	1
ENSG00000250302	LINC01618	chr4	+	52712394	52866821	1.69	0.507		1.05	0.684	1	2.47	0.331	1
ENSG00000196712	NF1	chr17	+	31094927	31382116	-0.285	0.155	0.484	-0.0496	0.805	1	-0.211	0.291	1
ENSG00000091542	ALKBH5	chr17	+	18183078	18209954	0.0677	0.568	0.809	-0.0472	0.691	1	-0.0442	0.71	1
ENSG00000131899	LLGL1	chr17	+	18225635	18244875	0.187	0.298	0.627	0.0236	0.896	1	0.119	0.508	1
ENSG00000267296	CEBPA-DT	chr19	+	33302857	33305054	-0.438	0.162		-0.185	0.552	1	-0.309	0.323	1
ENSG00000223546	LINC00630	chrX	+	102769158	102885406	-0.245	0.29		0.173	0.453	1	-0.14	0.547	1
ENSG00000170959	DCDC1	chr11	-	30830369	31369810	-0.242	0.528		-0.16	0.677	1	-0.214	0.577	1
ENSG00000257135	ODC1-DT	chr2	+	10448654	10457693	0.255	0.344		0.235	0.383	1	0.354	0.189	1
ENSG00000260647		chr17	+	18268080	18268828	3.99	0.101		2.23	0.378	1	3.73	0.127	1
ENSG00000254639		chr11	+	46238382	46239267	3.04	0.469		0.792	0.854		1.75	0.682	1
ENSG00000215644	GCGR	chr17	+	81804132	81814008	-0.667	0.561		-0.0959	0.932	1	-0.363	0.75	1
ENSG00000287192		chr1	+	21177054	21178164	1.25	0.355		0.048	0.973	1	1.31	0.331	1
ENSG00000103351	CLUAP1	chr16	+	3500976	3539048	-0.206	0.147	0.476	-0.0453	0.75	1	-0.117	0.412	1
ENSG00000177302	TOP3A	chr17	-	18271428	18315007	-0.0229	0.878	0.955	-0.0553	0.712	1	-0.0467	0.755	1
ENSG00000176974	SHMT1	chr17	-	18327860	18363563	0.0348	0.772	0.911	0.0101	0.933	1	-0.0654	0.587	1
ENSG00000220161	LINC02076	chr17	+	18411159	18414380	-0.241	0.508		0.281	0.438	1	0.311	0.392	1
ENSG00000149313	AASDHPPT	chr11	+	106075501	106098699	0.118	0.481	0.755	0.0118	0.944	1	-0.039	0.817	1
ENSG00000290655		chr17	+	18415728	18425097	3.4	0.396		3.57	0.373		2.86	0.478	
ENSG00000215305	VPS16	chr20	+	2840703	2866732	0.17	0.261	0.597	0.0189	0.901	1	0.14	0.354	1
ENSG00000290656		chr17	+	18426861	18431222	3.45	0.225		0.792	0.794	1	-0.0834	0.978	
ENSG00000175985	PLEKHD1	chr14	+	69484692	69531551	0.0353	0.98		0.416	0.763	1	-0.449	0.751	1
ENSG00000239672	NME1	chr17	+	51153559	51162428	0.436	0.101	0.42	-0.0626	0.814	1	0.0532	0.842	1
ENSG00000189375	TBC1D28	chr17	-	18634247	18644427	-1.01	0.439		-0.75	0.562	1	-0.562	0.663	1
ENSG00000113615	SEC24A	chr5	+	134648785	134727909	-0.0739	0.671	0.864	0.0994	0.568	1	-0.0324	0.852	1
ENSG00000290687	ZNF286B	chr17	-	18658429	18682228	-0.353	0.00731	0.184	-0.277	0.0357	1	-0.307	0.02	1
ENSG00000253958	CLDN23	chr8	+	8701937	8704096	1.4	0.000608		1.04	0.0115	1	1.14	0.00587	1
ENSG00000240445	FOXO3B	chr17	-	18667629	18682314	-0.249	0.208	0.541	-0.0692	0.727	1	-0.0815	0.68	1
ENSG00000124762	CDKN1A	chr6	+	36676460	36687337	0.54	0.279		0.275	0.581	1	0.939	0.0594	1
ENSG00000171931	FBXW10	chr17	+	18744026	18779349	-0.206	0.879		-1.73	0.232	1	-1.68	0.248	1
ENSG00000141127	PRPSAP2	chr17	+	18840085	18931287	0.121	0.345	0.664	0.0436	0.734	1	-0.00349	0.978	1
ENSG00000173933	RBM4	chr11	+	66638667	66668374	0.199	0.087	0.398	0.0712	0.541	1	0.138	0.236	1
ENSG00000256771	ZNF253	chr19	+	19865882	19894674	-0.328	0.0611	0.36	-0.067	0.702	1	-0.243	0.166	1
ENSG00000188522	FAM83G	chr17	-	18968789	19004764	0.237	0.0828	0.394	0.111	0.416	1	0.172	0.21	1
ENSG00000228157		chr17	+	19092974	19096837	-0.961	0.0178		-0.49	0.222	1	-0.498	0.216	1
ENSG00000136527	TRA2B	chr3	-	185914558	185938103	0.186	0.0994	0.417	-0.028	0.804	1	0.0437	0.699	1
ENSG00000288745		chr15	+	59070036	59071317	-0.462	0.535		0.413	0.568	1	-0.71	0.349	1
ENSG00000260219	CD2BP2-DT	chr16	+	30354665	30363621	-0.0212	0.95		-0.0919	0.788	1	0.024	0.944	1
ENSG00000262202		chr17	-	19112000	19112636	0.809	0.222	0.556	0.08	0.905	1	0.594	0.372	1
ENSG00000262319		chr17	-	19141017	19143689	-0.652	0.271		-0.24	0.683	1	-0.449	0.448	1
ENSG00000130307	USHBP1	chr19	-	17249171	17282786	0.487	0.207		0.327	0.399	1	0.301	0.44	1
ENSG00000197665		chr17	-	19155727	19159111	6.52	0.173		6.19	0.195		6.78	0.156	
ENSG00000262292	GRAPLDR	chr17	+	19160789	19162274	0.909	0.684		0.114	0.96	1	-1.08	0.647	1
ENSG00000072134	EPN2	chr17	+	19215615	19336715	0.00485	0.956	0.985	0.063	0.474	1	0.0353	0.688	1
ENSG00000177369		chr17	+	49230853	49318011	-0.00206	0.999		-0.158	0.914	1	0.748	0.604	1
ENSG00000281856		chr17	+	19219143	19222527	-0.149	0.928		-0.504	0.761	1	0.0865	0.958	1
ENSG00000101188	NTSR1	chr20	+	62708836	62762771	0.683	0.563		-0.0576	0.962	1	-0.191	0.875	1
ENSG00000108641	B9D1	chr17	-	19334308	19378193	0.0219	0.891		-0.0143	0.929	1	0.0206	0.897	1
ENSG00000137834	SMAD6	chr15	+	66702236	66782849	-0.118	0.637		-0.112	0.655	1	-0.226	0.369	1
