gene_ID	hgnc_symbol	chr	strand	start	end	MEF2C_CE_log2FoldChange	MEF2C_CE_pvalue	MEF2C_CE_padj	MEF2C_KO_log2FoldChange	MEF2C_KO_pvalue	MEF2C_KO_padj	MEF2C_PTC_log2FoldChange	MEF2C_PTC_pvalue	MEF2C_PTC_padj
ENSG00000258384	RCCD1-AS1	chr15	-	90952239	90955225	-0.837	0.65	0.896	-2.01	0.302	1	-1.26	0.5	1
ENSG00000198901	PRC1	chr15	-	90966040	90995629	0.171	0.198	0.657	-0.0551	0.678	1	0.0561	0.672	1
ENSG00000120539	MASTL	chr10	+	27154824	27187953	0.141	0.397	0.772	-0.206	0.215	1	0.0329	0.842	1
ENSG00000214432	VPS33B-DT	chr15	+	91022619	91036611	0.414	0.747	0.925	-2.31	0.159	1	0.0196	0.988	1
ENSG00000278514		chr15	+	91022766	91023200	0.115	0.952		2.76	0.0819	1	1.27	0.461	1
ENSG00000162040	HS3ST6	chr16	-	1911475	1918415	2.22	0.458		3.15	0.279		0.748	0.808	
ENSG00000198774	RASSF9	chr12	-	85800703	85836409	0.103	0.824	0.948	-0.441	0.355	1	0.00266	0.995	1
ENSG00000185518	SV2B	chr15	+	91099950	91302565	-2.26	0.462		-1.53	0.619		-0.233	0.937	1
ENSG00000254535	PABPC4L	chr4	-	134196333	134201789	0.0123	0.977	0.995	0.243	0.563	1	0.65	0.111	1
ENSG00000267191	ZNF45-AS1	chr19	+	43901866	43927767	2.23	0.201	0.657	2.55	0.135	1	2.42	0.155	1
ENSG00000177337	DLGAP1-AS1	chr18	+	3593732	3598363	-0.678	0.115	0.605	0.247	0.558	1	0.0168	0.968	1
ENSG00000163933	RFT1	chr3	-	53088483	53130453	0.00962	0.94	0.993	-0.0526	0.679	1	-0.151	0.232	1
ENSG00000185905	C16orf54	chr16	-	29742463	29745990	-0.809	0.688	0.908	0.0287	0.988	1	1.53	0.375	1
ENSG00000170373	CST1	chr20	-	23747562	23751268	0.874	0.141	0.623	-0.122	0.837	1	-0.215	0.718	1
ENSG00000162981	LRATD1	chr2	+	14632700	14650814	0.563	0.0381	0.589	0.144	0.595	1	-0.0646	0.812	1
ENSG00000260337		chr15	-	92592574	92596462	-0.395	0.443	0.794	-0.515	0.313	1	-0.645	0.207	1
ENSG00000258922		chr15	-	92805770	92808567	-0.462	0.759	0.928	-0.728	0.63	1	-2.65	0.133	1
ENSG00000267397		chr18	+	35716370	35717978	-0.941	0.0414	0.589	-0.182	0.675	1	-0.103	0.81	1
ENSG00000272888	CHASERR	chr15	+	92819540	92899701	-0.0363	0.791	0.938	-0.27	0.0483	1	-0.183	0.181	1
ENSG00000288872		chr15	-	92881648	92882340	-1.89	0.2	0.657	0.125	0.914	1	-0.0268	0.982	1
ENSG00000269973		chr2	+	9936360	9939590	-0.0785	0.665	0.901	0.0734	0.679	1	-0.00737	0.967	1
ENSG00000289017		chr15	+	92908004	92909131	-0.308	0.202	0.657	-0.368	0.125	1	0.0397	0.867	1
ENSG00000106665	CLIP2	chr7	+	74289407	74405935	-0.308	0.438	0.792	0.228	0.565	1	0.194	0.624	1
ENSG00000260876	LINC01229	chr16	+	79676048	79809716	0.395	0.877		0.607	0.808	1	-1.06	0.689	
ENSG00000257060		chr15	+	93230034	93569483	0.819	0.577	0.865	0.992	0.489	1	0.564	0.699	1
ENSG00000271303	SRXN1	chr20	-	646615	653200	0.401	0.0563	0.589	0.133	0.526	1	0.161	0.442	1
ENSG00000140563	MCTP2	chr15	+	94231538	94483952	0.218	0.412	0.779	-0.333	0.213	1	-0.188	0.479	1
ENSG00000273062	RALGPS2-AS1	chr1	-	178724306	178726285	0.245	0.824	0.948	-0.204	0.855	1	0.605	0.566	1
ENSG00000198856	OSTC	chr4	+	108650585	108667820	0.245	0.037	0.589	0.103	0.38	1	0.00033	0.998	1
ENSG00000163166	IWS1	chr2	-	127436207	127526886	0.4	0.128	0.611	-0.0147	0.955	1	-0.00578	0.982	1
ENSG00000260777		chr17	-	28263630	28275974	2.29	0.00334	0.589	1.08	0.194	1	0.539	0.531	1
ENSG00000141380	SS18	chr18	-	26016253	26091217	-0.207	0.307	0.721	0.0648	0.748	1	0.0774	0.702	1
ENSG00000277135		chr15	-	96139472	96140452	-1.03	0.302	0.717	-1.28	0.201	1	-0.348	0.695	1
ENSG00000148291	SURF2	chr9	+	133356550	133361158	0.372	0.141	0.623	0.37	0.141	1	0.261	0.298	1
ENSG00000128534	LSM8	chr7	+	118184144	118204035	-0.206	0.0714	0.589	-0.101	0.372	1	-0.0469	0.679	1
ENSG00000289519		chr3	-	52899204	52900345	-0.571	0.393	0.77	0.351	0.569	1	-0.338	0.597	1
ENSG00000166197	NOLC1	chr10	+	102152176	102163871	0.191	0.203	0.658	0.0276	0.854	1	0.0559	0.709	1
ENSG00000283554	LINC02341	chr13	+	42339188	42485956	-0.846	0.793		-0.115	0.972		1.18	0.705	1
ENSG00000185551	NR2F2	chr15	+	96325938	96340263	0.175	0.0691	0.589	0.0393	0.683	1	0.0238	0.805	1
ENSG00000010017	RANBP9	chr6	-	13621498	13711835	0.326	0.0362	0.589	0.145	0.35	1	0.0551	0.723	1
ENSG00000184160	ADRA2C	chr4	+	3766348	3768526	0.155	0.667	0.902	-0.0592	0.87	1	-0.0725	0.84	1
ENSG00000275734		chr16	+	89671568	89685304	-0.467	0.127	0.611	0.286	0.324	1	0.115	0.692	1
ENSG00000182057	OGFRP1	chr22	+	42269703	42279534	-0.0985	0.713	0.917	0.000813	0.998	1	0.0652	0.802	1
ENSG00000185594	SPATA8	chr15	+	96783389	96785615	0.452	0.747	0.925	-1.02	0.508	1	-2.48	0.153	1
ENSG00000228436	RRAGC-DT	chr1	+	38859912	38965038	-0.314	0.466	0.808	-0.266	0.523	1	0.0145	0.971	1
ENSG00000259485	LINC02253	chr15	+	97215812	97432094	-0.622	0.423	0.785	-0.0448	0.951	1	-0.323	0.662	1
ENSG00000259664	LINC02254	chr15	-	97339693	97523442	-1.1	0.571	0.862	-3.36	0.102	1	-0.669	0.716	1
ENSG00000078401	EDN1	chr6	+	12290361	12297194	-0.743	0.409	0.778	0.345	0.701	1	0.067	0.941	1
ENSG00000236830	CBR3-AS1	chr21	-	36131767	36175815	-0.358	0.0374	0.589	-0.22	0.198	1	-0.208	0.223	1
ENSG00000251209	LINC00923	chr15	-	97572185	97875650	-0.502	0.0837	0.591	-0.345	0.217	1	-0.0732	0.787	1
ENSG00000116560	SFPQ	chr1	-	35176378	35193446	-0.0716	0.325	0.732	-0.13	0.0745	1	-0.0677	0.352	1
ENSG00000257527		chr16	-	18411309	18411851	-0.978	0.5	0.826	-0.341	0.81	1	0.253	0.856	1
ENSG00000289194		chr11	+	62153730	62154783	0.0173	0.936	0.992	0.0297	0.889	1	-0.159	0.457	1
ENSG00000140450	ARRDC4	chr15	+	97960703	97973833	-0.288	0.347	0.742	-0.148	0.628	1	-0.0056	0.985	1
ENSG00000089041	P2RX7	chr12	+	121132819	121188032	0.956	0.325	0.731	0.0446	0.965	1	0.676	0.485	1
ENSG00000187959	CPSF4L	chr17	-	73248449	73262352	1.02	0.579	0.866	-1.11	0.584	1	-2.08	0.325	1
ENSG00000259424	IRAIN	chr15	-	98645118	98647389	0.728	0.209	0.661	0.191	0.746	1	0.555	0.335	1
ENSG00000155066	PROM2	chr2	+	95274449	95291308	0.625	0.174	0.641	-0.358	0.438	1	-0.214	0.642	1
ENSG00000140443	IGF1R	chr15	+	98648539	98964530	-0.139	0.408	0.778	0.128	0.447	1	0.018	0.915	1
ENSG00000287191		chr15	-	98831666	98840189	0.934	0.656	0.897	1.32	0.512	1	1.76	0.367	1
ENSG00000182253	SYNM	chr15	+	99098217	99135593	-0.688	0.0226	0.589	-0.288	0.339	1	-0.154	0.608	1
ENSG00000104067	TJP1	chr15	-	29699367	29968915	-0.261	0.248	0.688	0.0747	0.741	1	0.0194	0.932	1
ENSG00000228696	ARL17B	chr17	-	46274784	46361766	-0.234	0.116	0.607	-0.0821	0.575	1	-0.143	0.328	1
ENSG00000170469	SPATA24	chr5	-	139396563	139404089	0.156	0.708	0.915	-0.0272	0.948	1	-0.0942	0.821	1
ENSG00000261054	SYNM-AS2	chr15	-	99128832	99131806	-0.966	0.0443	0.589	0.347	0.389	1	-0.399	0.351	1
ENSG00000289970		chr5	+	151081195	151081617	2.65	0.0997	0.597	1.36	0.428	1	2.64	0.0964	1
ENSG00000103852	TTC23	chr15	-	99136323	99251223	-0.133	0.287	0.709	-0.0659	0.593	1	-0.0356	0.771	1
ENSG00000251259		chr4	-	105137280	105140619	0.501	0.531	0.842	-0.533	0.507	1	-0.095	0.905	1
ENSG00000168904	LRRC28	chr15	+	99251362	99390729	-0.156	0.201	0.657	0.0123	0.918	1	0.0982	0.404	1
ENSG00000167600	CYP2S1	chr19	+	41193210	41207539	0.0451	0.839	0.953	0.166	0.453	1	0.232	0.292	1
ENSG00000184731	FAM110C	chr2	-	38814	46870	-0.543	0.182	0.645	0.0967	0.81	1	0.019	0.962	1
ENSG00000082898	XPO1	chr2	-	61476032	61538741	0.223	0.101	0.598	-0.0908	0.504	1	-0.0885	0.515	1
ENSG00000259341	LINC03080	chr15	-	99423769	99435160	-0.5	0.807	0.942	-2.49	0.239		0.653	0.726	1
ENSG00000124596	OARD1	chr6	-	41033627	41097787	0.219	0.11	0.604	0.0206	0.881	1	0.054	0.693	1
ENSG00000111837	MAK	chr6	-	10762723	10838553	0.215	0.764	0.93	-0.986	0.202	1	-0.668	0.369	1
ENSG00000262406	MMP12	chr11	-	102862736	102874982	0.395	0.471	0.81	-0.0345	0.95	1	-0.304	0.579	1
ENSG00000147117	ZNF157	chrX	+	47370578	47414498	-0.639	0.522	0.838	-0.399	0.68	1	-0.556	0.567	1
ENSG00000140470	ADAMTS17	chr15	-	99971437	100342005	0.868	0.0825	0.591	-0.093	0.858	1	-0.263	0.615	1
ENSG00000154227	CERS3	chr15	-	100400395	100544995	0.553	0.67	0.903	-0.445	0.745	1	0.496	0.698	1
ENSG00000183475	ASB7	chr15	+	100602589	100651701	0.0585	0.557	0.856	-0.0334	0.736	1	0.0183	0.852	1
ENSG00000149182	ARFGAP2	chr11	-	47164299	47177125	0.0792	0.434	0.79	-0.00389	0.969	1	-0.00488	0.961	1
ENSG00000232386		chr15	+	100849561	100861756	0.0636	0.98	0.995	0.736	0.761	1	-2	0.437	
ENSG00000113494	PRLR	chr5	-	35048756	35230487	1.04	0.0546	0.589	-0.0204	0.97	1	0.084	0.876	1
ENSG00000134265	NAPG	chr18	+	10525905	10552764	-0.0216	0.873	0.968	-0.0174	0.897	1	0.0019	0.989	1
ENSG00000248746	ACTN3	chr11	+	66546395	66563334	2.16	0.137	0.62	0.454	0.776	1	1.09	0.47	1
ENSG00000184254	ALDH1A3	chr15	+	100877714	100916626	0.0561	0.813	0.943	0.0737	0.753	1	0.112	0.63	1
ENSG00000139613	SMARCC2	chr12	-	56162359	56189567	-0.279	0.0227	0.589	-0.0969	0.427	1	0.0142	0.907	1
ENSG00000259583	ALDH1A3-AS1	chr15	-	100892343	100919391	0.386	0.165	0.636	-0.0993	0.725	1	0.222	0.419	1
ENSG00000104221	BRF2	chr8	-	37843268	37849861	0.0302	0.844	0.955	-0.00292	0.985	1	-0.0114	0.94	1
ENSG00000154237	LRRK1	chr15	+	100919327	101078257	-0.071	0.593	0.873	-0.011	0.933	1	0.0183	0.887	1
ENSG00000119328	ABITRAM	chr9	+	108934400	108950744	0.134	0.512	0.832	0.0598	0.769	1	0.0087	0.966	1
ENSG00000287892		chr15	-	101058647	101063904	-1.16	0.284	0.707	-1.13	0.279	1	-0.93	0.356	1
ENSG00000131873	CHSY1	chr15	-	101175727	101252048	0.562	0.0335	0.589	-0.089	0.737	1	-0.0144	0.956	1
ENSG00000170175	CHRNB1	chr17	+	7445061	7457710	0.269	0.271	0.701	0.101	0.68	1	0.0438	0.858	1
ENSG00000101126	ADNP	chr20	-	50888916	50931437	0.0615	0.422	0.784	-0.0533	0.486	1	-0.0497	0.515	1
ENSG00000131876	SNRPA1	chr15	-	101281510	101295282	0.381	0.0763	0.589	-0.0645	0.764	1	-0.02	0.926	1
ENSG00000226622		chr2	-	62533681	62662829	0.115	0.959		-0.115	0.959		2.06	0.309	1
ENSG00000225556	C2CD4D	chr1	-	151837818	151840557	0.996	0.219	0.668	0.169	0.837	1	0.283	0.729	1
ENSG00000140479	PCSK6	chr15	-	101289784	101525202	0.256	0.0256	0.589	-0.0131	0.909	1	-0.0219	0.849	1
ENSG00000161048	NAPEPLD	chr7	-	103099776	103149560	-0.251	0.104	0.6	-0.146	0.333	1	-0.163	0.277	1
ENSG00000189129	PLAC9	chr10	+	80131682	80145359	0.237	0.578	0.865	-0.361	0.405	1	-0.175	0.682	1
ENSG00000121653	MAPK8IP1	chr11	+	45885651	45906465	0.493	0.0385	0.589	0.171	0.473	1	0.0297	0.901	1
ENSG00000235518		chr15	-	26657030	26658763	0.115	0.96		0.799	0.718	1	2.41	0.238	1
ENSG00000286733		chr15	-	101602786	101614531	0.27	0.761	0.929	0.717	0.395	1	0.468	0.582	1
ENSG00000289810		chr5	-	71032670	71034400	0.28	0.542	0.849	0.361	0.425	1	0.478	0.286	1
ENSG00000152240	HAUS1	chr18	+	46104378	46128333	-0.0851	0.703	0.913	0.0862	0.697	1	0.13	0.556	1
ENSG00000184277	TM2D3	chr15	-	101621444	101652391	0.357	0.112	0.605	-0.0421	0.851	1	-0.0547	0.808	1
ENSG00000289028		chr15	+	101652442	101653755	0.307	0.757	0.928	0.257	0.791	1	0.159	0.87	1
ENSG00000290760	UBE2Q2P13	chr15	-	101737099	101746870	-0.221	0.766	0.931	1.1	0.1	1	0.553	0.419	1
ENSG00000136695	IL36RN	chr2	+	113058638	113065382	0.739	0.23	0.673	-0.166	0.787	1	0.0688	0.911	1
ENSG00000164056	SPRY1	chr4	+	123396795	123403760	0.0297	0.928	0.989	-0.515	0.126	1	-0.457	0.169	1
ENSG00000198324	PHETA1	chr12	-	111360651	111369121	0.245	0.0994	0.597	0.361	0.014	1	0.222	0.131	1
ENSG00000161981	SNRNP25	chr16	+	53828	57669	0.351	0.0184	0.589	0.188	0.206	1	0.153	0.3	1
ENSG00000126460	PRRG2	chr19	+	49580646	49591004	0.728	0.0824	0.591	0.249	0.555	1	0.181	0.667	1
ENSG00000240996		chr10	-	89694295	89697928	-1.73	0.19	0.65	0.112	0.918	1	-2.52	0.0766	1
ENSG00000007384	RHBDF1	chr16	-	58059	76355	0.0132	0.918	0.986	-0.0356	0.781	1	-0.07	0.585	1
ENSG00000102225	CDK16	chrX	+	47217860	47229997	0.0314	0.805	0.941	0.151	0.232	1	0.122	0.334	1
ENSG00000164761	TNFRSF11B	chr8	-	118923557	118951885	0.0796	0.961	0.993	-0.78	0.656	1	0.554	0.72	1
ENSG00000286599		chr4	-	55889743	55903177	2.87	0.129		3.06	0.0989	1	2.17	0.261	
ENSG00000188536	HBA2	chr16	+	172876	173710	1.63	0.588	0.87	-0.115	0.971		-1.18	0.706	
ENSG00000287693		chr18	+	71137829	71208366	0.31	0.763	0.93	0.944	0.329	1	-0.269	0.798	1
ENSG00000187605	TET3	chr2	+	73984910	74108176	0.374	0.043	0.589	-0.0393	0.832	1	0.0308	0.868	1
ENSG00000290082		chr17	-	29567823	29568533	-0.0558	0.885	0.973	0.0838	0.823	1	0.256	0.487	1
ENSG00000007392	LUC7L	chr16	-	188969	229463	-0.121	0.196	0.655	-0.166	0.075	1	-0.0595	0.521	1
ENSG00000277825		chr19	-	16352462	16353182	-1.76	0.444	0.795	-2.95	0.199	1	-2.09	0.363	1
ENSG00000167930	FAM234A	chr16	+	234521	272183	0.216	0.151	0.628	0.0256	0.865	1	-0.032	0.831	1
ENSG00000103429	BFAR	chr16	+	14632931	14669236	-0.0374	0.749	0.925	0.105	0.368	1	0.0516	0.657	1
ENSG00000161664	ASB16	chr17	+	44170447	44179084	-0.629	0.595	0.873	-0.856	0.469	1	0.248	0.824	1
ENSG00000242173	ARHGDIG	chr16	+	280450	283010	-0.647	0.452	0.799	0.276	0.727	1	0.706	0.358	1
ENSG00000143149	ALDH9A1	chr1	-	165662216	165698562	-0.00981	0.952	0.993	0.163	0.317	1	0.0543	0.738	1
ENSG00000103126	AXIN1	chr16	-	287440	352723	0.0799	0.521	0.837	0.121	0.326	1	0.0416	0.736	1
ENSG00000289245		chrX	-	49155862	49156285	-2.49	0.336		-0.265	0.914	1	-0.834	0.74	
ENSG00000177238	TRIM72	chr16	+	31214119	31231537	1.53	0.218	0.667	-0.372	0.787	1	-0.522	0.706	1
ENSG00000138032	PPM1B	chr2	+	44167969	44244384	0.862	0.0913	0.593	-0.119	0.816	1	-0.0213	0.967	1
ENSG00000103202	NME4	chr16	+	396725	410367	-0.0304	0.863	0.964	0.265	0.129	1	0.148	0.396	1
ENSG00000242612	DECR2	chr16	+	401858	412487	0.155	0.412	0.779	0.188	0.313	1	0.148	0.425	1
ENSG00000116032	GRIN3B	chr19	+	1000419	1009732	0.0917	0.908	0.983	0.296	0.702	1	0.384	0.616	1
ENSG00000090565	RAB11FIP3	chr16	+	425649	523011	0.115	0.296	0.714	0.0556	0.612	1	0.0272	0.804	1
ENSG00000171316	CHD7	chr8	+	60678740	60868028	0.128	0.226	0.672	-0.153	0.148	1	-0.032	0.762	1
ENSG00000103326	CAPN15	chr16	+	527712	554636	0.614	0.0399	0.589	0.123	0.681	1	0.0534	0.858	1
ENSG00000153563	CD8A	chr2	-	86784610	86808396	0	1		3.27	0.233		2.56	0.356	
ENSG00000261691		chr16	-	547185	553847	0.0612	0.964	0.993	0.314	0.812	1	-0.654	0.648	1
ENSG00000165392	WRN	chr8	+	31033788	31176138	-0.0147	0.888	0.975	-0.0606	0.559	1	-0.0388	0.707	1
ENSG00000007541	PIGQ	chr16	+	566995	584109	-0.11	0.502	0.827	-0.0831	0.61	1	-0.0638	0.694	1
ENSG00000257108	NHLRC4	chr16	+	567005	569495	0.939	0.481	0.816	0.994	0.449	1	0.19	0.889	1
ENSG00000127578	WFIKKN1	chr16	+	629239	634117	0.204	0.594	0.873	-0.226	0.558	1	-0.336	0.383	1
ENSG00000214827	MTCP1	chrX	-	155064034	155147937	0.478	0.156	0.628	0.279	0.407	1	0.0844	0.803	1
ENSG00000228201		chr16	-	648473	649200	-0.811	0.759	0.928	-1.04	0.693	1	0.25	0.921	1
ENSG00000159792	PSKH1	chr16	+	67893254	67929676	-0.082	0.618	0.883	0.166	0.309	1	0.0624	0.701	1
ENSG00000161996	WDR90	chr16	+	649311	667833	-0.0279	0.882	0.972	-0.128	0.498	1	-0.0817	0.664	1
ENSG00000164663	USP49	chr6	-	41789896	41895375	-0.0431	0.719	0.918	-0.124	0.296	1	-0.0401	0.734	1
ENSG00000262528		chr16	-	654611	656194	1.49	0.493	0.823	0.753	0.737		0.63	0.779	1
ENSG00000232316	LINC02518	chr6	-	113428540	113433555	0.0419	0.98	0.995	1.11	0.465	1	-0.827	0.638	1
ENSG00000244063		chr2	-	113829390	113831119	0.928	0.72		0.671	0.796	1	-0.214	0.935	
ENSG00000103269	RHBDL1	chr16	+	675671	678268	-0.446	0.224	0.671	-0.145	0.682	1	-0.187	0.596	1
ENSG00000165637	VDAC2	chr10	+	75210154	75231448	0.202	0.103	0.6	0.182	0.143	1	0.0997	0.421	1
ENSG00000127580	WDR24	chr16	-	684622	690444	0.49	0.0485	0.589	0.118	0.634	1	0.113	0.65	1
ENSG00000147174	GCNA	chrX	+	71578437	71613583	-0.511	0.0273	0.589	-0.376	0.0948	1	-0.216	0.329	1
ENSG00000253250	C8orf88	chr8	-	90958471	90985238	-0.485	0.177	0.643	-0.0654	0.853	1	-0.0822	0.815	1
ENSG00000267002		chr17	-	43148368	43171037	-0.393	0.00852	0.589	-0.398	0.00691	1	-0.241	0.0969	1
ENSG00000103254	ANTKMT	chr16	+	720581	722590	0.0873	0.721	0.919	0.338	0.157	1	-0.00373	0.988	1
ENSG00000286786		chr15	+	38493308	38499985	-0.0879	0.749	0.925	-0.513	0.0632	1	-0.204	0.456	1
ENSG00000162004	CCDC78	chr16	-	722582	726954	-0.531	0.148	0.627	-0.551	0.129	1	-0.287	0.42	1
ENSG00000103253	HAGHL	chr16	+	726936	735525	0.072	0.731	0.921	0.0942	0.647	1	0.119	0.56	1
ENSG00000103245	CIAO3	chr16	-	729760	741329	0.313	0.109	0.603	0.0616	0.752	1	0.0262	0.893	1
ENSG00000007376	RPUSD1	chr16	-	784974	788397	0.612	0.0384	0.589	0.186	0.53	1	0.194	0.512	1
ENSG00000152380	FAM151B	chr5	+	80487969	80542563	0.103	0.714	0.917	-0.119	0.671	1	0.0943	0.734	1
ENSG00000132199	ENOSF1	chr18	-	670318	712662	-0.0219	0.918	0.986	-0.315	0.14	1	-0.14	0.508	1
ENSG00000139908	TSSK4	chr14	+	24205696	24208362	-0.642	0.41	0.779	-0.946	0.228	1	-0.297	0.689	1
ENSG00000127586	CHTF18	chr16	+	788046	800737	0.428	0.198	0.657	-0.197	0.555	1	-0.0327	0.922	1
ENSG00000103227	LMF1	chr16	-	853634	981318	-0.0109	0.948	0.993	-0.00766	0.963	1	-0.218	0.188	1
ENSG00000232884		chr21	-	14676689	14763259	-0.044	0.943	0.993	-1.07	0.108	1	-0.66	0.299	1
ENSG00000236968		chr10	+	3223816	3227407	0.564	0.69	0.909	1.01	0.463	1	0.325	0.817	1
ENSG00000115970	THADA	chr2	-	43230851	43596038	-0.0771	0.37	0.757	-0.0919	0.282	1	-0.129	0.131	1
ENSG00000271643	PDCD6IP-DT	chr3	-	33793644	33798539	-0.481	0.243	0.684	0.0414	0.919	1	0.0555	0.892	1
ENSG00000260316		chr16	-	898967	905224	0.0273	0.955	0.993	0.115	0.808	1	-0.378	0.439	1
ENSG00000163633	C4orf36	chr4	-	86876205	86892422	-0.0293	0.947	0.993	-0.0188	0.965	1	-0.356	0.421	1
ENSG00000260439	LMF1-AS1	chr16	+	921033	934495	1.12	0.587	0.869	-2.5	0.274		-1.64	0.474	
ENSG00000198839	ZNF277	chr7	+	112206695	112343934	0.651	0.0127	0.589	0.0229	0.93	1	0.00816	0.975	1
ENSG00000105518	TMEM205	chr19	-	11342776	11346518	0.289	0.133	0.614	-0.0556	0.773	1	-0.00165	0.993	1
ENSG00000276931		chr16	-	968375	969012	-0.0816	0.889	0.975	-0.113	0.845	1	-1.12	0.0684	1
ENSG00000159063	ALG8	chr11	-	78095244	78139660	0.134	0.424	0.785	-0.0563	0.737	1	-0.0624	0.71	1
ENSG00000198242	RPL23A	chr17	+	28719985	28724359	0.28	0.0686	0.589	0.177	0.249	1	0.167	0.276	1
ENSG00000149100	EIF3M	chr11	+	32583798	32606264	0.335	0.00405	0.589	0.142	0.224	1	0.122	0.297	1
ENSG00000290916		chr1	+	1503250	1509466	0.642	0.44	0.792	-0.0282	0.973	1	-0.488	0.568	1
ENSG00000261713	SSTR5-AS1	chr16	-	1064087	1078731	2.31	0.043	0.589	1.71	0.14	1	1.42	0.226	1
ENSG00000187244	BCAM	chr19	+	44809071	44821421	0.75	0.151	0.628	-0.224	0.668	1	-0.104	0.842	1
ENSG00000166263	STXBP4	chr17	+	54968727	55173632	-0.181	0.0883	0.592	-0.00367	0.972	1	-0.0732	0.481	1
ENSG00000287481		chr14	+	24861172	24865978	-0.968	0.481	0.816	-0.434	0.736	1	-3.09	0.0602	1
ENSG00000125877	ITPA	chr20	+	3208868	3223870	-0.0421	0.794	0.938	0.0502	0.754	1	0.138	0.387	1
ENSG00000162407	PLPP3	chr1	-	56494761	56645301	0.776	0.148	0.627	-0.299	0.576	1	-0.119	0.824	1
ENSG00000232828		chrX	-	48698963	48737163	0.804	0.745		-1.16	0.659		1.15	0.636	1
ENSG00000167701	GPT	chr8	+	144502973	144507174	-0.387	0.688	0.908	-0.328	0.727	1	0.0739	0.935	1
ENSG00000086504	MRPL28	chr16	-	366969	371289	0.159	0.171	0.638	0.203	0.0758	1	0.116	0.307	1
ENSG00000233203	DHCR24-DT	chr1	+	54887563	54888850	-0.846	0.601	0.876	-0.618	0.686	1	-0.167	0.909	1
ENSG00000103275	UBE2I	chr16	+	1308880	1327018	0.144	0.0365	0.589	0.0934	0.174	1	0.0748	0.275	1
ENSG00000188064	WNT7B	chr22	-	45920366	45977162	0.58	0.265	0.698	-0.0341	0.948	1	-0.0494	0.925	1
ENSG00000204323	SMIM5	chr17	+	75633434	75641404	0.929	0.11	0.604	0.0305	0.96	1	0.756	0.191	1
ENSG00000261505		chr16	-	1317891	1322845	0.563	0.732	0.922	1.67	0.281	1	0.575	0.722	1
ENSG00000116668	SWT1	chr1	+	185157080	185291781	-0.0657	0.661	0.9	-0.16	0.284	1	-0.0351	0.812	1
ENSG00000007516	BAIAP3	chr16	+	1333638	1349439	0.551	0.224	0.671	-0.458	0.326	1	-0.0382	0.933	1
ENSG00000007520	TSR3	chr16	-	1349240	1351878	0.143	0.297	0.715	0.155	0.252	1	0.133	0.324	1
ENSG00000260425		chr16	-	1358900	1361405	0.956	0.431	0.789	0.805	0.505	1	-0.175	0.893	1
ENSG00000102900	NUP93	chr16	+	56730118	56850286	0.0215	0.857	0.96	0.156	0.187	1	0.0765	0.517	1
ENSG00000174109	UQCC4	chr16	-	1419752	1420756	0.435	0.157	0.629	0.119	0.699	1	0.21	0.494	1
ENSG00000261641		chr16	+	1445343	1446519	-0.343	0.811	0.943	0.661	0.606	1	-2.09	0.204	1
ENSG00000272218		chr4	+	186892552	186892983	0.0324	0.959	0.993	-0.137	0.825	1	0.451	0.438	1
ENSG00000187535	IFT140	chr16	-	1510427	1612072	0.00761	0.96	0.993	0.0179	0.904	1	0.0346	0.815	1
ENSG00000272144		chr5	+	43061395	43062441	-2.67	0.368		-1.94	0.513		-0.11	0.969	1
ENSG00000121067	SPOP	chr17	-	49598884	49678163	0.0831	0.422	0.785	0.119	0.246	1	0.0585	0.568	1
ENSG00000079819	EPB41L2	chr6	-	130839347	131063322	-0.144	0.448	0.797	-0.00153	0.994	1	0.109	0.563	1
ENSG00000153944	MSI2	chr17	+	57255851	57684689	-0.427	0.11	0.604	0.0264	0.921	1	-0.00342	0.99	1
ENSG00000161011	SQSTM1	chr5	+	179806398	179838078	0.403	0.0443	0.589	0.102	0.612	1	0.094	0.639	1
ENSG00000100802	C14orf93	chr14	-	22985894	23010166	-0.159	0.494	0.823	-0.0949	0.678	1	-0.0433	0.849	1
ENSG00000206053	JPT2	chr16	+	1678256	1702280	0.135	0.274	0.701	0.222	0.0719	1	0.115	0.352	1
ENSG00000275092		chr16	+	1707252	1707973	0.191	0.701	0.913	0.21	0.666	1	0.119	0.806	1
ENSG00000074071	MRPS34	chr16	-	1771890	1773150	0.465	0.0308	0.589	0.247	0.251	1	0.148	0.493	1
ENSG00000197774	EME2	chr16	+	1772810	1781708	0.0705	0.684	0.908	-0.051	0.768	1	-0.0423	0.806	1
ENSG00000161526	SAP30BP	chr17	+	75667251	75708062	-0.000158	0.999	1	0.0707	0.436	1	0.0396	0.662	1
ENSG00000245857		chr8	+	6835535	6885276	-1.24	0.383	0.764	-1.13	0.41	1	-0.805	0.542	1
ENSG00000143164	DCAF6	chr1	+	167935783	168075843	0.01	0.949	0.993	-0.177	0.259	1	-0.11	0.484	1
ENSG00000162032	SPSB3	chr16	-	1776712	1793700	0.279	0.0882	0.592	0.176	0.281	1	0.194	0.235	1
ENSG00000095906	NUBP2	chr16	+	1782932	1789186	0.241	0.195	0.654	0.0757	0.684	1	0.062	0.738	1
ENSG00000236204	LINC01376	chr2	-	18986451	19348067	-0.713	0.225	0.671	0.0248	0.964	1	0.062	0.909	1
