gene_ID	hgnc_symbol	chr	strand	start	end	NCOA3_CE_log2FoldChange	NCOA3_CE_pvalue	NCOA3_CE_padj	NCOA3_KO_log2FoldChange	NCOA3_KO_pvalue	NCOA3_KO_padj	NCOA3_PTC_log2FoldChange	NCOA3_PTC_pvalue	NCOA3_PTC_padj
ENSG00000198586	TLK1	chr2	-	170990823	171231314	-0.0813	0.434	0.889	0.0622	0.545	0.869	-0.0906	0.379	1
ENSG00000140259	MFAP1	chr15	-	43804492	43824690	-0.0384	0.665	0.948	-0.103	0.243	0.693	-0.0192	0.828	1
ENSG00000092470	WDR76	chr15	+	43826980	43868412	-0.0505	0.814	0.974	-0.049	0.819	0.965	-0.0511	0.811	1
ENSG00000168826	ZBTB49	chr4	+	4290251	4321786	0.317	0.145	0.706	-0.0389	0.863	0.974	0.157	0.477	1
ENSG00000171877	FRMD5	chr15	-	43870761	44195271	0.198	0.817		0.0991	0.909		-0.0456	0.958	1
ENSG00000289277		chr15	-	44275146	44288408	0.266	0.747		-0.268	0.761		0.479	0.557	1
ENSG00000166734	GOLM2	chr15	+	44288719	44415758	-0.101	0.362	0.864	-0.175	0.11	0.532	-0.0798	0.466	1
ENSG00000204856	FAM216A	chr12	+	110468415	110490385	0.0983	0.725	0.96	-0.306	0.282	0.726	0.149	0.592	1
ENSG00000137770	CTDSPL2	chr15	+	44427622	44529038	-0.00114	0.99	0.999	0.0984	0.254	0.704	0.0126	0.885	1
ENSG00000104131	EIF3J	chr15	+	44537125	44563029	-0.157	0.0318	0.449	-0.135	0.0616	0.429	-0.0936	0.196	1
ENSG00000104133	SPG11	chr15	-	44554818	44663688	0.145	0.123	0.677	0.0948	0.313	0.747	0.101	0.281	1
ENSG00000229474	PATL2	chr15	-	44665732	44711323	-0.836	0.559		-0.528	0.711		-0.147	0.915	
ENSG00000181690	PLAG1	chr8	-	56160909	56211324	0.129	0.463	0.898	0.0377	0.83	0.967	0.0807	0.645	1
ENSG00000266126		chr17	-	19929372	19929737	3.16	0.0163		2.5	0.0614		0.951	0.513	
ENSG00000290387		chr15	-	44825747	44884694	0.239	0.729	0.961	-0.102	0.882	0.977	0.358	0.602	1
ENSG00000171703	TCEA2	chr20	+	64049836	64072347	-0.0028	0.989	0.999	0.106	0.61	0.896	-0.052	0.804	1
ENSG00000163285	GABRG1	chr4	-	46035769	46124054	-0.906	0.805		-0.905	0.803		-0.0173	0.996	
ENSG00000140263	SORD	chr15	+	45023147	45077185	-0.196	0.17	0.737	-0.385	0.00698	0.164	-0.115	0.417	1
ENSG00000140274	DUOXA2	chr15	+	45114326	45118421	-1.66	0.579		-0.876	0.767		0.461	0.872	
ENSG00000140254	DUOXA1	chr15	-	45117366	45129938	0.583	0.0174	0.365	0.842	0.000507	0.0372	0.366	0.133	1
ENSG00000117592	PRDX6	chr1	+	173477330	173488815	-0.0355	0.628	0.942	0.0199	0.784	0.954	0.0368	0.612	1
ENSG00000259539		chr15	-	45152664	45167526	-2.77	0.228		-0.353	0.865		-1.08	0.612	
ENSG00000101294	HM13	chr20	+	31514428	31577923	-0.118	0.198	0.755	-0.0556	0.538	0.865	0.0063	0.944	1
ENSG00000230131	LINC02641	chr10	+	123356450	123537767	0.838	0.0977		0.0531	0.921		0.0392	0.942	1
ENSG00000138606	SHF	chr15	-	45167214	45201175	-0.228	0.493	0.908	-0.214	0.518	0.859	-0.301	0.365	1
ENSG00000289261		chr2	-	237485694	237487137	0.588	0.668		0.988	0.46		-0.093	0.948	
ENSG00000205213	LGR4	chr11	-	27365961	27472790	-0.0479	0.64	0.945	-0.00429	0.966	0.994	0.0715	0.481	1
ENSG00000259932		chr15	-	45198517	45199139	0.195	0.69		0.0238	0.961		-0.00535	0.991	1
ENSG00000233602	ERI3-IT1	chr1	-	44243408	44244273	1.16	0.25		1.8	0.0634		1.96	0.042	1
ENSG00000169189	NSMCE1	chr16	-	27224994	27268772	0.0483	0.734	0.961	-0.185	0.197	0.651	0.0204	0.886	1
ENSG00000184716	SERINC4	chr15	-	43794162	43800220	0.133	0.928		1.58	0.239		0.997	0.472	
ENSG00000171763	SPATA5L1	chr15	+	45402336	45421415	-0.152	0.273	0.814	0.011	0.936	0.989	0.0765	0.576	1
ENSG00000169019	COMMD8	chr4	-	47450787	47463702	-0.0949	0.505	0.912	-0.0145	0.918	0.986	0.0402	0.775	1
ENSG00000104154	SLC30A4	chr15	-	45479606	45522755	0.42	0.303		0.0213	0.959		0.0733	0.861	1
ENSG00000137767	SQOR	chr15	+	45631148	45691281	0.734	0.422		1.04	0.25		0.0975	0.92	1
ENSG00000244879	GABPB1-AS1	chr15	+	50354944	50372202	0.301	0.0626	0.561	0.041	0.799	0.958	0.0716	0.656	1
ENSG00000181929	PRKAG1	chr12	-	49002274	49018807	0.0393	0.69	0.954	0.18	0.0652	0.438	0.0796	0.417	1
ENSG00000137872	SEMA6D	chr15	+	47184101	47774228	0.0461	0.677	0.95	-0.273	0.0137	0.228	-0.116	0.293	1
ENSG00000171757	LRRC34	chr3	-	169793003	169812986	-0.49	0.569		0.555	0.498		-0.206	0.808	1
ENSG00000110324	IL10RA	chr11	+	117986370	118003037	0.635	0.31	0.839	1.36	0.0255	0.298	0.22	0.725	1
ENSG00000268947		chr19	+	35262846	35264804	-1.01	0.143		-0.75	0.262		-0.6	0.36	1
ENSG00000004700	RECQL	chr12	-	21468910	21501669	0.0435	0.705	0.956	0.171	0.132	0.567	0.129	0.257	1
ENSG00000259740		chr15	+	47525169	47527756	-0.224	0.81		-1.19	0.243		-1.25	0.222	1
ENSG00000224093	BCAR3-AS1	chr1	+	93591966	93610605	1.13	0.00969	0.288	1.05	0.0168		0.487	0.289	1
ENSG00000076554	TPD52	chr8	-	80034745	80231232	-0.102	0.373	0.867	-0.0308	0.786	0.955	-0.086	0.45	1
ENSG00000198898	CAPZA2	chr7	+	116811070	116922049	-0.126	0.196	0.755	-0.078	0.422	0.814	-0.127	0.193	1
ENSG00000180532	ZSCAN4	chr19	+	57668935	57679152	0.118	0.763	0.965	0.524	0.168	0.617	0.0839	0.829	1
ENSG00000099954	CECR2	chr22	+	17359949	17558151	0.536	0.0313	0.448	0.836	0.000685	0.0448	0.157	0.526	1
ENSG00000134470	IL15RA	chr10	-	5943639	5978187	-0.169	0.914		0.01	0.995		1.43	0.31	
ENSG00000136717	BIN1	chr2	-	127048027	127107288	0.101	0.533	0.921	-0.046	0.776	0.952	0.149	0.353	1
ENSG00000104177	MYEF2	chr15	-	48134632	48178353	0.25	0.17	0.737	0.0747	0.68	0.923	0.144	0.425	1
ENSG00000110218	PANX1	chr11	+	94128841	94181968	0.032	0.732	0.961	0.0657	0.479	0.843	-0.0185	0.843	1
ENSG00000101654	RNMT	chr18	+	13726660	13764556	0.0709	0.337	0.853	0.128	0.0799	0.471	-0.00855	0.908	1
ENSG00000128951	DUT	chr15	+	48331011	48343373	-0.157	0.181	0.744	-0.178	0.128	0.56	-0.0648	0.577	1
ENSG00000136425	CIB2	chr15	-	78104606	78131535	-0.0993	0.485	0.906	-0.0121	0.932	0.989	-0.0204	0.885	1
ENSG00000166147	FBN1	chr15	-	48408313	48645721	0.0729	0.801	0.972	-0.232	0.418	0.811	0.259	0.366	1
ENSG00000259705	FBN1-DT	chr15	+	48645951	48652016	0.863	0.687		0.498	0.818		1.49	0.474	
ENSG00000151665	PIGF	chr2	-	46580937	46617055	-0.0616	0.7	0.956	-0.147	0.358	0.778	0.0339	0.831	1
ENSG00000273925		chr15	-	48662531	48663056	-1.27	0.486		-0.0222	0.989		-0.414	0.807	
ENSG00000259469		chr15	-	48729080	48729844	-0.934	0.356		-0.479	0.616		-0.333	0.724	1
ENSG00000290355		chr16	+	11555	14090	2.67	0.352		3.1	0.274		-0.0728	0.981	
ENSG00000270659		chr2	+	213151972	213153661	0.101	0.856		-0.19	0.739		0.117	0.832	1
ENSG00000166483	WEE1	chr11	+	9573670	9593457	0.174	0.176	0.739	0.273	0.0322	0.325	0.0522	0.682	1
ENSG00000277170		chr16	+	4426902	4427380	1.02	0.121		0.757	0.26		0.371	0.593	1
ENSG00000156958	GALK2	chr15	+	49155656	49367869	-0.0594	0.615	0.941	-0.221	0.0642	0.436	-0.12	0.311	1
ENSG00000273328		chr3	+	42809414	42908105	0.408	0.053	0.53	0.321	0.125	0.557	0.101	0.631	1
ENSG00000140285	FGF7	chr15	+	49423237	49488775	-3.04	0.0625		-1.09	0.476		0.173	0.895	
ENSG00000264739		chr17	-	16414524	16416689	0.584	0.87		0.915	0.796		1.93	0.578	
ENSG00000129473	BCL2L2	chr14	+	23298790	23311751	-0.145	0.107	0.653	-0.13	0.149	0.591	-0.23	0.0109	1
ENSG00000267395	DM1-AS	chr19	+	45767796	45772504	0.484	0.62		-0.00628	0.995		0.871	0.354	
ENSG00000285042		chr5	-	25188059	25188778	-0.946	0.788		-0.000972	1		-0.962	0.782	
ENSG00000173083	HPSE	chr4	-	83292461	83335153	0.105	0.77	0.968	0.265	0.457	0.831	0.333	0.348	1
ENSG00000154127	UBASH3B	chr11	+	122655722	122814473	-0.297	0.11	0.657	-0.0442	0.81	0.962	-0.261	0.158	1
ENSG00000140287	HDC	chr15	-	50241947	50265965	0.399	0.881		0.859	0.745		1.48	0.564	
ENSG00000104064	GABPB1	chr15	-	50275389	50355408	-0.138	0.276	0.815	-0.143	0.257	0.707	-0.142	0.26	1
ENSG00000170236	USP50	chr15	-	50494018	50546708	1.47	0.0252		1.12	0.0926		0.223	0.757	1
ENSG00000124343	XG	chrX	+	2752040	2816500	2.41	0.189		0.955	0.633		1.85	0.334	
ENSG00000228037		chr1	+	2581560	2584533	-2.31	0.0956		-0.342	0.748		-0.27	0.799	1
ENSG00000092439	TRPM7	chr15	-	50552473	50686797	0.0903	0.422	0.886	0.171	0.125	0.558	0.0603	0.589	1
ENSG00000259941		chr15	-	56394321	56396785	0.311	0.923		0.677	0.83		0.63	0.842	
ENSG00000177150	FAM210A	chr18	-	13663347	13726663	-0.0135	0.924	0.989	0.0911	0.516	0.858	-0.0654	0.643	1
ENSG00000183578	TNFAIP8L3	chr15	-	51056598	51105276	1.01	0.073		0.694	0.226		0.368	0.534	1
ENSG00000135912	TTLL4	chr2	+	218710835	218755416	-0.106	0.16	0.731	-0.048	0.523	0.86	0.0172	0.818	1
ENSG00000186417	GLDN	chr15	+	51341655	51408005	-0.384	0.0594	0.554	-0.191	0.343	0.77	-0.235	0.244	1
ENSG00000104848	KCNA7	chr19	-	49067397	49072699	0.72	0.404		-1.74	0.127		-0.566	0.554	1
ENSG00000155876	RRAGA	chr9	+	19049427	19051025	-0.119	0.175	0.739	-0.128	0.141	0.582	-0.135	0.122	1
ENSG00000259668		chr15	+	51455268	51460582	1.37	0.13		0.998	0.274		0.214	0.827	1
ENSG00000140836	ZFHX3	chr16	-	72782885	73891871	0.000933	0.993	0.999	0.0777	0.436	0.821	0.0555	0.578	1
ENSG00000234719	NPIPB2	chr16	-	11927259	11976643	0.228	0.356	0.861	0.385	0.116	0.545	-0.0572	0.821	1
ENSG00000140280	LYSMD2	chr15	-	51723011	51751585	0.278	0.749		-0.711	0.462		0.117	0.895	1
ENSG00000274954		chr15	+	51833134	51833426	-0.00382	0.999		1.46	0.671		-0.968	0.785	
ENSG00000124787	RPP40	chr6	-	4994717	5004063	-0.0632	0.648	0.946	-0.0191	0.89	0.979	0.21	0.12	1
ENSG00000274528		chr15	-	52017167	52018032	-0.88	0.636		-1.87	0.332		-0.265	0.878	
ENSG00000259398		chr15	+	52033707	52035625	0.187	0.902		0.966	0.507		0.244	0.873	
ENSG00000102931	ARL2BP	chr16	+	57245259	57253635	-0.1	0.651	0.946	-0.267	0.228	0.681	-0.115	0.603	1
ENSG00000069966	GNB5	chr15	-	52115100	52191392	0.0634	0.758	0.964	-0.116	0.574	0.881	-0.02	0.923	1
ENSG00000259577	CERNA1	chr15	+	52179999	52206915	0.825	0.461		-1.62	0.262		-1.64	0.255	
ENSG00000104381	GDAP1	chr8	+	74320613	74518007	-0.0945	0.674	0.95	-0.246	0.275	0.718	-0.0761	0.734	1
ENSG00000287862		chr5	-	87863703	88144455	0.879	0.675		1.36	0.504		0.445	0.834	
ENSG00000128833	MYO5C	chr15	-	52192322	52295804	0.00521	0.978	0.998	-0.264	0.161	0.609	-0.0153	0.935	1
ENSG00000197535	MYO5A	chr15	-	52307281	52529132	-0.251	0.0293	0.439	-0.126	0.268	0.715	-0.253	0.0269	1
ENSG00000128989	ARPP19	chr15	-	52547045	52569883	-0.0711	0.521	0.918	-0.0932	0.396	0.798	-0.062	0.573	1
ENSG00000117748	RPA2	chr1	-	27891524	27914746	0.0372	0.785	0.97	0.0717	0.596	0.891	0.0812	0.548	1
ENSG00000264853		chr17	-	75370947	75373736	0.438	0.0825	0.604	0.193	0.448	0.826	0.0341	0.894	1
ENSG00000047346	ATOSA	chr15	-	52581317	52709817	0.0492	0.709	0.957	-0.0661	0.613	0.897	0.0508	0.698	1
ENSG00000259935		chr15	-	52648634	52649866	0.618	0.378		0.306	0.665		-0.436	0.568	1
ENSG00000229261		chr10	-	69215333	69232490	-0.341	0.326	0.85	-0.2	0.561	0.875	-0.19	0.58	1
ENSG00000196417	ZNF765	chr19	+	53389793	53430413	0.317	0.0824	0.604	0.396	0.0282	0.31	0.0846	0.64	1
ENSG00000166415	WDR72	chr15	-	53513741	53762878	0.635	0.00283	0.167	0.637	0.00254	0.0979	0.339	0.111	1
ENSG00000180855	ZNF443	chr19	-	12429706	12441021	0.47	0.00356	0.188	0.221	0.173	0.624	-0.0709	0.666	1
ENSG00000111726	CMAS	chr12	+	22046218	22065674	-0.199	0.0251	0.422	-0.136	0.122	0.553	-0.153	0.0837	1
ENSG00000278619	MRM1	chr17	+	36601583	36608964	-0.142	0.581	0.932	0.0757	0.766	0.951	-0.0425	0.868	1
ENSG00000137876	RSL24D1	chr15	-	55180806	55197049	-0.142	0.289	0.822	0.0372	0.779	0.952	-0.11	0.407	1
ENSG00000198270	TMEM116	chr12	-	111931282	112013185	0.433	0.0511	0.526	0.804	0.00021	0.0214	0.42	0.0587	1
ENSG00000276533		chr15	-	55288849	55289346	0.598	0.589		0.861	0.433		-0.683	0.598	1
ENSG00000163257	DCAF16	chr4	-	17800655	17810758	0.0055	0.949	0.993	0.0401	0.641	0.908	-0.0383	0.656	1
ENSG00000105373	NOP53	chr19	+	47745546	47757058	0.0229	0.845	0.979	0.0669	0.565	0.876	-0.0296	0.8	1
ENSG00000259362		chr15	+	77525540	77534110	-0.144	0.573	0.928	-0.265	0.304	0.742	0.116	0.644	1
ENSG00000115944	COX7A2L	chr2	-	42333546	42425088	-0.125	0.145	0.707	0.0105	0.901	0.981	-0.0645	0.447	1
ENSG00000069943	PIGB	chr15	+	55318960	55355648	-0.0586	0.696	0.955	-0.229	0.131	0.565	-0.0796	0.595	1
ENSG00000261652	PIERCE2	chr15	+	55408495	55418798	1.61	0.255		1.21	0.403		2.62	0.0529	1
ENSG00000239282	CASTOR1	chr22	-	30285117	30289622	0.085	0.564	0.927	0.155	0.288	0.73	0.137	0.35	1
ENSG00000170954	ZNF415	chr19	-	53107879	53133077	0.0663	0.559	0.927	0.157	0.161	0.609	0.05	0.659	1
ENSG00000256061	DNAAF4	chr15	-	55410525	55508234	-0.0939	0.847		-0.325	0.514		-0.247	0.617	1
ENSG00000121989	ACVR2A	chr2	+	147844517	147930826	0.0278	0.878	0.983	0.0688	0.701	0.931	0.0159	0.929	1
ENSG00000171016	PYGO1	chr15	-	55538884	55588947	0.466	0.0671	0.572	0.223	0.385	0.793	-0.0706	0.788	1
ENSG00000255197	SLC39A13-AS1	chr11	-	47381509	47409369	-2.3	0.157		0.265	0.833		-1.35	0.371	1
ENSG00000166450	PRTG	chr15	-	55611544	55743152	-0.176	0.418	0.884	-0.176	0.413	0.809	-0.214	0.318	1
ENSG00000160145	KALRN	chr3	+	124033369	124726325	0.2	0.12	0.674	0.291	0.0219	0.278	0.226	0.0762	1
ENSG00000180822	PSMG4	chr6	+	3231403	3303373	0.0996	0.45	0.895	-0.122	0.364	0.781	-0.0879	0.511	1
ENSG00000259999		chr16	-	75321890	75325048	0.882	0.464		0.977	0.414		0.702	0.566	1
ENSG00000275703		chr12	+	6899752	6900212	-0.563	0.867		-0.815	0.809		-1.24	0.715	
ENSG00000274667		chr15	-	56729932	56730611	-0.843	0.582		-1.08	0.494		-1.08	0.493	
ENSG00000197696	NMB	chr15	-	84655129	84658563	-0.416	0.186	0.747	-0.211	0.498	0.849	-0.407	0.195	1
ENSG00000132518	GUCY2D	chr17	+	8002615	8020342	1.07	0.219		0.892	0.306		-1.05	0.309	1
ENSG00000161265	U2AF1L4	chr19	-	35742464	35745445	0.118	0.528	0.92	-0.207	0.284	0.728	0.13	0.489	1
ENSG00000285331	TCF12-DT	chr15	-	56795460	56918499	0.101	0.686	0.953	0.163	0.515	0.857	-0.231	0.372	1
ENSG00000163513	TGFBR2	chr3	+	30606601	30694142	-0.175	0.088	0.615	-0.164	0.106	0.529	-0.028	0.783	1
ENSG00000262652		chr17	+	82578023	82578616	0.249	0.658	0.946	-0.0229	0.968		-0.0349	0.951	1
ENSG00000276524	LINC03065	chr15	+	56887107	56888219	3.35	0.108		1.75	0.431		1.03	0.653	
ENSG00000247982	LINC00926	chr15	+	57300365	57307769	0.221	0.474	0.9	0.052	0.868	0.975	-0.502	0.13	1
ENSG00000169756	LIMS1	chr2	+	108533671	108687246	-0.0151	0.921	0.989	-0.0739	0.625	0.901	-0.043	0.776	1
ENSG00000276772		chr15	+	57553955	57555680	-2.92	0.105		-2.71	0.13		0.0635	0.965	1
ENSG00000115211	EIF2B4	chr2	-	27364352	27370338	-0.127	0.133	0.69	-0.131	0.122	0.553	0.0116	0.89	1
ENSG00000138615	CILP	chr15	-	65194760	65211473	-0.99	0.205		-1.71	0.0536		-0.38	0.603	1
ENSG00000263155	MYZAP	chr15	+	57591904	57685364	0.514	0.432		0.81	0.21		0.0957	0.885	1
ENSG00000213218	CSH2	chr17	-	63872012	63873766	-1.32	0.0314	0.448	-0.379	0.519	0.859	-0.941	0.117	1
ENSG00000288156		chr19	+	2293173	2295781	-0.518	0.596		0.89	0.283		0.17	0.848	1
ENSG00000133687	TMTC1	chr12	-	29500840	29784759	0.715	0.0396	0.488	-0.356	0.305	0.742	-0.205	0.554	1
ENSG00000255529	POLR2M	chr15	+	57706695	57782762	-0.00412	0.975	0.998	0.0349	0.789	0.957	0.0331	0.8	1
ENSG00000261219		chr15	+	57720295	57720928	0.47	0.729		0.00495	0.997		0.402	0.765	1
ENSG00000147642	SYBU	chr8	-	109573978	109691791	0.0142	0.946	0.993	-0.269	0.207	0.659	-0.196	0.357	1
ENSG00000290043		chr5	-	179529592	179530726	-0.084	0.877		-0.307	0.579		-0.358	0.519	1
ENSG00000128918	ALDH1A2	chr15	-	57953424	58497866	-0.00679	0.984	0.999	0.155	0.647	0.909	0.161	0.634	1
ENSG00000161973	CCDC42	chr17	-	8729935	8745219	1.56	0.421		-0.904	0.676		-1.87	0.388	
ENSG00000165669	FAM204A	chr10	-	118297925	118342328	0.133	0.237	0.79	-0.0414	0.713	0.936	0.0178	0.874	1
ENSG00000180776	ZDHHC20	chr13	-	21348784	21459370	0.0421	0.674	0.95	0.116	0.242	0.693	0.0401	0.686	1
ENSG00000261114		chr16	+	56941028	56941726	0.285	0.355	0.861	0.188	0.539	0.865	0.022	0.943	1
ENSG00000095066	HOOK2	chr19	-	12763003	12872740	0.0555	0.649	0.946	-0.0122	0.92	0.986	0.12	0.323	1
ENSG00000259642	ST20-AS1	chr15	+	79922771	79926993	0.187	0.565	0.927	0.0138	0.966	0.994	0.473	0.138	1
ENSG00000137845	ADAM10	chr15	-	58588809	58749791	-0.00159	0.986	0.999	0.0755	0.407	0.804	-0.0311	0.733	1
ENSG00000248664		chr5	-	69113109	69166949	0.302	0.864		-2.44	0.216		-0.596	0.752	
ENSG00000259417	CTXND1	chr15	-	80195481	80252213	-0.29	0.543	0.923	-0.223	0.637	0.907	-0.467	0.324	1
ENSG00000145198	VWA5B2	chr3	+	184229585	184242329	0.536	0.889		-0.999	0.795		0.644	0.866	
ENSG00000245975	MINDY2-DT	chr15	-	58768072	58770974	0.328	0.565		0.0165	0.978		-0.731	0.257	1
ENSG00000259402		chr15	+	58815272	58817728	0.356	0.73		-0.601	0.598		0.194	0.851	1
ENSG00000242247	ARFGAP3	chr22	-	42796502	42858106	-0.103	0.363	0.864	-0.0309	0.782	0.954	-0.0436	0.697	1
ENSG00000236760		chr2	-	3131581	3145780	1.78	0.373		-0.0141	0.995		0.825	0.697	
ENSG00000164252	AGGF1	chr5	+	77029251	77065234	0.0753	0.523	0.919	0.0764	0.514	0.857	0.0448	0.703	1
ENSG00000143344	RGL1	chr1	+	183636085	183928532	0.179	0.282	0.818	0.196	0.238	0.691	0.105	0.527	1
ENSG00000157450	RNF111	chr15	+	58865175	59097419	-0.183	0.0439	0.505	-0.166	0.0643	0.436	-0.143	0.112	1
ENSG00000137776	SLTM	chr15	-	58879050	58933679	-0.231	0.0167	0.36	-0.301	0.00168	0.0762	-0.201	0.0364	1
ENSG00000183044	ABAT	chr16	+	8674596	8784575	-0.126	0.497	0.91	-0.382	0.0403	0.358	-0.0433	0.814	1
ENSG00000187475	H1-6	chr6	-	26107412	26108135	-0.418	0.649		-0.0277	0.975		-0.0614	0.945	1
ENSG00000160218	TRAPPC10	chr21	+	44012309	44106552	0.0594	0.436	0.89	0.0752	0.321	0.753	0.0574	0.449	1
ENSG00000277144		chr15	-	59115547	59116089	0.62	0.784		0.919	0.683		2.05	0.334	
ENSG00000259771		chr15	-	59266720	59271162	-0.941	0.666		1.33	0.491		-0.0381	0.985	
ENSG00000144401	METTL21A	chr2	-	207580631	207625928	0.0258	0.857	0.981	0.0177	0.901	0.981	-0.0336	0.814	1
ENSG00000141367	CLTC	chr17	+	59619684	59696956	-0.204	0.00169	0.131	-0.102	0.112	0.537	-0.105	0.102	1
ENSG00000150776	NKAPD1	chr11	+	112074086	112085150	-0.0444	0.555	0.927	-0.00611	0.935	0.989	0.0169	0.821	1
ENSG00000259238		chr15	+	59688517	59689418	1.75	0.562		-0.0171	0.996		-0.0439	0.988	
ENSG00000245522	LINC02709	chr11	-	9754770	9759533	-0.323	0.525		-0.193	0.701		-0.722	0.171	1
ENSG00000267030		chr19	+	4447304	4448217	0.935	0.445		1.21	0.311		1.57	0.18	
ENSG00000188338	SLC38A3	chr3	+	50205246	50221486	0.0425	0.804	0.972	0.277	0.103	0.524	0.162	0.34	1
ENSG00000182718	ANXA2	chr15	-	60347134	60402883	-0.0263	0.71	0.957	0.0895	0.201	0.654	0.027	0.7	1
ENSG00000170296	GABARAP	chr17	-	7240008	7242449	-0.0648	0.435	0.89	-0.0518	0.529	0.862	0.00339	0.967	1
ENSG00000135631	RAB11FIP5	chr2	-	73073382	73156721	0.0434	0.828	0.976	0.394	0.0464	0.383	0.0536	0.787	1
ENSG00000286457		chr15	+	60634503	60640915	-0.413	0.899		-0.0515	0.987		0.81	0.803	
ENSG00000272636	DOC2B	chr17	-	142789	181650	-0.31	0.186	0.747	-0.00446	0.985	0.997	-0.121	0.603	1
ENSG00000186806	VSIG10L	chr19	-	51331536	51342139	-0.148	0.732	0.961	0.153	0.719		-0.00419	0.992	1
ENSG00000273792		chr15	-	60847757	60849068	0.965	0.554		-0.00856	0.996		1.3	0.411	1
ENSG00000170836	PPM1D	chr17	+	60600193	60666280	-0.445	0.00113	0.104	-0.289	0.0323	0.326	-0.267	0.0488	1
ENSG00000101843	PSMD10	chrX	-	108084207	108091549	0.154	0.215	0.773	-0.00883	0.944	0.991	0.106	0.395	1
ENSG00000091592	NLRP1	chr17	-	5499415	5619424	-0.0421	0.976		1.58	0.209		0.549	0.679	1
ENSG00000259251	VPS13C-DT	chr15	+	62060503	62062434	2.39	0.524		-0.942	0.807		0.0562	0.988	
ENSG00000205502	C2CD4B	chr15	-	62163535	62165285	0.246	0.796		1.01	0.259		0.298	0.751	1
ENSG00000179111	HES7	chr17	-	8120592	8124106	-1.02	0.477		2	0.0604		0.308	0.796	1
ENSG00000156011	PSD3	chr8	-	18527303	19084730	0.33	0.0457	0.51	0.276	0.0957	0.512	0.284	0.0864	1
ENSG00000170340	B3GNT2	chr2	+	62196115	62224731	-0.316	0.00138	0.114	-0.246	0.0123	0.216	-0.147	0.132	1
ENSG00000258099	ATXN2-AS	chr12	+	111599498	111600256	-1.05	0.433		-0.244	0.844		0.623	0.588	1
ENSG00000204220	PFDN6	chr6	+	33289302	33298401	-0.0314	0.733	0.961	0.065	0.476	0.842	0.0201	0.826	1
ENSG00000259370		chr15	-	62827675	62884034	-0.515	0.391		-0.475	0.424		-0.124	0.829	1
ENSG00000259727		chr15	+	62895812	62899543	-0.371	0.578		-0.654	0.336		-0.2	0.762	1
ENSG00000259498	TPM1-AS	chr15	-	63046034	63049387	0.49	0.694		-1.91	0.237		-0.674	0.633	
ENSG00000261504	LINC01686	chr1	+	182615254	182616629	-0.0893	0.85		0.143	0.758		-0.0576	0.903	1
ENSG00000103642	LACTB	chr15	+	63121833	63142061	-0.129	0.317	0.846	-0.126	0.329	0.758	-0.107	0.406	1
ENSG00000074410	CA12	chr15	-	63321378	63381846	0.0917	0.444	0.894	0.0807	0.497	0.849	-0.00112	0.992	1
ENSG00000259459	LINC02568	chr15	+	63390136	63438320	0.245	0.807		0.863	0.365		0.446	0.651	1
ENSG00000259248	USP3-AS1	chr15	-	63544247	63601589	0.232	0.564	0.927	-0.292	0.485	0.844	0.138	0.731	1
ENSG00000174529	TMEM81	chr1	-	205083129	205084460	-0.0438	0.871	0.983	-0.161	0.556	0.872	-0.279	0.312	1
ENSG00000103502	CDIPT	chr16	-	29858357	29863414	-0.0533	0.602	0.936	-0.0769	0.448	0.826	0.0674	0.505	1
ENSG00000228830		chr1	+	234607008	234609483	0.789	0.226		0.305	0.653		0.156	0.82	1
ENSG00000157734	SNX22	chr15	+	64151715	64157481	0.129	0.657	0.946	0.244	0.397	0.799	0.0453	0.877	1
ENSG00000166794	PPIB	chr15	-	64155740	64163134	-0.138	0.139	0.698	0.0156	0.866	0.974	-0.0453	0.624	1
ENSG00000114999	TTL	chr2	+	112482156	112541739	-0.0481	0.769	0.967	-0.131	0.424	0.815	-0.0428	0.793	1
ENSG00000169118	CSNK1G1	chr15	-	64165525	64356173	0.011	0.883	0.984	-0.0272	0.715	0.936	0.00506	0.946	1
ENSG00000166803	PCLAF	chr15	-	64364304	64387687	-0.139	0.316	0.846	-0.245	0.0759	0.461	-0.13	0.345	1
ENSG00000058600	POLR3E	chr16	+	22297375	22335101	-0.128	0.112	0.661	-0.102	0.201	0.654	-0.127	0.113	1
ENSG00000260853	NFATC2IP-AS1	chr16	-	28952816	28966883	-0.264	0.916		-0.0339	0.989		-0.0901	0.971	
ENSG00000124721	DNAH8	chr6	+	38715311	39030792	-0.0636	0.949		1.09	0.226		-0.849	0.437	1
ENSG00000103671	TRIP4	chr15	+	64387748	64455303	-0.0787	0.355	0.861	-0.0224	0.791	0.958	-0.0622	0.463	1
ENSG00000165219	GAPVD1	chr9	+	125261794	125367207	-0.0355	0.658	0.946	0.0157	0.844	0.969	-0.0155	0.845	1
ENSG00000286808		chr16	-	22331039	22342938	1.88	0.0904		-0.2	0.882		1.28	0.267	1
ENSG00000132581	SDF2	chr17	-	28648346	28662189	-0.221	0.0192	0.38	-0.0804	0.389	0.795	-0.105	0.262	1
ENSG00000186765	FSCN2	chr17	+	81528377	81537130	0.56	0.104	0.649	0.805	0.0176	0.252	0.14	0.693	1
ENSG00000265967		chr15	+	64695041	64695594	-0.145	0.761		-0.475	0.333		-0.149	0.753	1
